Hole ID,TOP,BOTTOM,LITH,Description,Lith_2,Grouped,Aquifer_Units,aquifer,start_x,start_y,start_z,end_z
105,0,1,TOPSOIL,no description,Soil,Clay,,Soil,2906014.788,-160636.6342,935.0410385,934.0410385
105,1,24,CLAY,"yellow brown, slightly silty, iron stained, oxidized, (lake clays)",Clay,Clay,,Clay,2906014.788,-160636.6342,934.0410385,911.0410385
105,24,44,CLAY,"olive gray, slighlty silty, plastic, sticky, cohesive, (lake clays)",Clay,Clay,,Clay,2906014.788,-160636.6342,911.0410385,891.0410385
105,44,53,CLAY,"olive gray, silty sandy with pebbles, rocky, poorly sorted, occasional lens of sand and gravel (till)",Clay,Clay,,Clay,2906014.788,-160636.6342,891.0410385,882.0410385
105,53,55,GRAVEL,"with medium to coarse sand, predominantly shale and igneous, well rounded to angular, poorly sorted",Gravel,Aquifer,,Gravel,2906014.788,-160636.6342,882.0410385,880.0410385
105,55,102,TILL,"as above, rocky",Till,Clay,,Till,2906014.788,-160636.6342,880.0410385,833.0410385
105,102,105,CLAY,"olive gray, silty, drills smooth",Clay,Clay,,Clay,2906014.788,-160636.6342,833.0410385,830.0410385
105,105,113,TILL,as above,Till,Clay,,Till,2906014.788,-160636.6342,830.0410385,822.0410385
105,113,121,CLAY,"olive gray, silty, drills smooth",Clay,Clay,,Clay,2906014.788,-160636.6342,822.0410385,814.0410385
105,121,123,SAND,"medium to very coarse, with gravel, well rounded to subrounded, poorly sorted till, as above",Sand,Aquifer,,Sand,2906014.788,-160636.6342,814.0410385,812.0410385
105,123,154,TILL,as above,Till,Clay,,Till,2906014.788,-160636.6342,812.0410385,781.0410385
105,154,198,CLAY,"black, greasy, carbonaceous, drills smooth and slow, occasional choppy drilling, shale or sandstone lenses?  flakes of bentonite in clays, occasional shale and sandstone chunk",Clay,Clay,,Clay,2906014.788,-160636.6342,781.0410385,737.0410385
105,198,200,SAND,"fine to coarse, washing badly, rain of returns, well rounded, good sorting",Sand,Aquifer,,Sand,2906014.788,-160636.6342,737.0410385,735.0410385
105,200,221,CLAY,"black, very poor returns, mostly washing sand from above, layer of fine sand",Clay,Clay,,Clay,2906014.788,-160636.6342,735.0410385,714.0410385
105,221,240,CLAY,"black, very poor returns, drills slow and smooth",Clay,Clay,,Clay,2906014.788,-160636.6342,714.0410385,695.0410385
408,0,2,TOPSOIL,"pebbly loam, black",Soil,Clay,,Soil,2951115.184,-229378.5588,968.1571833,966.1571833
408,2,6,CLAY,"silty with sand grains and pebbles, yellowish gray, moderately soft, cohesive, moderately plastic, oxidized (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,966.1571833,962.1571833
408,6,16,CLAY,"silty and sandy with pebbles and thin lenses of sand and fine gravel, yellowish gray to moderately olive brown, iron-stained, soft, moderately cohesive, slightly plastic, oxidized (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,962.1571833,952.1571833
408,16,38,CLAY,"silty and sandy with pebbles, olive gray, soft, cohesive, moderately plastic (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,952.1571833,930.1571833
408,38,54,GRAVEL,"fine and medium with a few cobbles, moderately well-sorted, generally subrounded, predominantly limestone-dolomite with granitics and shale, clean",Gravel,Aquifer,,Gravel,2951115.184,-229378.5588,930.1571833,914.1571833
408,54,64,SILT,"and very fine sand, light gray, soft, slightly cohesive, nonplastic, calcareous, predominantly quartz",Silt,Clay,,Silt,2951115.184,-229378.5588,914.1571833,904.1571833
408,64,78,SAND,"fine and medium, sorted, subrounded, loose, predominantly quartz with limestone-dolomite and shale",Sand,Aquifer,,Sand,2951115.184,-229378.5588,904.1571833,890.1571833
408,78,82,CLAY,"olive gray, soft, smooth, cohesive, plastic, sticky",Clay,Clay,,Clay,2951115.184,-229378.5588,890.1571833,886.1571833
408,82,93,SILT,"clayey, light gray to olive gray, laminated, soft, moderately cohesive, slightly to moderately plastic, calcareous",Silt,Clay,,Silt,2951115.184,-229378.5588,886.1571833,875.1571833
408,93,125,CLAY,"silty to sandy with pebbles, olive gray, soft to moderately soft, cohesive, slightly plastic to slightly brittle, occasional cobbles (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,875.1571833,843.1571833
408,125,127,BOULDERS,granite,Boulders,Bedrock,,Boulders,2951115.184,-229378.5588,843.1571833,841.1571833
408,127,133,CLAY,"olive gray, soft, smooth, cohesive, plastic, sticky",Clay,Clay,,Clay,2951115.184,-229378.5588,841.1571833,835.1571833
408,133,140,SAND,"medium, light olive gray, well sorted, subrounded, clean",Sand,Aquifer,,Sand,2951115.184,-229378.5588,835.1571833,828.1571833
408,140,143,CLAY,"silty, light olive gray, soft, moderately cohesive, moderately plastic",Clay,Clay,,Clay,2951115.184,-229378.5588,828.1571833,825.1571833
408,143,156,SAND,"fine and medium with some coarse, interbedded, light gray, subrounded, predominantly quartz with limestone-dolomite and shale, drills easy, taking a little water",Sand,Aquifer,,Sand,2951115.184,-229378.5588,825.1571833,812.1571833
408,156,195,CLAY,"silty to sandy with pebbles and occasional cobbles, moderately soft to slightly hard, tightly compacted, moderately brittle (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,812.1571833,773.1571833
408,195,216,CLAY,"as above, interbedded with lenses or blocks of dark gray and brownish black, tight, waxy, smooth clay (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,773.1571833,752.1571833
408,216,241,CLAY,"as above, without clay lenses (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,752.1571833,727.1571833
408,241,250,SHALE,"black, slightly hard, smooth, tight, waxy, noncalareous",Shale,Bedrock,,Shale,2951115.184,-229378.5588,727.1571833,718.1571833
434,0,2,TOPSOIL,"silty clay, black",Soil,Clay,,Soil,2930137.712,-245477.5183,957.93204,955.93204
434,2,13,CLAY,"moderate olive-brown, soft, plastic, cohesive, calcareous, oxidized; boulder at 12 feet",Clay,Clay,,Clay,2930137.712,-245477.5183,955.93204,944.93204
434,13,25,TILL,"clay, silty to pebbly, moderate olive-brown, soft, plastic, cohesive, calcareous, oxidized; contains cobbles and boulders",Till,Clay,,Till,2930137.712,-245477.5183,944.93204,932.93204
434,25,47,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive; contains cobbles and boulders",Till,Clay,,Till,2930137.712,-245477.5183,932.93204,910.93204
434,47,74,TILL,"clay, sandy, olive-gray, soft, slightly plastic, cohesive; interbedded sand and gravel",Till,Clay,,Till,2930137.712,-245477.5183,910.93204,883.93204
434,74,100,SAND,"fine to coarse, pebbly, medium sorted, subrounded; contains wood fragements",Sand,Aquifer,,Sand,2930137.712,-245477.5183,883.93204,857.93204
434,100,118,TILL,"clay, silty to pebbly, olive-black, firm, cohesive; contains cobbles",Till,Clay,,Till,2930137.712,-245477.5183,857.93204,839.93204
434,118,134,TILL,"clay, sandy, pebbly, olive-gray, soft, slightly plastic, cohesive, calcareous; contains cobbles and boulders",Till,Clay,,Till,2930137.712,-245477.5183,839.93204,823.93204
434,134,197,SHALE,"olive-black, firm, plastic; massive",Shale,Bedrock,,Shale,2930137.712,-245477.5183,823.93204,760.93204
434,197,219,SHALE,as above; interbedded light greenish-gray bentonite,Shale,Bedrock,,Shale,2930137.712,-245477.5183,760.93204,738.93204
434,219,238,SHALE,as above; interbedded limestone and sandstone,Shale,Bedrock,,Shale,2930137.712,-245477.5183,738.93204,719.93204
434,238,242,CLAY,"clay, white, soft (weathered granite)",Clay,Clay,,Clay,2930137.712,-245477.5183,719.93204,715.93204
439,0,2,TOPSOIL,"silty clay, black",Soil,Clay,,Soil,2913883.685,-246821.8146,962.639978,960.639978
439,2,18,CLAY,"yellowish-gray, soft, plastic, cohesive, calcareous",Clay,Clay,,Clay,2913883.685,-246821.8146,960.639978,944.639978
439,18,31,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive",Till,Clay,,Till,2913883.685,-246821.8146,944.639978,931.639978
439,31,61,GRAVEL,"fine to coarse, sandy, medium sorted, subrounded, igneous, limestone and shale",Gravel,Aquifer,,Gravel,2913883.685,-246821.8146,931.639978,901.639978
439,61,91,SAND & GRAVEL,"medium to very coarse, pebbly, medium sorted, subangular and subrounded, igneous, limestone and shale; interbedded",Sand and gravel,Aquifer,,Sand and gravel,2913883.685,-246821.8146,901.639978,871.639978
439,91,95,BOULDER,no description,Boulders,Bedrock,,Boulders,2913883.685,-246821.8146,871.639978,867.639978
439,95,110,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive; contains cobbles; interbedded silt and sand",Till,Clay,,Till,2913883.685,-246821.8146,867.639978,852.639978
439,110,123,SAND,no description,Sand,Aquifer,,Sand,2913883.685,-246821.8146,852.639978,839.639978
439,123,134,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive; contains cobbles and boulders; interbeded silt and sand",Till,Clay,,Till,2913883.685,-246821.8146,839.639978,828.639978
439,134,145,SAND,no description,Sand,Aquifer,,Sand,2913883.685,-246821.8146,828.639978,817.639978
439,145,163,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive; contains cobbles and boulders; interbedded silt and sand",Till,Clay,,Till,2913883.685,-246821.8146,817.639978,799.639978
439,163,202,TILL,"sandy, fine and medium, clayey to pebbly, light olive-gray, soft, nonplastic, cohesive, highly calcareous; contains cobbles and boulders",Till,Clay,,Till,2913883.685,-246821.8146,799.639978,760.639978
439,202,206,CLAY,"olive-black, firm, cohesive, slightly calcareous (shale)",Clay,Clay,,Clay,2913883.685,-246821.8146,760.639978,756.639978
439,206,248,SAND,"fine and medium, white, well sorted, subrounded and rounded, quartz, shale, igneous and lignite, calcareous",Sand,Aquifer,,Sand,2913883.685,-246821.8146,756.639978,714.639978
439,248,254,SANDSTONE,"fine, light gray, well sorted, subrounded and rounded; carbonate cementation",Sandstone,Bedrock,,Sandstone,2913883.685,-246821.8146,714.639978,708.639978
439,254,272,CLAY,"white, soft, slightly plastic, cohesive (weathered granite)",Clay,Clay,,Clay,2913883.685,-246821.8146,708.639978,690.639978
454,0,3,TOPSOIL,no description,Soil,Clay,,Soil,2943084.626,-217180.3862,956.1541199,953.1541199
454,3,60,CLAY,"silty, blue",Clay,Clay,,Clay,2943084.626,-217180.3862,953.1541199,896.1541199
454,60,62,SAND,"fine, blue",Sand,Aquifer,,Sand,2943084.626,-217180.3862,896.1541199,894.1541199
454,62,85,CLAY,blue,Clay,Clay,,Clay,2943084.626,-217180.3862,894.1541199,871.1541199
454,85,112,SAND,"fine, brown",Sand,Aquifer,Wahpeton,Wahpeton,2943084.626,-217180.3862,871.1541199,844.1541199
454,112,114,SAND,with boulders,Sand,Aquifer,Wahpeton,Wahpeton,2943084.626,-217180.3862,844.1541199,842.1541199
454,114,140,SAND,medium,Sand,Aquifer,Wahpeton,Wahpeton,2943084.626,-217180.3862,842.1541199,816.1541199
454,140,205,SAND,medium coarse,Sand,Aquifer,Wahpeton,Wahpeton,2943084.626,-217180.3862,816.1541199,751.1541199
454,205,235,GRAVEL,"fine, with sand",Gravel,Aquifer,,Gravel,2943084.626,-217180.3862,751.1541199,721.1541199
454,235,243,SAND,medium,Sand,Aquifer,,Sand,2943084.626,-217180.3862,721.1541199,713.1541199
454,243,245,LIMESTONE,weathered,Limestone,Bedrock,,Limestone,2943084.626,-217180.3862,713.1541199,711.1541199
455,0,2,TOPSOIL,"sandy clay loam, black",Soil,Clay,,Soil,2945333.482,-217806.0972,960.64175,958.64175
455,2,4,CLAY,"silty and sandy with pebbles, soft, non- to slightly cohesive, yellowish gray, fractured and jointed, oxidized (till)",Clay,Clay,,Clay,2945333.482,-217806.0972,958.64175,956.64175
455,4,17,CLAY,"silty to sandy with pebbles, moderately olive brown, soft to moderately soft, cohesive, moderately plastic, oxidized (tll)",Clay,Clay,,Clay,2945333.482,-217806.0972,956.64175,943.64175
455,17,22,CLAY,"silty to sandy with pebbles, olive gray, moderately soft, cohesive, moderately to slightly plastic (till)",Clay,Clay,,Clay,2945333.482,-217806.0972,943.64175,938.64175
455,22,25,SAND,"medium, well-sorted, subrounded, gray, clean",Sand,Aquifer,,Sand,2945333.482,-217806.0972,938.64175,935.64175
455,25,37,CLAY,"silty and sandy with pebbles, olive gray, moderately soft, cohesive, moderately plastic (till)",Clay,Clay,,Clay,2945333.482,-217806.0972,935.64175,923.64175
455,37,47,SILT,"clayey, greenish gray to light olive gray, soft, slightly cohesive, nonplastic, slightly sticky",Silt,Clay,,Silt,2945333.482,-217806.0972,923.64175,913.64175
455,47,49,CLAY,"dark gray, smooth, soft, cohesive, plastic, sticky",Clay,Clay,,Clay,2945333.482,-217806.0972,913.64175,911.64175
455,49,64,SAND,"medium to coarse, moderately well-sorted and uniform, generally subrounded, clean, nice, predominantly quartz with limestone-dolomite, some shale, etc.",Sand,Aquifer,,Sand,2945333.482,-217806.0972,911.64175,896.64175
455,64,87,CLAY,"generally dark brownish gray, slightly hard, slightly brittle to slightly plastic, cohesive, smooth, tight, interbedded with lighter soft silty clay, laminated, calcareous, organic",Clay,Clay,,Clay,2945333.482,-217806.0972,896.64175,873.64175
455,87,114,SILT,"and very fine sand, clayey, light olive gray, soft, slightly to moderately cohesive, non- to slightly plastic, soft, interbedded, easy drilling, drills like sand, calcareous",Silt,Clay,,Silt,2945333.482,-217806.0972,873.64175,846.64175
455,114,130,SAND,"fine and medium, moderately sorted, subangular and subrounded, no clay, clean, loose",Sand,Aquifer,,Sand,2945333.482,-217806.0972,846.64175,830.64175
455,130,141,CLAY,"and silt, interbedded, variegated medium to dark grays with brownish stains, moderately soft to slightly hard, cohesive, slightly brittle to moderately plastic, smooth, tight, calcareous",Clay,Clay,,Clay,2945333.482,-217806.0972,830.64175,819.64175
455,141,155,SILT,"and very fine sand, slightly clayey, light olive gray, soft, very slightly cohesive, highly calcareous, predominantly quartz, sugary",Silt,Clay,,Silt,2945333.482,-217806.0972,819.64175,805.64175
455,155,198,SAND,"fine to medium, tannish gray, generally well-sorted and uniform except for clay streak at 165 feet, predominantly quartz with limestone-dolomite, drills easy taking water",Sand,Aquifer,Wahpeton,Wahpeton,2945333.482,-217806.0972,805.64175,762.64175
455,198,234,SAND,"medium and coarse, well-sorted and uniform, subangular to subrounded, clean, very nice; easy drilling, taking water",Sand,Aquifer,Wahpeton,Wahpeton,2945333.482,-217806.0972,762.64175,726.64175
455,234,237,GRAVEL,"coarse, rough drilling",Gravel,Aquifer,,Gravel,2945333.482,-217806.0972,726.64175,723.64175
455,237,240,SANDSTONE,"dark gray, indurated with CaC03 cement, highly calcareous",Sandstone,Bedrock,,Sandstone,2945333.482,-217806.0972,723.64175,720.64175
456,0,2,TOPSOIL,"sandy clay loam, black",Soil,Clay,,Soil,2945728.963,-224158.0941,959.9388831,957.9388831
456,2,6,CLAY,"sandy, yellowish gray to dusky yellow, occasional pebble and cobble (washed till?), soft, non- to slightly cohesive, jointed (?)",Clay,Clay,,Clay,2945728.963,-224158.0941,957.9388831,953.9388831
456,6,51,SAND,"medium to coarse, interbedded but well-sorted, subangular and subrounded, clean, predominantly granitics and limestone-dolomite with some shale, occasional lignite fragment, loose, taking water, iron-stained and oxidized to approximately 10 or 11 feet",Sand,Aquifer,,Sand,2945728.963,-224158.0941,953.9388831,908.9388831
456,51,60,GRAVEL,"fine and medium, subrounded, clean, mostly limestone-dolomite with granitics and shale, taking water",Gravel,Aquifer,,Gravel,2945728.963,-224158.0941,908.9388831,899.9388831
456,60,120,CLAY,"silty and sandy with pebbles and cobbles, olive gray to dark olive gray, moderately soft and cohesive to slightly hard and slightly brittle, tight, interbedded with lenses or blocks or boulders of tight, crumbly brownish black, smooth, waxy, clay; soft, light olive gray, highly calcareous silt with brown organic stains, and clayey to silty very fine and fine sand, occasional large rock (till)",Clay,Clay,,Clay,2945728.963,-224158.0941,899.9388831,839.9388831
456,120,124,ROCK,"granitics and limestone, put on rock bit to get through, rough drilling",Boulders,Bedrock,,Boulders,2945728.963,-224158.0941,839.9388831,835.9388831
456,124,199,CLAY,"and very fine to fine sand, light olive gray, contains pebbles, cobbles and boulders, slightly hard, brittle to crumbly (under pressure) tightly compacted (till), toss-up whether it's clayey sand or sandy clay, it's highly calcareous and appears to have some degree of permeability",Clay,Clay,,Clay,2945728.963,-224158.0941,835.9388831,760.9388831
456,199,240,SHALE,"brownish black, hard, tight, noncalcareous interbedded with silt, brownish black, soft, slightly calcareous; sand, dark brownish green, clayey, calcareous, carbonaceous, sandstone (219 to 223), dark gray, indurated, CaC03 cement, highly calcareous; also shell fragments and pyrite crystals turned drilling mud brown (Cretaceous shale)",Shale,Bedrock,,Shale,2945728.963,-224158.0941,760.9388831,719.9388831
457,0,1,TOPSOIL,no description,Soil,Clay,,Soil,2949691.426,-222253.9945,971.9633015,970.9633015
457,1,16,CLAY,"sandy, silty, yellow-brown, oxidized (till)",Clay,Clay,,Clay,2949691.426,-222253.9945,970.9633015,955.9633015
457,16,36,CLAY,"sandy, silty, gray (till)",Clay,Clay,,Clay,2949691.426,-222253.9945,955.9633015,935.9633015
457,36,42,CLAY,"silty, gray (lacustrine)",Clay,Clay,,Clay,2949691.426,-222253.9945,935.9633015,929.9633015
457,42,43,SAND,"fine to coarse, silty",Sand,Aquifer,,Sand,2949691.426,-222253.9945,929.9633015,928.9633015
457,43,61,CLAY,"silty, gray (lacustrine)",Clay,Clay,,Clay,2949691.426,-222253.9945,928.9633015,910.9633015
457,61,69,CLAY,"sandy, silty with some pebbles, gray, stiff (till)",Clay,Clay,,Clay,2949691.426,-222253.9945,910.9633015,902.9633015
457,69,90,CLAY,"silty, soft, gray (lacustrine)",Clay,Clay,,Clay,2949691.426,-222253.9945,902.9633015,881.9633015
457,90,109,CLAY,"sandy, silty, gray (till)",Clay,Clay,,Clay,2949691.426,-222253.9945,881.9633015,862.9633015
457,109,125,SAND,"fine to coarse, dirty",Sand,Aquifer,,Sand,2949691.426,-222253.9945,862.9633015,846.9633015
457,125,126,CLAY,silty,Clay,Clay,,Clay,2949691.426,-222253.9945,846.9633015,845.9633015
457,126,161,SAND,"fine to coarse, becoming coarser with depth",Sand,Aquifer,Wahpeton,Wahpeton,2949691.426,-222253.9945,845.9633015,810.9633015
457,161,208,SAND,"medium to coarse, some gravel",Sand,Aquifer,Wahpeton,Wahpeton,2949691.426,-222253.9945,810.9633015,763.9633015
457,208,236,SAND,coarse with gravel,Sand,Aquifer,Wahpeton,Wahpeton,2949691.426,-222253.9945,763.9633015,735.9633015
457,236,280,SAND,and gravel,Sand,Aquifer,Wahpeton,Wahpeton,2949691.426,-222253.9945,735.9633015,691.9633015
458,0,1,TOPSOIL,no description,Soil,Clay,,Soil,2949666.416,-222254.8917,972.2046979,971.2046979
458,1,20,CLAY,"sandy, silty, yellow oxidized (till)",Clay,Clay,,,2949666.416,-222254.8917,971.2046979,952.2046979
458,20,38,CLAY,"sandy, silty, gray",Clay,Clay,,,2949666.416,-222254.8917,952.2046979,934.2046979
458,38,56,CLAY,no description,Clay,Clay,,,2949666.416,-222254.8917,934.2046979,916.2046979
458,56,87,CLAY,"silty, varying softness, varying grays (lacustrine)",Clay,Clay,,,2949666.416,-222254.8917,916.2046979,885.2046979
458,87,109,CLAY,"sandy, silty, gray, stiff (till)",Clay,Clay,,Clay,2949666.416,-222254.8917,885.2046979,863.2046979
458,109,120,SAND,"fine to coarse, dirty",Sand,Aquifer,,Sand,2949666.416,-222254.8917,863.2046979,852.2046979
459,0,1,TOPSOIL,no description,Soil,Clay,,Soil,2949666.416,-222254.8917,972.2046979,971.2046979
459,1,15,CLAY,"sandy, silty, yellow brown, oxidized (till)",Clay,Clay,,,2949666.416,-222254.8917,971.2046979,957.2046979
459,15,22,CLAY,"sandy, silty, gray (till)",Clay,Clay,,,2949666.416,-222254.8917,957.2046979,950.2046979
459,22,36,CLAY,"silty, slightly plastic, soft (lacustrine)",Clay,Clay,,,2949666.416,-222254.8917,950.2046979,936.2046979
459,36,37,SAND,"fine to medium, dirty",Sand,Aquifer,,,2949666.416,-222254.8917,936.2046979,935.2046979
459,37,42,CLAY,"silty, slightly plastic, stiff",Clay,Clay,,,2949666.416,-222254.8917,935.2046979,930.2046979
459,42,46,SAND,"fine to coarse, dirty",Sand,Aquifer,,,2949666.416,-222254.8917,930.2046979,926.2046979
459,46,47,CLAY,silty (lacustrine),Clay,Clay,,,2949666.416,-222254.8917,926.2046979,925.2046979
459,47,48,SAND,"fine to coarse, dirty",Sand,Aquifer,,,2949666.416,-222254.8917,925.2046979,924.2046979
459,48,54,CLAY,"silty, stiff (lacustrine)",Clay,Clay,,,2949666.416,-222254.8917,924.2046979,918.2046979
459,54,55,SAND,"fine to coarse, dirty",Sand,Aquifer,,,2949666.416,-222254.8917,918.2046979,917.2046979
459,55,60,CLAY,"gray, silty, stiff",Clay,Clay,,,2949666.416,-222254.8917,917.2046979,912.2046979
460,0,1,TOPSOIL,no description,Soil,Clay,,Soil,2950852.93,-222195.6927,969.6780886,968.6780886
460,1,17,CLAY,"sandy, silty, yellow-brown, oxidized (till)",Clay,Clay,,Clay,2950852.93,-222195.6927,968.6780886,952.6780886
460,17,23,CLAY,"sandy, silty, gray (till)",Clay,Clay,,Clay,2950852.93,-222195.6927,952.6780886,946.6780886
460,23,31,CLAY,"very silty, gray, little plasticity, no sand",Clay,Clay,,Clay,2950852.93,-222195.6927,946.6780886,938.6780886
460,31,46,SAND,"fine to medium, moderately sorted, fairly clean",Sand,Aquifer,,Sand,2950852.93,-222195.6927,938.6780886,923.6780886
460,46,66,SAND,"fine to coarse, predominantly medium clean, lignitic in places",Sand,Aquifer,,Sand,2950852.93,-222195.6927,923.6780886,903.6780886
460,66,67,GRAVEL,layer,Gravel,Aquifer,,Gravel,2950852.93,-222195.6927,903.6780886,902.6780886
460,67,116,CLAY,"sandy, stiff, dark gray, only occasional sand grains up to pebble sized, plastic (till)",Clay,Clay,,Clay,2950852.93,-222195.6927,902.6780886,853.6780886
460,116,121,CLAY,"very silty, gray, moderately plastic (lacustrine)",Clay,Clay,,Clay,2950852.93,-222195.6927,853.6780886,848.6780886
460,121,184,SAND,"fine to coarse, dirty, poorly sorted, occasional silt layers",Sand,Aquifer,Wahpeton,Wahpeton,2950852.93,-222195.6927,848.6780886,785.6780886
460,184,201,SAND,medium to coarse with some gravel,Sand,Aquifer,Wahpeton,Wahpeton,2950852.93,-222195.6927,785.6780886,768.6780886
460,201,210,CLAY,"sandy, silty, dark gray, some pebbles, stiff, plastic (till)",Clay,Clay,,Clay,2950852.93,-222195.6927,768.6780886,759.6780886
461,0,1,TOPSOIL,no description,Soil,Clay,,Soil,2950827.938,-222196.9557,969.9511355,968.9511355
461,1,16,CLAY,"sandy, yellow (till)",Clay,Clay,,,2950827.938,-222196.9557,968.9511355,953.9511355
461,16,23,CLAY,"sandy, gray (till)",Clay,Clay,,,2950827.938,-222196.9557,953.9511355,946.9511355
461,23,31,CLAY,"silty, some sand?,  plastic (lacustrine)",Clay,Clay,,,2950827.938,-222196.9557,946.9511355,938.9511355
461,31,46,SAND,"fine to medium, clean",Sand,Aquifer,,,2950827.938,-222196.9557,938.9511355,923.9511355
461,46,66,SAND,"medium to coarse, clean, 1 foot gravel at base",Sand,Aquifer,,,2950827.938,-222196.9557,923.9511355,903.9511355
461,66,120,CLAY,"dark gray, sand sized particles",Clay,Clay,,Clay,2950827.938,-222196.9557,903.9511355,849.9511355
461,120,135,SAND,"fine to coarse, dirty, poorly sorted",Sand,Aquifer,,Sand,2950827.938,-222196.9557,849.9511355,834.9511355
462,0,1,TOPSOIL,no description,Soil,Clay,,Soil,2950827.938,-222196.9557,969.9511355,968.9511355
462,1,16,CLAY,"sandy, silty, yellow-brown, oxidized (till)",Clay,Clay,,,2950827.938,-222196.9557,968.9511355,953.9511355
462,16,33,CLAY,"sandy, silty, gray (till)",Clay,Clay,,,2950827.938,-222196.9557,953.9511355,936.9511355
462,33,60,SAND,"fine to medium, clean",Sand,Aquifer,,,2950827.938,-222196.9557,936.9511355,909.9511355
463,0,1,TOPSOIL,no description,Soil,Clay,,Soil,2949081.649,-221700.285,968.9530372,967.9530372
463,1,8,CLAY,rocky (levee material),Clay,Clay,,Clay,2949081.649,-221700.285,967.9530372,960.9530372
463,8,36,CLAY,"yellow brown, sandy, silty with gravel (oxidized till)",Clay,Clay,,Clay,2949081.649,-221700.285,960.9530372,932.9530372
463,36,39,SAND,"fine to coarse with some gravel, angular to subrounded, poorly sorted",Sand,Aquifer,,Sand,2949081.649,-221700.285,932.9530372,929.9530372
463,39,44,CLAY,"silty, light gray (lacustrine)",Clay,Clay,,Clay,2949081.649,-221700.285,929.9530372,924.9530372
463,44,46,SAND,"fine to coarse, dirty",Sand,Aquifer,,Sand,2949081.649,-221700.285,924.9530372,922.9530372
463,46,48,CLAY,"gray, sandy, silty (till)",Clay,Clay,,Clay,2949081.649,-221700.285,922.9530372,920.9530372
463,48,49,ROCK,no description,Boulders,Bedrock,,Boulders,2949081.649,-221700.285,920.9530372,919.9530372
463,49,56,CLAY,"dark gray, firm, silty, occasional small pebbles (till?)",Clay,Clay,,Clay,2949081.649,-221700.285,919.9530372,912.9530372
463,56,66,CLAY,"light greenish gray, silty (lacustrine)",Clay,Clay,,Clay,2949081.649,-221700.285,912.9530372,902.9530372
463,66,71,CLAY,"dark gray, stiff, silty, sandy (till)",Clay,Clay,,Clay,2949081.649,-221700.285,902.9530372,897.9530372
463,71,81,CLAY,"lighter gray, softer, some silt (lacustrine)",Clay,Clay,,Clay,2949081.649,-221700.285,897.9530372,887.9530372
463,81,101,CLAY,"dark gray, firm, silty (till?)",Clay,Clay,,Clay,2949081.649,-221700.285,887.9530372,867.9530372
463,101,104,SAND,"fine to medium, dirty",Sand,Aquifer,,Sand,2949081.649,-221700.285,867.9530372,864.9530372
463,104,105,CLAY,no description,Clay,Clay,,Clay,2949081.649,-221700.285,864.9530372,863.9530372
463,105,123,SAND,"fine to medium, dirty, poorly sorted",Sand,Aquifer,Wahpeton,Wahpeton,2949081.649,-221700.285,863.9530372,845.9530372
463,123,196,SAND,"medium to coarse, fairly well sorted",Sand,Aquifer,Wahpeton,Wahpeton,2949081.649,-221700.285,845.9530372,772.9530372
463,196,205,SAND,"coarse to medium, some gravel",Sand,Aquifer,Wahpeton,Wahpeton,2949081.649,-221700.285,772.9530372,763.9530372
463,205,231,SAND,coarse with gravel,Sand,Aquifer,Wahpeton,Wahpeton,2949081.649,-221700.285,763.9530372,737.9530372
463,231,264,SAND,"and gravel, with some lignite",Sand,Aquifer,Wahpeton,Wahpeton,2949081.649,-221700.285,737.9530372,704.9530372
463,264,269,GRAVEL,medium to coarse,Gravel,Aquifer,Wahpeton,Wahpeton,2949081.649,-221700.285,704.9530372,699.9530372
463,269,271,GRAVEL,and rocks,Gravel,Aquifer,Wahpeton,Wahpeton,2949081.649,-221700.285,699.9530372,697.9530372
464,0,8,FILL,no description,Fill,Clay,,,2949083.721,-221736.3453,968.2811841,960.2811841
464,8,21,CLAY,"sandy, silty, yellow brown (oxidized till)",Clay,Clay,,,2949083.721,-221736.3453,960.2811841,947.2811841
464,21,33,CLAY,"sandy, silty, gray (till)",Clay,Clay,,,2949083.721,-221736.3453,947.2811841,935.2811841
464,33,39,SAND,"fine to medium, well sorted",Sand,Aquifer,,,2949083.721,-221736.3453,935.2811841,929.2811841
464,39,43,CLAY,no description,Clay,Clay,,,2949083.721,-221736.3453,929.2811841,925.2811841
464,43,46,SAND,"fine to coarse, shale gravel",Sand,Aquifer,,,2949083.721,-221736.3453,925.2811841,922.2811841
464,46,49,CLAY,"sandy, silty (till)",Clay,Clay,,,2949083.721,-221736.3453,922.2811841,919.2811841
464,49,56,CLAY,"sandy, silty, green tinge, firm (till)",Clay,Clay,,,2949083.721,-221736.3453,919.2811841,912.2811841
