Hole ID,TOP,BOTTOM,LITH,Description,Lith_2,Grouped,Aquifer_Units,aquifer,start_x,start_y,start_z,end_z
15723,0,3,TOPSOIL,black,Soil,Clay,,Soil,2916798.596,-167599.5452,930.2006565,927.2006565
15723,3,35,CLAY,brown,Clay,Clay,,Clay,2916798.596,-167599.5452,927.2006565,895.2006565
15723,35,40,CLAY,blue,Clay,Clay,,Clay,2916798.596,-167599.5452,895.2006565,890.2006565
15723,40,146,CLAY,"blue, sandy",Clay,Clay,,Clay,2916798.596,-167599.5452,890.2006565,784.2006565
15723,146,158,CLAY,"blue, sandy, with rock",Clay,Clay,,Clay,2916798.596,-167599.5452,784.2006565,772.2006565
15723,158,159,SAND,"blue, washed",Sand,Aquifer,,Sand,2916798.596,-167599.5452,772.2006565,771.2006565
15723,159,176,CLAY,"blue, sandy, with sand lenses",Clay,Clay,,Clay,2916798.596,-167599.5452,771.2006565,754.2006565
15723,176,196,SAND,blue,Sand,Aquifer,,Sand,2916798.596,-167599.5452,754.2006565,734.2006565
15874,0,1,TOPSOIL,black,Soil,Clay,,,2890205.756,-163403.5008,944.5845134,943.5845134
15874,1,7,CLAY & SAND,"silty, brown",Clay mix,Clay,,,2890205.756,-163403.5008,943.5845134,937.5845134
15874,7,21,CLAY,"sandy, soft, brown",Clay,Clay,,,2890205.756,-163403.5008,937.5845134,923.5845134
15874,21,57,CLAY,"sandy, soft, blue",Clay,Clay,,,2890205.756,-163403.5008,923.5845134,887.5845134
15874,57,66,CLAY,"sandy, blue",Clay,Clay,,,2890205.756,-163403.5008,887.5845134,878.5845134
15874,66,68,ROCK,no description,Boulders,Bedrock,,,2890205.756,-163403.5008,878.5845134,876.5845134
15874,68,203,CLAY,"sandy, blue",Clay,Clay,,,2890205.756,-163403.5008,876.5845134,741.5845134
15874,203,210,CLAY,"sandy clay, softer, with a few lenses, blue",Clay,Clay,,,2890205.756,-163403.5008,741.5845134,734.5845134
15874,210,211,SAND,blue,Sand,Aquifer,,,2890205.756,-163403.5008,734.5845134,733.5845134
15874,211,216,CLAY,"sandy, softer, blue",Clay,Clay,,,2890205.756,-163403.5008,733.5845134,728.5845134
15874,216,218,SAND,"fine washed into, brown",Sand,Aquifer,,,2890205.756,-163403.5008,728.5845134,726.5845134
15874,218,220,CLAY,"sandy, softer, blue",Clay,Clay,,,2890205.756,-163403.5008,726.5845134,724.5845134
15874,220,242,CLAY,"sandy clay lenses at 222 ft, blue",Clay,Clay,,,2890205.756,-163403.5008,724.5845134,702.5845134
15874,242,243,ROCK,white,Boulders,Bedrock,,,2890205.756,-163403.5008,702.5845134,701.5845134
15874,243,247,CLAY,"sandy, blue",Clay,Clay,,,2890205.756,-163403.5008,701.5845134,697.5845134
15874,247,250,CLAY,"sandy clay with lenses of sand washed out, blue",Clay,Clay,,,2890205.756,-163403.5008,697.5845134,694.5845134
15874,250,284,CLAY,"sandy, blue",Clay,Clay,,,2890205.756,-163403.5008,694.5845134,660.5845134
15874,284,285,SAND,"washed, brown",Sand,Aquifer,,Sand,2890205.756,-163403.5008,660.5845134,659.5845134
15874,285,292,CLAY,"sandy, blue",Clay,Clay,,Clay,2890205.756,-163403.5008,659.5845134,652.5845134
15874,292,293,SAND,"washed, blue",Sand,Aquifer,,Sand,2890205.756,-163403.5008,652.5845134,651.5845134
15874,293,295,CLAY,"sandy, blue",Clay,Clay,,Clay,2890205.756,-163403.5008,651.5845134,649.5845134
15874,295,302,SAND,"washed, brown",Sand,Aquifer,,Sand,2890205.756,-163403.5008,649.5845134,642.5845134
15874,302,359,CLAY,"sandy, blue",Clay,Clay,,Clay,2890205.756,-163403.5008,642.5845134,585.5845134
15874,359,365,SHALE,dark gray,Shale,Bedrock,,Shale,2890205.756,-163403.5008,585.5845134,579.5845134
15985,0,1,TOPSOIL,"Clay loam, black.",Soil,Clay,,Soil,2919038.778,-227868.5307,950.3166938,949.3166938
15985,1,21,CLAY,"Clay, light olive-brown (5Y 5/6), slightly firm, slightly sticky, plastic, calcareous, oxidized (Lacustrine).",Clay,Clay,,Clay,2919038.778,-227868.5307,949.3166938,929.3166938
15985,21,25,TILL,"Clay, silty, sandy, pebbly, light olive-brown, slightly firm, slightly sticky, slightly plastic, calcareous, oxidized (Till).",Till,Clay,,Till,2919038.778,-227868.5307,929.3166938,925.3166938
15985,25,41,TILL,"clay, silty, sandy, pebbly, olive-gray (5Y 3/2), soft, reduced (Till).",Till,Clay,,Till,2919038.778,-227868.5307,925.3166938,909.3166938
15985,41,49,CLAY,"olive-gray, soft.",Clay,Clay,,Clay,2919038.778,-227868.5307,909.3166938,901.3166938
15985,49,72,TILL,"clay, silty, very sandy, pebbly, olive-gray, slightly firm, slightly sticky, slightly plastic, calcareous; interbedded sand and pebbles (<1 ft beds) from 50 to 60 feet (Till).",Till,Clay,,Till,2919038.778,-227868.5307,901.3166938,878.3166938
15985,72,94,SAND,"fine and medium, well sorted, subrounded and rounded, mixed mineralogy; coarse sand, granular, pebbly, fine, at bottom of section .",Sand,Aquifer,,Sand,2919038.778,-227868.5307,878.3166938,856.3166938
15985,94,110,SAND & GRAVEL,"fine to coarse, granular, pebbly, fine to coarse, subangular to rounded, mixed mineralogy.",Sand and gravel,Aquifer,,Sand and gravel,2919038.778,-227868.5307,856.3166938,840.3166938
15985,110,116,SILT,"slightly clayey, slightly sand, very fine, olive-gray, soft, nonsticky, slightly plastic.",Silt,Clay,,Silt,2919038.778,-227868.5307,840.3166938,834.3166938
15985,116,120,SAND,no return.,Sand,Aquifer,,Sand,2919038.778,-227868.5307,834.3166938,830.3166938
15985,120,151,TILL,"clay, silty, sandy, pebbly, olive-gray, occasional cobble; sand from 125 to 127 feet; interbedding (<1 ft beds), very pebbly, from 137 to 151 feet (Till).",Till,Clay,,Till,2919038.778,-227868.5307,830.3166938,799.3166938
15985,151,180,SHALE,"clay, slightly silty, olive-black (5Y 2/1), slightly firm, slightly sticky, plastic; waxy appearance; lost water from 175 to 180 feet (bedrock).",Shale,Bedrock,,Shale,2919038.778,-227868.5307,799.3166938,770.3166938
15986,0,1,TOPSOIL,"loam, black",Soil,Clay,,Soil,2879271.512,-213737.3484,989.1130949,988.1130949
15986,1,11,CLAY,"silty, sandy, pebbly, light olive-brown (5Y 5/6), calcareous, oxidized (fill).",Clay,Clay,,Clay,2879271.512,-213737.3484,988.1130949,978.1130949
15986,11,23,CLAY,"silty, sandy, pebbly, olive-gray (5Y 3/2), (fill)",Clay,Clay,,Clay,2879271.512,-213737.3484,978.1130949,966.1130949
15986,23,186,CLAY,"silty, olive-gray, soft, sticky, plastic, calcareous; less silty from 136 to 186 feet (lacustrine)",Clay,Clay,,Clay,2879271.512,-213737.3484,966.1130949,803.1130949
15986,186,187,SAND & GRAVEL,no return,Sand and gravel,Aquifer,,Sand and gravel,2879271.512,-213737.3484,803.1130949,802.1130949
15986,187,211,TILL,"clay, silty, sandy, pebbly, olive-gray to olive-black (5Y 2/1), firm, nonsticky, slightly plastic, calcareous",Till,Clay,,Till,2879271.512,-213737.3484,802.1130949,778.1130949
15986,211,352,TILL,"clay, silty, very sandy, pebbly, olive-gray, firm, nonsticky, nonplastic, calcareous; occasional cobble; less sand, slightly darker, more firm by 232 feet; rock at 250 and 351 feet; sand and gravel from 274 to 278 feet; interbedded sand (<1 ft beds) from 344 to 349 feet",Till,Clay,,Till,2879271.512,-213737.3484,778.1130949,637.1130949
15986,352,380,SHALE,"clay, slightly silty, olive-black, firm, nonsticky, slightly plastic, noncalcareous; waxy appearance (bedrock)",Shale,Bedrock,,Shale,2879271.512,-213737.3484,637.1130949,609.1130949
15987,0,2,TOPSOIL,"loam, black",Soil,Clay,,Soil,2903438.339,-217703.3545,952.2783159,950.2783159
15987,2,5,SILT,"sandy, very fine, light olive-brown (5Y 5/6), soft, nonsticky, nonplastic, oxidized (fill)",Silt,Clay,,Silt,2903438.339,-217703.3545,950.2783159,947.2783159
15987,5,24,CLAY,"light olive-brown, soft, sticky, plastic, calcareous, oxidized (lacustrine)",Clay,Clay,,Clay,2903438.339,-217703.3545,947.2783159,928.2783159
15987,24,55,CLAY,"olive-gray (5Y 3/2),  soft, sticky, plastic, calcareous, reduced (lacustrine)",Clay,Clay,,Clay,2903438.339,-217703.3545,928.2783159,897.2783159
15987,55,103,TILL,"clay, silty, sandy, pebbly, olive-gray, soft, slightly sticky, slightly plastic, calcareous; interbedded sand (<1 ft beds) from 82 to 86 feet; rocks at 91 and 100 feet; very pebbly from 97 to 100 feet",Till,Clay,,Till,2903438.339,-217703.3545,897.2783159,849.2783159
15987,103,110,GRAVEL,"pebbles, fine to coarse, subangular to rounded, mixed mineralogy",Gravel,Aquifer,,Gravel,2903438.339,-217703.3545,849.2783159,842.2783159
15987,110,156,TILL,"clay, silty, sandy, pebbly, olive-gray, soft, slightly sticky, slightly plastic, calcareous; interbedded sand and gravel (<1 ft beds) from 110 to 116 feet and 126 to 132 feet; rock at 149 feet",Till,Clay,,Till,2903438.339,-217703.3545,842.2783159,796.2783159
15987,156,165,SAND & GRAVEL,poor return,Sand and gravel,Aquifer,,Sand and gravel,2903438.339,-217703.3545,796.2783159,787.2783159
15987,165,202,TILL,"clay, silty, very sandy, pebbly, light olive-gray (5Y 5/2), slightly firm, nonsticky, nonplastic, calcareous; numerous cobbles from 165 to 171 feet and 190 to 200 feet; sand and gravel from 185 to 187 feet",Till,Clay,,Till,2903438.339,-217703.3545,787.2783159,750.2783159
15987,202,220,SHALE,"clay, olive-black (5Y 2/1), slightly firm, slightly sticky, plastic, noncalcareous; waxy appearance (bedrock)",Shale,Bedrock,,Shale,2903438.339,-217703.3545,750.2783159,732.2783159
15988,0,2,TOPSOIL,"silty loam, black",Soil,Clay,,Soil,2890437.43,-239618.8211,967.0055326,965.0055326
15988,2,28,CLAY,"very silty, light olive-brown (5Y 5/6), soft, slightly sticky, slightly plastic, calcareous, oxidized; clay, slightly firm, sticky, plastic by 20 feet (lacustrine)",Clay,Clay,,Clay,2890437.43,-239618.8211,965.0055326,939.0055326
15988,28,73,CLAY,"olive-gray (5Y 3/2), slightly firm, sticky, plastic, reduced (lacustrine)",Clay,Clay,,Clay,2890437.43,-239618.8211,939.0055326,894.0055326
15988,73,103,TILL,"clay, silty, slightly sandy, slightly pebbly, olive-gray, soft, sticky, slightly plastic, calcareous",Till,Clay,,Till,2890437.43,-239618.8211,894.0055326,864.0055326
15988,103,113,SILT,"clayey, olive-gray, soft, slightly sticky, nonplastic, calcareous",Silt,Clay,,Silt,2890437.43,-239618.8211,864.0055326,854.0055326
15988,113,121,TILL,"clay, silty, sandy, pebbly, olive-gray",Till,Clay,,Till,2890437.43,-239618.8211,854.0055326,846.0055326
15988,121,136,SILT,"clayey, olive-gray, soft, sticky, nonplastic",Silt,Clay,,Silt,2890437.43,-239618.8211,846.0055326,831.0055326
15988,136,153,TILL,"clay, very silty, sandy, pebbly, olive-gray, soft",Till,Clay,,Till,2890437.43,-239618.8211,831.0055326,814.0055326
15988,153,162,SAND & GRAVEL,"medium and coarse, granular, pebbly, fine, subangular to rounded, mixed mineralogy; pebbles predominantly rounded shale",Sand and gravel,Aquifer,,Sand and gravel,2890437.43,-239618.8211,814.0055326,805.0055326
15988,162,223,TILL,"clay, silty, sandy, pebbly, olive-gray, soft; numerous cobbles from 162 to 171 feet; sand from 171 to 175 feet; interbedded sand (<1 ft beds) from 180 to 197 feet; rock at 197 feet; very sandy, sligtly firm, nonsticky, slightly plastic from 198 to 223 feet",Till,Clay,,Till,2890437.43,-239618.8211,805.0055326,744.0055326
15988,223,247,SAND & GRAVEL,"medium and coarse, granular, pebbly, fine subangular to rounded, mixed mineralogy; interbedded clay (<1 ft beds) from 244 to 247 feet",Sand and gravel,Aquifer,,Sand and gravel,2890437.43,-239618.8211,744.0055326,720.0055326
15988,247,252,CLAY,"silty, olive-gray, slightly firm",Clay,Clay,,Clay,2890437.43,-239618.8211,720.0055326,715.0055326
15988,252,260,TILL,"clay, silty, sandy, pebbly, olive-gray, slightly firm",Till,Clay,,Till,2890437.43,-239618.8211,715.0055326,707.0055326
15988,260,280,SHALE,"clay, slightly silty, olive-black (5Y 2/1), slightly firm to firm, slightly sticky, plastic, noncalcareous; waxy appearance; brown and white return near bottom of section; brown rounded granules at bottom of section (bedrock)",Shale,Bedrock,,Shale,2890437.43,-239618.8211,707.0055326,687.0055326
15989,0,2,TOPSOIL,"clay loam, black",Soil,Clay,,Soil,2897176.083,-196782.7332,948.4037131,946.4037131
15989,2,28,CLAY,"clay, slightly silty, light olive-brown (5Y 6/1), soft, sticky, plastic, calcareous, oxidized (lacustrine)",Clay,Clay,,Clay,2897176.083,-196782.7332,946.4037131,920.4037131
15989,28,57,CLAY,"slightly silty, olive-gray (5Y 4/1), soft, sticky, plastic, calcareous, reduced (lacustrine)",Clay,Clay,,Clay,2897176.083,-196782.7332,920.4037131,891.4037131
15989,57,143,TILL,"clay, very silty, sandy, pebbly, olive-gray, soft, slightly sticky, plastic, calcareous; sand and gravel from 76 to 80 feet and 98 to 100 feet; very sandy, slightly firm, nonsticky, nonplastic below 80 feet",Till,Clay,,Till,2897176.083,-196782.7332,891.4037131,805.4037131
15989,143,167,CLAY,"very silty, olive-gray, soft, slightly sticky, plastic, calcareous; portions brownish, very sandy, very fine",Clay,Clay,,Clay,2897176.083,-196782.7332,805.4037131,781.4037131
15989,167,318,SAND & GRAVEL,"fine to coarse, pebbly, fine, subangular to rounded, mixed mineralogy; medium and coarse pebbles and cobbles from 265 to 282",Sand and gravel,Aquifer,,Sand and gravel,2897176.083,-196782.7332,781.4037131,630.4037131
15989,318,340,SHALE,"clay, slightly silty, olive-black (5Y 2/1), soft, slightly sticky, plastic, noncalcareous; some noncalcareous white return; lignite laminae (<1 in); carboniferous material from 330 to 340 feet (bedrock)",Shale,Bedrock,,Shale,2897176.083,-196782.7332,630.4037131,608.4037131
15990,0,2,TOPSOIL,"clay loam, black",Soil,Clay,,Soil,2889853.053,-155457.9391,937.0920446,935.0920446
15990,2,37,CLAY,"light olive-brown (5Y 5/6), soft, sticky, plastic, calcareous, oxidized (lacustrine)",Clay,Clay,,Clay,2889853.053,-155457.9391,935.0920446,900.0920446
15990,37,55,CLAY,"olive-gray (5Y 3/2), soft, sticky, plastic, calcareous, reduced (lacustrine)",Clay,Clay,,Clay,2889853.053,-155457.9391,900.0920446,882.0920446
15990,55,178,TILL,"clay, silty, sandy, very pebbly, olive-gray, soft, calcareous; rocks at 61, 68, and 81 feet; sand and gravel at 65 to 66 feet; interbedded sand and gravel (<1 ft beds) from 72 to 76 feet; less sand and pebbles, slightly firm, slightly darker below 72 feet; occasional cobble, firm below 108 feet; sand, fine to coarse from 143 to 145 feet",Till,Clay,,Till,2889853.053,-155457.9391,882.0920446,759.0920446
15990,178,274,SAND & GRAVEL,"fine to coarse, pebbly, fine and medium, angular to subrounded, mixed mineralogy, pebbles predominantly shale; occasional interbedded clay and silt; less pebbles, predominantly shale sand by 200 feet; pebbly with cobbles from 273 to 274 feet",Sand and gravel,Aquifer,,Sand and gravel,2889853.053,-155457.9391,759.0920446,663.0920446
15990,274,292,CLAY,"silty, very sandy, pebbly, light olive-gray (5Y 2/1), calcareous; occasional cobbles; rock at 282 feet",Clay,Clay,,Clay,2889853.053,-155457.9391,663.0920446,645.0920446
15990,292,320,SHALE,"clay, slightly silty, olive-black (5Y 2/1), firm, noncalcareous; slightly lighter color below 303 feet; silt and sand, very fine lamination below 307 feet (bedrock)",Shale,Bedrock,,Shale,2889853.053,-155457.9391,645.0920446,617.0920446
16390,0,4,SOIL,"top soil, black",Soil,Clay,,Soil,2956915.677,-152042.1718,967.156506,963.156506
16390,4,16,CLAY,"clay, yellow",Clay,Clay,,Clay,2956915.677,-152042.1718,963.156506,951.156506
16390,16,62,CLAY,"clay, blue",Clay,Clay,,Clay,2956915.677,-152042.1718,951.156506,905.156506
16390,62,68,SAND,"sand, gray",Sand,Aquifer,,Sand,2956915.677,-152042.1718,905.156506,899.156506
16390,68,80,CLAY,"clay, blue",Clay,Clay,,Clay,2956915.677,-152042.1718,899.156506,887.156506
16391,0,1,SOIL,"top soil, black",Soil,Clay,,Soil,2938778.02,-163004.3388,964.8555824,963.8555824
16391,1,12,SAND,"sand, colored",Sand,Aquifer,,Sand,2938778.02,-163004.3388,963.8555824,952.8555824
16391,12,20,CLAY,"clay, blue",Clay,Clay,,Clay,2938778.02,-163004.3388,952.8555824,944.8555824
16391,20,54,CLAY,"shale, blue",Clay,Clay,,Clay,2938778.02,-163004.3388,944.8555824,910.8555824
16391,54,68,CLAY,"sandy clay, blue, soft",Clay,Clay,,Clay,2938778.02,-163004.3388,910.8555824,896.8555824
16391,68,70,SAND,sand,Sand,Aquifer,,Sand,2938778.02,-163004.3388,896.8555824,894.8555824
16391,70,203,CLAY,"sandy clay, blue, soft",Clay,Clay,,Clay,2938778.02,-163004.3388,894.8555824,761.8555824
16391,203,204,SAND,fine sand,Sand,Aquifer,,Sand,2938778.02,-163004.3388,761.8555824,760.8555824
16391,204,250,CLAY,"sandy clay, blue, soft",Clay,Clay,,Clay,2938778.02,-163004.3388,760.8555824,714.8555824
16391,250,253,SAND,sand + clay lenses 50% clay,Sand,Aquifer,,Sand,2938778.02,-163004.3388,714.8555824,711.8555824
16391,253,265,CLAY,"sandy clay, blue",Clay,Clay,,Clay,2938778.02,-163004.3388,711.8555824,699.8555824
16391,265,268,SAND,"fine sand drilled dirty, gray",Sand,Aquifer,,Sand,2938778.02,-163004.3388,699.8555824,696.8555824
16391,268,269,CLAY,"sandy clay, blue",Clay,Clay,,Clay,2938778.02,-163004.3388,696.8555824,695.8555824
16391,269,272,CLAY,"sandy clay + lenses dirty sand 50, blue",Clay,Clay,,Clay,2938778.02,-163004.3388,695.8555824,692.8555824
16391,272,291,CLAY,"sandy clay, blue",Clay,Clay,,Clay,2938778.02,-163004.3388,692.8555824,673.8555824
16391,291,300,SAND,"fine sand drilled dirty + shale, black-gray",Sand,Aquifer,,Sand,2938778.02,-163004.3388,673.8555824,664.8555824
16391,300,305,SHALE,"sandy clay + shale, blue",Shale,Bedrock,,Shale,2938778.02,-163004.3388,664.8555824,659.8555824
16391,305,309,SANDSTONE,"fine sand drilled cleaner, gray",Sandstone,Bedrock,,Sandstone,2938778.02,-163004.3388,659.8555824,655.8555824
16391,309,310,SANDSTONE,"sand + clay lenses, gray",Sandstone,Bedrock,,Sandstone,2938778.02,-163004.3388,655.8555824,654.8555824
16391,310,320,SANDSTONE,"fine sand drilled good, gray",Sandstone,Bedrock,,Sandstone,2938778.02,-163004.3388,654.8555824,644.8555824
16391,320,327,CLAY,"shale, pink, gray, blue, black",Clay,Clay,,Clay,2938778.02,-163004.3388,644.8555824,637.8555824
16392,0,1,SOIL,"top soil, black",Soil,Clay,,Soil,2937014.505,-165065.7642,965.3528689,964.3528689
16392,1,11,SAND,"sand, brown",Sand,Aquifer,,Sand,2937014.505,-165065.7642,964.3528689,954.3528689
16392,11,23,CLAY,"clay, blue, soft",Clay,Clay,,Clay,2937014.505,-165065.7642,954.3528689,942.3528689
16392,23,61,CLAY,"shale, blue, soft",Clay,Clay,,Clay,2937014.505,-165065.7642,942.3528689,904.3528689
16392,61,102,CLAY,"sandy clay, blue",Clay,Clay,,Clay,2937014.505,-165065.7642,904.3528689,863.3528689
16392,102,103,SAND,"sand, blue",Sand,Aquifer,,Sand,2937014.505,-165065.7642,863.3528689,862.3528689
16392,103,129,CLAY,"sandy clay, blue",Clay,Clay,,Clay,2937014.505,-165065.7642,862.3528689,836.3528689
16392,129,130,BOULDERS,rock,Boulders,Bedrock,,Boulders,2937014.505,-165065.7642,836.3528689,835.3528689
16392,130,261,CLAY,"sandy clay, blue, soft",Clay,Clay,,Clay,2937014.505,-165065.7642,835.3528689,704.3528689
16392,261,262,SAND,fine sand,Sand,Aquifer,,Sand,2937014.505,-165065.7642,704.3528689,703.3528689
16392,262,282,CLAY,"sandy clay, blue",Clay,Clay,,Clay,2937014.505,-165065.7642,703.3528689,683.3528689
16392,282,297,CLAY,"sandy clay with shale, black-blue",Clay,Clay,,Clay,2937014.505,-165065.7642,683.3528689,668.3528689
16392,297,307,SAND,"fine sand, drilled good, water, gray",Sand,Aquifer,,Sand,2937014.505,-165065.7642,668.3528689,658.3528689
16392,307,310,SAND,"fine sand, drilled dirtier, gray",Sand,Aquifer,,Sand,2937014.505,-165065.7642,658.3528689,655.3528689
16392,310,313,CLAY,"sandy clay, blue",Clay,Clay,,Clay,2937014.505,-165065.7642,655.3528689,652.3528689
16393,0,1,CLAY,"sandy, brown",Clay,Clay,,Clay,2958485.365,-167962.5509,972.3626739,971.3626739
16393,1,4,SAND,"fine, brown",Sand,Aquifer,,Sand,2958485.365,-167962.5509,971.3626739,968.3626739
16393,4,10,CLAY,"brown, hard",Clay,Clay,,Clay,2958485.365,-167962.5509,968.3626739,962.3626739
16393,10,17,CLAY,"brown, soft",Clay,Clay,,Clay,2958485.365,-167962.5509,962.3626739,955.3626739
16393,17,30,CLAY,"blue, soft",Clay,Clay,,Clay,2958485.365,-167962.5509,955.3626739,942.3626739
16393,30,38,CLAY,"sandy, with rock, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,942.3626739,934.3626739
16393,38,47,SAND,"fine, drilled clean, blue",Sand,Aquifer,,Sand,2958485.365,-167962.5509,934.3626739,925.3626739
16393,47,56,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,925.3626739,916.3626739
16393,56,57,SAND,"with lenses of clay, washed, colored",Sand,Aquifer,,Sand,2958485.365,-167962.5509,916.3626739,915.3626739
16393,57,69,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,915.3626739,903.3626739
16393,69,78,SAND,fine,Sand,Aquifer,,Sand,2958485.365,-167962.5509,903.3626739,894.3626739
16393,78,79,BOULDERS,rock,Boulders,Bedrock,,Boulders,2958485.365,-167962.5509,894.3626739,893.3626739
16393,79,80,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,893.3626739,892.3626739
16393,80,82,SAND,blue,Sand,Aquifer,,Sand,2958485.365,-167962.5509,892.3626739,890.3626739
16393,82,86,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,890.3626739,886.3626739
16393,86,90,SAND,colored,Sand,Aquifer,,Sand,2958485.365,-167962.5509,886.3626739,882.3626739
16393,90,91,SAND,"with lenses of clay, colored",Sand,Aquifer,,Sand,2958485.365,-167962.5509,882.3626739,881.3626739
16393,91,96,CLAY,"sandy, with lenses of sand, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,881.3626739,876.3626739
16393,96,97,SAND,colored,Sand,Aquifer,,Sand,2958485.365,-167962.5509,876.3626739,875.3626739
16393,97,99,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,875.3626739,873.3626739
16393,99,100,SAND,colored,Sand,Aquifer,,Sand,2958485.365,-167962.5509,873.3626739,872.3626739
16393,100,101,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,872.3626739,871.3626739
16393,101,102,SAND,colored,Sand,Aquifer,,Sand,2958485.365,-167962.5509,871.3626739,870.3626739
16393,102,104,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,870.3626739,868.3626739
16393,104,107,SAND,"drilled good, colored",Sand,Aquifer,,Sand,2958485.365,-167962.5509,868.3626739,865.3626739
16393,107,116,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,865.3626739,856.3626739
16393,116,117,SAND,colored,Sand,Aquifer,,Sand,2958485.365,-167962.5509,856.3626739,855.3626739
16393,117,122,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,855.3626739,850.3626739
16393,122,125,SAND,"lenses of sand + clay, blue",Sand,Aquifer,,Sand,2958485.365,-167962.5509,850.3626739,847.3626739
16393,125,128,SAND,"sand drilled good, varied color",Sand,Aquifer,,Sand,2958485.365,-167962.5509,847.3626739,844.3626739
16393,128,183,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,844.3626739,789.3626739
16393,183,184,SAND,blue,Sand,Aquifer,,Sand,2958485.365,-167962.5509,789.3626739,788.3626739
16393,184,207,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,788.3626739,765.3626739
16393,207,219,CLAY,"silty, blue, soft",Clay,Clay,,Clay,2958485.365,-167962.5509,765.3626739,753.3626739
16393,219,222,SAND,gray,Sand,Aquifer,,Sand,2958485.365,-167962.5509,753.3626739,750.3626739
16393,222,224,CLAY,"sandy, blue",Clay,Clay,,Clay,2958485.365,-167962.5509,750.3626739,748.3626739
16393,224,226,SAND,"didn't drill good, blue",Sand,Aquifer,,Sand,2958485.365,-167962.5509,748.3626739,746.3626739
16393,226,237,SAND,"drilled good, blue",Sand,Aquifer,,Sand,2958485.365,-167962.5509,746.3626739,735.3626739
16393,237,239,SAND,"dirty, blue",Sand,Aquifer,,Sand,2958485.365,-167962.5509,735.3626739,733.3626739
16393,239,243,SAND,"drilled good, blue",Sand,Aquifer,,Sand,2958485.365,-167962.5509,733.3626739,729.3626739
16393,243,244,CLAY,blue,Clay,Clay,,Clay,2958485.365,-167962.5509,729.3626739,728.3626739
16393,244,248,SAND,blue,Sand,Aquifer,,Sand,2958485.365,-167962.5509,728.3626739,724.3626739
16393,248,252,SAND,"drilled good, blue",Sand,Aquifer,,Sand,2958485.365,-167962.5509,724.3626739,720.3626739
16393,252,254,SAND,blue,Sand,Aquifer,,Sand,2958485.365,-167962.5509,720.3626739,718.3626739
16393,254,258,SAND,"drilled good, blue",Sand,Aquifer,,Sand,2958485.365,-167962.5509,718.3626739,714.3626739
16393,258,261,SAND,"lenses of sand + clay, blue",Sand,Aquifer,,Sand,2958485.365,-167962.5509,714.3626739,711.3626739
16394,0,2,TOPSOIL,black,Soil,Clay,,Soil,2935406.96,-147027.9353,950.096743,948.096743
16394,2,25,CLAY,yellow,Clay,Clay,,Clay,2935406.96,-147027.9353,948.096743,925.096743
16394,25,62,CLAY,blue,Clay,Clay,,Clay,2935406.96,-147027.9353,925.096743,888.096743
16394,62,65,SAND,gray,Sand,Aquifer,,Sand,2935406.96,-147027.9353,888.096743,885.096743
16394,65,68,CLAY,blue,Clay,Clay,,Clay,2935406.96,-147027.9353,885.096743,882.096743
16394,68,70,SAND,gray,Sand,Aquifer,,Sand,2935406.96,-147027.9353,882.096743,880.096743
16394,70,79,CLAY,blue,Clay,Clay,,Clay,2935406.96,-147027.9353,880.096743,871.096743
16394,79,80,SAND,gray,Sand,Aquifer,,Sand,2935406.96,-147027.9353,871.096743,870.096743
16394,80,156,CLAY,blue,Clay,Clay,,Clay,2935406.96,-147027.9353,870.096743,794.096743
16394,156,176,SAND,gray,Sand,Aquifer,Border aquifer,Border aquifer,2935406.96,-147027.9353,794.096743,774.096743
16394,176,180,CLAY,blue,Clay,Clay,,Clay,2935406.96,-147027.9353,774.096743,770.096743
16395,0,2,SOIL,"soil, black, soft",Soil,Clay,,Soil,2922404.791,-153335.0578,941.8512727,939.8512727
16395,2,9,CLAY,"clay, yellow, soft",Clay,Clay,,Clay,2922404.791,-153335.0578,939.8512727,932.8512727
16395,9,12,CLAY,"sandy clay, gray, soft",Clay,Clay,,Clay,2922404.791,-153335.0578,932.8512727,929.8512727
16395,12,20,CLAY,"sandy clay, gray, soft",Clay,Clay,,Clay,2922404.791,-153335.0578,929.8512727,921.8512727
16395,20,55,GRAVEL,"rock hardpan, hard",Gravel,Aquifer,,Gravel,2922404.791,-153335.0578,921.8512727,886.8512727
16395,55,65,CLAY,"sticky clay, gray, hard",Clay,Clay,,Clay,2922404.791,-153335.0578,886.8512727,876.8512727
