called out in Ryan's setup,site_index,loc_id,identify groups,group,group number,in sites?,First date,Last date,count,less_than_15,window_flag,drop_flag,drop_note,index_well_flag,x_2265,y_2265,assigned aquifer,total_depth,top_screen,bot_screen,lse_navd88,should_be_lay,in_current_model,total_depth_elev,top_screen_ele,bot_screen_ele,mid_pt,layer_midpt,manually_corrected_lay,top_lay1,bot_lay1,bot_lay2,bot_lay3,bot_lay4,bot_lay5,bot_lay6,bot_lay7,index_right,row,col,groups_diff_row_col_flag
,535,13304720BAD1,13304720BAD,76A,76,1,10/24/1985,11/15/2007,158,no,,,,FALSE,2947801.395,-221945.0606,Wahpeton Buried Valley,271,255,260,975.69,5,yes,704.69,720.69,715.69,718.19,5,5,964.2357,953.1404,919.8549,864.3789,853.2837,682.3303,518.0193,513.0193,8893,112,45,FALSE
yes - to wss,536,13304720BAD2,13304720BAD,76B,76,1,10/24/1985,11/15/2007,158,no,,TRUE,duplicate of wbv well data,FALSE,2947801.395,-221945.0606,Wahpeton Sand Plain,150,135,140,976,,yes,826,841,836,838.5,5,5,964.2357,953.1404,919.8549,864.3789,853.2837,682.3303,518.0193,513.0193,8893,112,45,FALSE
,537,13304720BAD3,13304720BAD,76C,76,1,10/24/1985,11/15/2007,151,no,,,,FALSE,2947778.455,-221982.0158,Wahpeton Shallow Sand,70,51,56,976.35,,yes,906.35,925.35,920.35,922.85,2,2,964.2357,953.1404,919.8549,864.3789,853.2837,682.3303,518.0193,513.0193,8893,112,45,FALSE
yes - to wss,539,13304720BBABB1,13304720BBABB,79A,79,1,8/31/1987,8/23/2011,125,no,,,,FALSE,2946281.328,-221400.2142,Wahpeton Sand Plain,120,113,118,960.25,,yes,840.25,847.25,842.25,844.75,5,5,961.2493,950.2759,917.3558,862.4888,851.5154,675.457,507.751,502.751,8655,109,44,TRUE
,540,13304720BBABB2,13304720BBABB,79B,79,1,8/31/1987,8/23/2011,130,no,,,,FALSE,2946306.337,-221399.3214,Wahpeton Shallow Sand,66,58,63,960.5,,yes,894.5,902.5,897.5,900,3,3,961.2493,950.2759,917.3558,862.4888,851.5154,675.457,507.751,502.751,8734,110,44,TRUE
,541,13304720BBA2,13304720BBA,81A,81,1,9/7/1975,5/30/1991,99,no,,,,FALSE,2946776.949,-221704.0441,Wahpeton Shallow Sand,80,56,59,962.17,,yes,882.17,906.17,903.17,904.67,3,3,961.2493,950.2759,917.3558,862.4888,851.5154,675.457,507.751,502.751,8734,110,44,FALSE
,542,13304720BBA3,13304720BBA,81B,81,1,9/7/1975,5/13/1987,51,no,,,,FALSE,2946775.891,-221667.9327,Wahpeton Shallow Sand,30,23,26,962.17,,yes,932.17,939.17,936.17,937.67,2,2,961.2493,950.2759,917.3558,862.4888,851.5154,675.457,507.751,502.751,8734,110,44,FALSE
,543,13304720BBA4,13304720BBA,81C,81,1,10/9/1985,5/17/2007,119,no,,,,FALSE,2946798.777,-221629.8856,Wahpeton Shallow Sand,56,34,37,964.18,,yes,908.18,930.18,927.18,928.68,2,2,961.2493,950.2759,917.3558,862.4888,851.5154,675.457,507.751,502.751,8734,110,44,FALSE
,544,13304720BBA5,13304720BBA,81D,81,1,6/3/1976,5/30/1991,89,no,,TRUE,duplicate wss data,FALSE,2946760.425,-221375.7412,Wahpeton Shallow Sand,60,38,41,961.4,,yes,901.4,923.4,920.4,921.9,2,2,961.2493,950.2759,917.3558,862.4888,851.5154,675.457,507.751,502.751,8734,110,44,FALSE
,545,13304720BBA6,13304720BBA,81E,81,1,10/24/1985,11/15/2007,150,no,,,,FALSE,2946697.803,-221634.9676,Wahpeton Buried Valley,280,268,273,962.64,5,yes,682.64,694.64,689.64,692.14,5,5,961.2493,950.2759,917.3558,862.4888,851.5154,675.457,507.751,502.751,8734,110,44,FALSE
yes - to wss,546,13304720BBA7,13304720BBA,81F,81,1,10/24/1985,11/15/2007,149,no,,TRUE,duplicate of wbv well data,FALSE,2946697.803,-221634.9676,Wahpeton Sand Plain,120,110,115,962.73,,yes,842.73,852.73,847.73,850.23,5,5,961.2493,950.2759,917.3558,862.4888,851.5154,675.457,507.751,502.751,8734,110,44,FALSE
,547,13304720BBA8,13304720BBA,81G,81,1,10/24/1985,11/15/2007,142,no,,,,FALSE,2946699.871,-221671.0282,Wahpeton Shallow Sand,65,58,63,962.8,,yes,897.8,904.8,899.8,902.3,3,3,961.2493,950.2759,917.3558,862.4888,851.5154,675.457,507.751,502.751,8734,110,44,FALSE
yes - to wbv,548,13304720BBBAB1,13304720BBBAB,195A,195,1,8/31/1987,5/30/1991,44,no,,TRUE,wsp well has more data,FALSE,2946003.167,-221414.5709,Wahpeton Buried Valley,320,298,303,959.92,5,yes,639.92,661.92,656.92,659.42,6,5,960.2859,949.3481,916.5345,861.8452,850.9072,680.1696,511.2005,506.2005,8654,109,43,FALSE
,549,13304720BBBAB2,13304720BBBAB,195B,195,1,8/31/1987,5/30/1991,43,no,,TRUE,wsp well has more data,FALSE,2945978.176,-221415.8278,Wahpeton Buried Valley,200,193,198,959.78,5,yes,759.78,766.78,761.78,764.28,5,5,960.2859,949.3481,916.5345,861.8452,850.9072,680.1696,511.2005,506.2005,8654,109,43,FALSE
,550,13304720BBBAB3,13304720BBBAB,195C,195,1,8/31/1987,5/30/1991,42,no,,TRUE,duplicate of wbv well data,FALSE,2945953.167,-221416.7202,Wahpeton Sand Plain,126,118,123,959.76,,yes,833.76,841.76,836.76,839.26,5,5,960.2859,949.3481,916.5345,861.8452,850.9072,680.1696,511.2005,506.2005,8654,109,43,FALSE
,551,13304720BBBAB4,13304720BBBAB,195D,195,1,8/31/1987,11/15/2011,127,no,,,,FALSE,2945928.158,-221417.6126,Wahpeton Sand Plain,86,78,83,959.7,,yes,873.7,881.7,876.7,879.2,3,5,960.2859,949.3481,916.5345,861.8452,850.9072,680.1696,511.2005,506.2005,8654,109,43,FALSE
,552,13304720BBBAB5,13304720BBBAB,195E,195,1,8/31/1987,11/15/2011,130,no,,,,FALSE,2945902.194,-221419.6488,Wahpeton Shallow Sand,55,43,53,959.78,,yes,904.78,916.78,906.78,911.78,3,3,960.2859,949.3481,916.5345,861.8452,850.9072,680.1696,511.2005,506.2005,8654,109,43,FALSE
,553,13304720BBD1,13304720BBD,93A,93,1,10/9/1985,7/29/1994,97,no,,,,FALSE,2946777.363,-222215.077,Wahpeton Shallow Sand,60,42,45,964.98,,yes,904.98,922.98,919.98,921.48,2,3,965.2505,954.2288,921.1634,866.0545,855.0327,703.4187,536.9315,531.9315,8812,111,43,FALSE
,554,13304720BBD2,13304720BBD,93B,93,1,6/3/1976,9/17/1980,20,no,,,,FALSE,2946731.336,-222291.1839,Wahpeton Shallow Sand,,,,967.28,3,no,na,920,866,#DIV/0!,,3,965.2505,954.2288,921.1634,866.0545,855.0327,703.4187,536.9315,531.9315,8812,111,43,FALSE
,555,13304720BCA,13304720BCA,95A,95,1,10/9/1985,7/29/1994,97,no,,TRUE,duplicate data in cell,FALSE,2946801.746,-222689.4696,Wahpeton Shallow Sand,60,42,45,965.41,,yes,905.41,923.41,920.41,921.91,2,2,965.2505,954.2288,921.1634,866.0545,855.0327,703.4187,536.9315,531.9315,8812,111,43,FALSE
,556,13304720BCD1,13304720BCD,96A,96,1,9/7/1975,4/10/1986,29,no,,,,FALSE,2946784.5,-223347.5116,Wahpeton Shallow Sand,60,38,44,964.82,,yes,904.82,926.82,920.82,923.82,2,2,963.6612,952.5076,919.0469,863.2789,852.1254,730.0183,563.7533,558.7533,8890,112,42,FALSE
,557,13304720BCD3,13304720BCD,96B,96,1,8/31/1987,11/15/2007,101,no,,,,FALSE,2946838.641,-223417.4814,Wahpeton Sand Plain,140,130,135,964.89,,yes,824.89,834.89,829.89,832.39,5,5,963.6612,952.5076,919.0469,863.2789,852.1254,730.0183,563.7533,558.7533,8890,112,42,FALSE
,558,13304720BCD4,13304720BCD,96C,96,1,8/31/1987,11/15/2007,98,no,,,,FALSE,2946836.591,-223381.7852,Wahpeton Shallow Sand,48,36,46,964.91,,yes,916.91,928.91,918.91,923.91,2,2,963.6612,952.5076,919.0469,863.2789,852.1254,730.0183,563.7533,558.7533,8890,112,42,FALSE
,561,13304720BDD,13304720BDD,99A,99,1,6/17/1976,9/20/1978,17,no,,,,FALSE,2947827.993,-223477.6173,Wahpeton Shallow Sand,,0,30,967.06,,yes,na,967.06,937.06,952.06,2,2,966.4065,955.1683,921.4538,865.2629,854.0247,706.8885,542.0992,537.0992,8970,113,43,FALSE
,563,13304720DDD1,13304720DDD,100A,100,1,11/18/1969,5/1/1996,237,no,,,,TRUE,2951041.376,-226322.2764,Wahpeton Buried Valley,290,248,254,967.7,5,yes,677.7,719.7,713.7,716.7,5,5,967.3935,953.6701,912.4999,843.8828,830.1594,695.5653,528.1523,523.1523,9524,120,44,TRUE
,564,13304720DDD2,13304720DDD,100B,100,1,9/17/1974,5/1/1996,199,no,,,,FALSE,2950770.97,-226105.7988,Wahpeton Shallow Sand,80,48,51,968.31,,yes,888.31,920.31,917.31,918.81,2,2,965.8497,952.6951,913.2311,847.4578,834.3032,696.504,532.2817,527.2817,9445,119,44,TRUE
,566,13304729BAB2,13304729BAB,102A,102,1,9/17/1974,5/1/1996,104,no,,,,FALSE,2947496.329,-226928.5184,Wahpeton Shallow Sand,80,65,68,962.62,,yes,882.62,897.62,894.62,896.12,3,3,964.5948,951.653,912.8272,848.1176,835.1757,790.0866,630.6506,625.6506,9283,117,40,FALSE
,567,13304802ADA,13304802ADA,103A,103,1,6/9/1971,10/8/1981,69,no,,,,FALSE,2934113.747,-207762.7487,Wahpeton Sand Plain,280,88,91,946.83,,yes,666.83,858.83,855.83,857.33,3,3,949.1717,935.7305,895.4069,828.2008,814.7596,784.1204,630.129,611.8505,6521,82,43,FALSE
,569,13304803ABB2,13304803ABB,104A,104,1,9/17/1974,6/13/2023,278,no,,,,TRUE,2926807.665,-206772.3411,Wahpeton Sand Plain,140,116,119,945.91,,yes,805.91,829.91,826.91,828.41,4,5,945.736,933.9011,898.3964,839.222,827.3871,663.7319,511.8221,504.0755,5881,74,35,FALSE
,570,13304812BAA,13304812BAA,105A,105,1,6/9/1971,11/5/2024,356,no,,,,TRUE,2937435.575,-211184.7998,Wahpeton Sand Plain,235,115,135,950.1,,yes,715.1,835.1,815.1,825.1,4,5,951.1757,937.8445,897.8513,831.1958,817.8647,727.4701,565.0984,553.0993,7074,89,43,FALSE
yes - to wbv - also in wss list,573,13304824AAD1,13304824AAD,106A,106,1,9/17/1974,5/1/1996,126,no,,TRUE,bye bye WR,FALSE,2940015.785,-222627.9987,Wahpeton Sand Plain,140,132,135,958.53,,yes,818.53,826.53,823.53,825.03,6,6,958.4117,946.259,909.8008,849.0373,836.8846,831.8846,651.5234,646.5234,8330,105,35,FALSE
,574,13304824AAD2,13304824AAD,106B,106,1,9/17/1974,5/1/1996,126,no,,,,FALSE,2940015.785,-222627.9987,Wahpeton Shallow Sand,60,48,51,957.83,,yes,897.83,909.83,906.83,908.33,3,3,958.4117,946.259,909.8008,849.0373,836.8846,831.8846,651.5234,646.5234,8330,105,35,FALSE
,583,13404820ADD2,13404820ADD,108A,108,1,5/20/1980,11/5/2024,416,no,,,,FALSE,2917622.785,-193270.9415,Wahpeton Sand Plain,262,130,135,942.51,,yes,680.51,812.51,807.51,810.01,5,5,941.6927,929.0263,891.0271,827.6952,815.0287,779.0244,623.2449,618.2449,3909,49,38,FALSE
,584,13404821BBB,13404821BBB,109A,109,1,7/20/1971,8/30/1971,2,yes,TRUE,TRUE,less than 15 pts,FALSE,2918207.046,-191269.5708,Wahpeton Buried Valley,395,238,244,939.93,5,no,544.93,701.93,695.93,698.93,6,5,941.3787,928.6068,890.2913,826.4321,813.6603,744.6954,586.0152,581.0152,3753,47,40,FALSE
,586,13404832DAA,13404832DAA,110A,110,1,2/8/1971,8/22/2022,292,no,,,,TRUE,2918121.939,-204495.9787,Wahpeton Sand Plain,120,58,78,943.97,,yes,823.97,885.97,865.97,875.97,3,3,930.731,919.6192,886.2839,830.725,819.6133,814.6133,598.0368,593.0368,4925,62,27,FALSE
,596,13504831DCD,13504831DCD,111A,111,1,7/20/1971,9/24/1996,137,no,,,,FALSE,2910164.144,-174969.0316,Wahpeton Sand Plain,180,138,141,937.53,,yes,757.53,799.53,796.53,798.03,3,3,935.9408,919.4109,869.8214,787.172,770.6422,759.61,549.9461,544.9461,1627,20,47,FALSE
yes - to wbv,932,13304707ADD,13304707ADD,112A,112,1,6/9/1971,9/10/1997,177,no,,TRUE,bye bye WR,FALSE,2944965.768,-213357.1409,Dakota Group,348,318,324,956.13,,yes,608.13,638.13,632.13,635.13,6,6,955.3615,941.1131,898.3678,827.1257,812.8772,756.5862,563.0421,558.0421,7871,99,50,FALSE
,939,13304716CDB,13304716CDB,113A,113,1,11/19/1969,11/19/1969,1,yes,,TRUE,less than 15 pts,FALSE,2952542.785,-220043.4574,Wahpeton Buried Valley,190,149,155,960.22,5,no,770.22,811.22,805.22,808.22,5,5,955.5704,942.0228,901.3797,833.6414,820.0936,790.084,629.6634,624.6634,9058,114,52,FALSE
,941,13304717ADD,13304717ADD,114A,114,1,11/18/1969,2/8/1971,2,yes,,TRUE,less than 15 pts,FALSE,2950782.926,-218379.7631,Wahpeton Buried Valley,190,149,155,958.13,5,no,768.13,809.13,803.13,806.13,5,5,957.3531,943.8371,903.2889,835.7087,822.1926,784.3246,619.5194,614.5194,8742,110,52,FALSE
,942,13304717CCC1,13304717CCC,195F,195,1,6/9/1971,8/23/2011,359,no,,,,TRUE,2945681.639,-221064.71,Wahpeton Sand Plain,320,118,121,960.34,,yes,640.34,842.34,839.34,840.84,5,5,960.2859,949.3481,916.5345,861.8452,850.9072,680.1696,511.2005,506.2005,8654,109,43,FALSE
,943,13304717CCC2,13304717CCC,195G,195,1,9/18/1974,5/1/1996,210,no,,TRUE,in same cell as 13304720BBBAB5 - but 20 foot difference in heads,FALSE,2945681.639,-221064.71,Wahpeton Shallow Sand,60,48,51,959.81,,yes,899.81,911.81,908.81,910.31,3,3,960.2859,949.3481,916.5345,861.8452,850.9072,680.1696,511.2005,506.2005,8654,109,43,FALSE
,944,13304717DDD,13304717DDD,117A,117,1,9/30/1964,3/20/1980,77,no,,,,FALSE,2950539.818,-221040.1253,Wahpeton Shallow Sand,105,60,80,964.82,,yes,859.82,904.82,884.82,894.82,3,3,963.5198,951.3231,914.733,853.7496,841.5529,740.3313,578.6679,573.6679,8976,113,49,FALSE
,946,13304721BCB,13304721BCB,118A,118,1,11/19/1969,8/30/1971,3,yes,,TRUE,less than 15 pts,FALSE,2951125.193,-222612.3946,Wahpeton Buried Valley,220,189,195,967.92,5,no,747.92,778.92,772.92,775.92,5,5,966.9179,954.5036,917.2607,855.1893,842.775,707.4951,545.4098,540.4098,9212,116,48,FALSE
,947,13304721CBA,13304721CBA,119A,119,1,11/18/1969,2/26/1970,2,yes,,TRUE,less than 15 pts,FALSE,2952043.653,-224312.8293,Wahpeton Buried Valley,260,258,261,965.22,5,no,705.22,707.22,704.22,705.72,5,5,965.5399,952.4948,913.3594,848.1337,835.0886,677.301,512.1412,507.1412,9369,118,47,FALSE
,948,13304721CBB1,13304721CBB,120A,120,1,11/18/1969,2/26/1970,2,yes,,TRUE,less than 15 pts,FALSE,2951224.989,-223900.5251,Wahpeton Buried Valley,310,258,261,969.13,5,no,659.13,711.13,708.13,709.63,5,5,967.3802,954.7699,916.9391,853.8878,841.2776,679.4694,516.2771,511.2771,9290,117,47,TRUE
,949,13304721CBB2,13304721CBB,120B,120,1,11/18/1969,2/26/1970,2,yes,,TRUE,less than 15 pts,FALSE,2951602.143,-224056.0701,Wahpeton Buried Valley,260,248,251,967.62,5,no,707.62,719.62,716.62,718.12,5,5,965.5399,952.4948,913.3594,848.1337,835.0886,677.301,512.1412,507.1412,9369,118,47,TRUE
,952,13304728DCD1,13304728DCD,122A,122,1,9/1/1987,8/23/2011,115,no,,,,FALSE,2954573.767,-231210.2634,Wahpeton Buried Valley,260,238,243,957.59,5,yes,697.59,719.59,714.59,717.09,5,5,952.4882,935.5112,884.5801,799.6952,782.7181,647.7754,462.6523,457.6523,10235,129,44,FALSE
,953,13304728DCD3,13304728DCD,122B,122,1,9/1/1987,8/23/2011,114,no,,,,FALSE,2954569.566,-231137.4145,Wahpeton Shallow Sand,70,60,65,958.5,,yes,888.5,898.5,893.5,896,2,2,952.4882,935.5112,884.5801,799.6952,782.7181,647.7754,462.6523,457.6523,10235,129,44,FALSE
,963,13504817CCC,13504817CCC,124A,124,0,9/12/1985,11/5/2024,165,no,,TRUE,bye bye WR,FALSE,2910834.367,-159157.2933,Undefined,200,152,157,933.75,,no,733.75,781.75,776.75,779.25,6,6,932.4395,921.6217,889.1685,835.0798,824.262,819.262,653.8322,648.8322,300,3,63,FALSE
yes - to wbv,1463,13304707CBB3,13304707CBB,125A,125,1,8/6/1998,11/5/2024,99,no,TRUE,TRUE,better resolute data available,FALSE,2940045.346,-214114.4906,Wahpeton Buried Valley,287,242,272,954.35,5,yes,667.35,712.35,682.35,697.35,6,5,953.2014,942.6949,911.1757,858.6435,848.1371,698.7117,523.0513,518.0513,7548,95,43,FALSE
,1474,13304707CBB4,13304707CBB,125B,125,1,8/28/1996,1/9/2025,59056,no,TRUE,,,FALSE,2940045.346,-214114.4906,Wahpeton Buried Valley,175,162,167,953.84,5,yes,778.84,791.84,786.84,789.34,5,5,953.2014,942.6949,911.1757,858.6435,848.1371,698.7117,523.0513,518.0513,7548,95,43,FALSE
,1479,13304707CBB5,13304707CBB,125C,125,1,8/28/1996,11/5/2024,128,no,TRUE,TRUE,duplicate of wbv well data,FALSE,2940045.346,-214114.4906,Wahpeton Sand Plain,86,71,76,953.83,,yes,867.83,882.83,877.83,880.33,3,3,953.2014,942.6949,911.1757,858.6435,848.1371,698.7117,523.0513,518.0513,7548,95,43,FALSE
yes - to wbv,1636,13404821BBB2,13404821BBB,109B,109,1,8/28/1996,11/5/2024,136,no,TRUE,TRUE,duplicate wbv data,FALSE,2918290.305,-191236.2751,Wahpeton Buried Valley,260,250,255,942.02,5,yes,682.02,692.02,687.02,689.52,6,5,941.3787,928.6068,890.2913,826.4321,813.6603,744.6954,586.0152,581.0152,3753,47,40,FALSE
,1637,13404821BBB3,13404821BBB,109C,109,1,8/28/1996,11/5/2024,136,no,TRUE,,,TRUE,2918290.305,-191236.2751,Wahpeton Sand Plain,140,130,140,942.15,,yes,802.15,812.15,802.15,807.15,5,5,941.3787,928.6068,890.2913,826.4321,813.6603,744.6954,586.0152,581.0152,3753,47,40,FALSE
,1759,13304707CAC,13304707CAC,130A,130,1,6/9/2004,8/30/2005,2,yes,,TRUE,less than 15 pts,FALSE,2941514.704,-214662.3223,Wahpeton Buried Valley,225,209,219,956.14,5,no,731.14,747.14,737.14,742.14,5,5,955.579,945.2884,914.4165,862.9634,852.6729,719.4052,537.2042,532.2042,7708,97,45,FALSE
,14148,13304707CBB6,13304707CBB,125D,125,1,5/1/1997,11/5/2024,113,no,TRUE,TRUE,Unrealistic heads,FALSE,2940045.346,-214114.4906,Wahpeton Shallow Sand,54,35,40,954.12,,yes,900.12,919.12,914.12,916.62,2,2,953.2014,942.6949,911.1757,858.6435,848.1371,698.7117,523.0513,518.0513,7548,95,43,FALSE
,15380,13404821BBB4,13404821BBB,109D,109,1,8/28/1996,11/5/2024,136,no,TRUE,TRUE,Unrealistic heads,FALSE,2918290.305,-191236.2751,Wahpeton Shallow Sand,59,44,54,941.96,,yes,882.96,897.96,887.96,892.96,2,2,941.3787,928.6068,890.2913,826.4321,813.6603,744.6954,586.0152,581.0152,3753,47,40,FALSE
,15985,13304820DDD,13304820DDD,133A,133,0,9/16/1993,8/7/2019,73,no,,,,FALSE,2919036.973,-227865.8553,Undefined,180,98,103,951.35,,no,771.35,853.35,848.35,850.85,3,3,950.4714,938.6882,903.3386,844.4227,832.6395,827.6395,635.4696,630.4696,7116,90,6,FALSE
,15989,13404923CCC,13404923CCC,134A,134,0,9/16/1993,9/16/1993,1,yes,,TRUE,less than 15 pts,FALSE,2897174.223,-196779.9768,Colfax,340,257,262,950.94,,no,610.94,693.94,688.94,691.44,6,6,948.3535,933.8612,890.3846,817.9235,803.4313,798.4313,613.897,608.897,2617,33,10,FALSE
,16217,13304720BBBC1,13304720BBBC,135A,135,1,7/29/1994,8/23/2011,40,no,,,,FALSE,2945565.909,-222276.3771,Undefined,42,10,25,959.43,,yes,917.43,949.43,934.43,941.93,2,2,960.965,949.9564,916.9303,861.887,850.8782,728.6142,560.7562,555.7562,8732,110,42,FALSE
,16218,13304720BCBC1,13304720BCBC,136A,136,1,7/29/1994,8/23/2011,39,no,,,,FALSE,2945611.72,-223187.6856,Wahpeton Shallow Sand,44,28,43,960.5,,yes,916.5,932.5,917.5,925,2,2,959.8698,948.7261,915.2952,859.577,848.4333,755.907,588.1569,583.1569,8810,111,41,FALSE
,16219,13304720BCCD1,13304720BCCD,137A,137,1,7/29/1994,11/15/2007,30,no,,,,FALSE,2946156.929,-223963.5644,Wahpeton Shallow Sand,47,30,45,963.62,,yes,916.62,933.62,918.62,926.12,2,2,960.82,949.5247,915.6387,859.1622,847.8669,785.3973,617.5275,612.5275,8889,112,41,FALSE
,17523,13304720ADD4,13304720ADD,63C,63,1,10/25/1994,11/15/2007,45,no,,TRUE,wsp well has more data,FALSE,2950746.509,-223622.9679,Wahpeton Buried Valley,280,268,273,970.33,5,yes,690.33,702.33,697.33,699.83,5,5,967.3938,955.1941,918.5951,857.5967,845.397,681.8743,519.8026,514.8026,9211,116,47,FALSE
,18382,13304727CCCBBD,13304727CCCBBD,139A,139,1,5/27/1999,8/17/1999,55,no,,,,FALSE,2956453.125,-230822.2591,Wahpeton Buried Valley,300,245,300,965.81,5,yes,665.81,720.81,665.81,693.31,5,5,964.0688,947.0781,896.106,811.1523,794.1616,664.0228,479.4111,474.4111,10316,130,46,FALSE
,19725,13304707CDA1,13304707CDA,140A,140,1,6/8/2004,8/30/2005,2,yes,,TRUE,less than 15 pts,FALSE,2942279.643,-215281.8927,Wahpeton Sand Plain,98,75,93,957.64,,no,859.64,882.64,864.64,873.64,3,3,957.1086,946.8181,915.9462,864.4931,854.2025,720.9348,538.7339,533.7339,7787,98,45,FALSE
,19726,13304707CDA2,13304707CDA,140B,140,1,6/9/2004,8/30/2005,2,yes,,TRUE,less than 15 pts,FALSE,2942279.643,-215281.8927,Wahpeton Shallow Sand,33,28,33,957.24,,no,924.24,929.24,924.24,926.74,2,2,957.1086,946.8181,915.9462,864.4931,854.2025,720.9348,538.7339,533.7339,7787,98,45,FALSE
,19727,13304707CDA3,13304707CDA,140C,140,1,6/9/2004,8/30/2005,2,yes,,TRUE,less than 15 pts,FALSE,2942279.643,-215281.8927,Wahpeton Buried Valley,223,206,216,957.34,5,no,734.34,751.34,741.34,746.34,5,5,957.1086,946.8181,915.9462,864.4931,854.2025,720.9348,538.7339,533.7339,7787,98,45,FALSE
,19730,13304707CDD4,13304707CDD,143A,143,1,6/8/2004,8/30/2005,2,yes,,TRUE,less than 15 pts,FALSE,2942310.165,-215900.996,Wahpeton Buried Valley,268,229,259,955.86,5,no,687.86,726.86,696.86,711.86,5,5,956.5023,946.6492,917.0897,867.8239,857.9707,697.8154,520.1104,515.1104,7865,99,44,FALSE
,19883,13404810ABD1,13404810ABD,144A,144,0,10/15/1996,11/5/2024,116,no,,TRUE,bye bye WR,FALSE,2925105.913,-180994.6973,Undefined,218,203,208,941.39,,no,723.39,738.39,733.39,735.89,6,6,938.6359,924.3589,881.5281,810.1434,795.8664,790.8664,586.7234,581.7234,3376,42,58,FALSE
,19886,13304727ADD2,13304727ADD,145A,145,0,10/8/1996,11/5/2024,116,no,,,,FALSE,2961543.788,-228371.0615,Undefined,120,110,115,967.53,,no,847.53,857.53,852.53,855.03,3,3,966.2544,951.8271,908.5452,836.4086,821.9813,814.356,630.0712,625.0712,10482,132,54,FALSE
,19887,13304727ADD3,13304727ADD,145B,145,0,10/8/1996,11/5/2024,117,no,,,,FALSE,2961520.921,-228409.1263,Undefined,64,52,57,967.31,,no,903.31,915.31,910.31,912.81,2,2,966.2544,951.8271,908.5452,836.4086,821.9813,814.356,630.0712,625.0712,10482,132,54,FALSE
,19890,13304726AAA1,13304726AAA,147A,147,0,10/15/1996,11/5/2024,112,no,,TRUE,bye bye WR,FALSE,2966620.387,-225663.8376,Undefined,230,215,220,971.54,,no,741.54,756.54,751.54,754.04,6,6,970.9799,957.8765,918.5662,853.0491,839.9457,834.9457,632.501,627.501,10649,134,63,FALSE
,19891,13304726AAA2,13304726AAA,147B,147,0,10/15/1996,11/5/2024,116,no,,TRUE,"questionable, high water levels, duplicate disagreeing data",FALSE,2966646.412,-225662.8668,Undefined,151,140,145,971.9,,no,820.9,831.9,826.9,829.4,6,6,970.9799,957.8765,918.5662,853.0491,839.9457,834.9457,632.501,627.501,10649,134,63,FALSE
,19893,13304619DDD2,13304619DDD,149A,149,0,10/16/1996,11/5/2024,113,no,,TRUE,"right on the bounds of the model, disagreeing data",FALSE,2977117.126,-224975.5741,Undefined,285,248,253,974.83,,no,689.83,726.83,721.83,724.33,6,6,972.7234,962.627,932.3375,881.8552,871.7587,866.7587,636.1476,631.1476,11452,144,76,FALSE
,19894,13304619DDD3,13304619DDD,149B,149,0,10/15/1996,11/5/2024,114,no,,TRUE,"right on the bounds of the model, disagreeing data",FALSE,2977142.14,-224974.6415,Undefined,44,34,39,974.32,,no,930.32,940.32,935.32,937.82,2,2,972.7234,962.627,932.3375,881.8552,871.7587,866.7587,636.1476,631.1476,11452,144,76,FALSE
,19899,13304716DDAC2,13304716DDAC,151A,151,1,10/31/1996,11/5/2024,116,no,,,,FALSE,2955104.851,-220224.0752,Undefined,80,69,74,963.74,,yes,883.74,894.74,889.74,892.24,3,3,963.4828,948.0647,901.8105,824.7202,809.3021,801.2419,636.77,631.77,9298,117,55,FALSE
,19904,13404836ACB3,13404836ACB,152A,152,1,11/14/1996,11/5/2024,112,no,,,,FALSE,2936654.42,-202411.9705,Undefined,118,103,108,948.4,,yes,830.4,845.4,840.4,842.9,3,3,949.1918,935.7019,895.2321,827.7824,814.2925,809.2925,584.7349,579.0776,6213,78,51,FALSE
,21797,13504831DCD2,13504831DCD,111B,111,1,9/29/1997,11/5/2024,113,no,,,,TRUE,2910430.76,-175411.9159,Wahpeton Sand Plain,150,133,138,937.77,,yes,787.77,804.77,799.77,802.27,3,3,936.5371,919.7398,869.348,785.3615,768.5642,755.9556,548.886,543.886,1706,21,47,FALSE
yes - to wbv,21805,13304707ADD2,13304707ADD,112B,112,1,9/29/1997,11/15/2007,52,no,,TRUE,bye bye WR,FALSE,2945061.672,-213242.0014,Dakota Group,340,318,323,957.09,,yes,617.09,639.09,634.09,636.59,6,6,955.3615,941.1131,898.3678,827.1257,812.8772,756.5862,563.0421,558.0421,7871,99,50,FALSE
,21858,13304728ACABBD,13304728ACABBD,155A,155,1,10/31/1996,11/5/2024,119,no,,,,FALSE,2953585.74,-227716.8511,Wahpeton Buried Valley,261,250,260,959.22,5,yes,698.22,709.22,699.22,704.22,5,5,956.9045,941.641,895.8505,819.5329,804.2693,655.0717,476.6635,471.6635,9842,124,46,FALSE
,23098,13304720ADB4,13304720ADB,60D,60,1,5/12/1998,11/15/2007,19,no,,TRUE,wsp well has more data,FALSE,2949647.26,-222910.617,Wahpeton Buried Valley,283,270,275,973.2,5,yes,690.2,703.2,698.2,700.7,5,5,967.3785,955.4358,919.6077,859.8942,847.9515,678.4561,516.7046,511.7046,9131,115,46,FALSE
