xy_id,group_block,Grouped,Aquifer_Units,start_x,start_y,start_z,end_z,Top_Screen_Elev,Bottom_Screen_Elev,bh_id,model_unit,model_unit_4_lay
2879271.512_-213737.348,1,Clay,,2879271.512,-213737.3484,989.1130949,803.1130949,,,bh_1,outside_grid,outside_grid
2879271.512_-213737.348,2,Aquifer,,2879271.512,-213737.3484,803.1130949,802.1130949,,,bh_1,outside_grid,outside_grid
2879271.512_-213737.348,3,Clay,,2879271.512,-213737.3484,802.1130949,637.1130949,,,bh_1,outside_grid,outside_grid
2879271.512_-213737.348,4,Bedrock,,2879271.512,-213737.3484,637.1130949,609.1130949,,,bh_1,outside_grid,outside_grid
2880872.772_-163954.357,1,Clay,,2880872.772,-163954.3572,952.4590454,924.4590454,,,bh_2,outside_grid,outside_grid
2880872.772_-163954.357,2,Bedrock,,2880872.772,-163954.3572,934.4590454,727.4590454,,,bh_2,outside_grid,outside_grid
2880872.772_-163954.357,3,Clay,,2880872.772,-163954.3572,924.4590454,793.4590454,,,bh_2,outside_grid,outside_grid
2880872.772_-163954.357,4,Aquifer,,2880872.772,-163954.3572,793.4590454,784.4590454,,,bh_2,outside_grid,outside_grid
2880872.772_-163954.357,5,Clay,,2880872.772,-163954.3572,784.4590454,780.4590454,,,bh_2,outside_grid,outside_grid
2880872.772_-163954.357,6,Aquifer,,2880872.772,-163954.3572,780.4590454,770.4590454,,,bh_2,outside_grid,outside_grid
2880872.772_-163954.357,7,Clay,,2880872.772,-163954.3572,770.4590454,769.4590454,,,bh_2,outside_grid,outside_grid
2880872.772_-163954.357,8,Aquifer,,2880872.772,-163954.3572,769.4590454,716.4590454,,,bh_2,outside_grid,outside_grid
2880872.772_-163954.357,9,Bedrock,,2880872.772,-163954.3572,723.4590454,721.4590454,,,bh_2,outside_grid,outside_grid
2880872.772_-163954.357,10,Clay,,2880872.772,-163954.3572,716.4590454,713.4590454,,,bh_2,outside_grid,outside_grid
2881856.236_-248371.624,1,Clay,,2881856.236,-248371.6238,976.3086854,829.3086854,,,bh_3,outside_grid,outside_grid
2881856.236_-248371.624,2,Aquifer,,2881856.236,-248371.6238,829.3086854,827.3086854,,,bh_3,outside_grid,outside_grid
2881856.236_-248371.624,3,Clay,,2881856.236,-248371.6238,827.3086854,712.3086854,,,bh_3,outside_grid,outside_grid
2881856.236_-248371.624,4,Aquifer,,2881856.236,-248371.6238,712.3086854,696.3086854,,,bh_3,outside_grid,outside_grid
2881856.236_-248371.624,5,Clay,,2881856.236,-248371.6238,696.3086854,621.3086854,,,bh_3,outside_grid,outside_grid
2881856.236_-248371.624,6,Aquifer,,2881856.236,-248371.6238,621.3086854,579.3086854,,,bh_3,outside_grid,outside_grid
2881856.236_-248371.624,7,Clay,,2881856.236,-248371.6238,579.3086854,566.3086854,,,bh_3,outside_grid,outside_grid
2882614.936_-181658.343,1,Clay,,2882614.936,-181658.3428,955.9248173,874.9248173,,,bh_4,WSS,WSS
2882614.936_-181658.343,2,Aquifer,,2882614.936,-181658.3428,874.9248173,873.9248173,,,bh_4,WSS,WSS
2882614.936_-181658.343,3,Clay,,2882614.936,-181658.3428,873.9248173,825.9248173,,,bh_4,DC,DC
2882614.936_-181658.343,4,Aquifer,,2882614.936,-181658.3428,825.9248173,787.9248173,,,bh_4,DC,DC
2882614.936_-181658.343,5,Clay,,2882614.936,-181658.3428,787.9248173,619.9248173,,,bh_4,DC,DC
2882964.32_-250344.893,1,Clay,,2882964.32,-250344.8933,973.1130779,836.1130779,,,bh_5,outside_grid,outside_grid
2882964.32_-250344.893,2,Aquifer,,2882964.32,-250344.8933,836.1130779,835.1130779,,,bh_5,outside_grid,outside_grid
2882964.32_-250344.893,3,Clay,,2882964.32,-250344.8933,835.1130779,809.1130779,,,bh_5,outside_grid,outside_grid
2882964.32_-250344.893,4,Aquifer,,2882964.32,-250344.8933,809.1130779,806.1130779,,,bh_5,outside_grid,outside_grid
2882964.32_-250344.893,5,Clay,,2882964.32,-250344.8933,806.1130779,765.1130779,,,bh_5,outside_grid,outside_grid
2882964.32_-250344.893,6,Aquifer,,2882964.32,-250344.8933,765.1130779,756.1130779,,,bh_5,outside_grid,outside_grid
2882964.32_-250344.893,7,Clay,,2882964.32,-250344.8933,756.1130779,628.1130779,,,bh_5,outside_grid,outside_grid
2882964.32_-250344.893,8,Bedrock,,2882964.32,-250344.8933,628.1130779,627.1130779,,,bh_5,outside_grid,outside_grid
2883694.964_-166012.624,1,Clay,,2883694.964,-166012.6239,949.8425804,937.8425804,,,bh_6,outside_grid,outside_grid
2883694.964_-166012.624,2,Bedrock,,2883694.964,-166012.6239,937.8425804,871.8425804,,,bh_6,outside_grid,outside_grid
2883694.964_-166012.624,3,Aquifer,,2883694.964,-166012.6239,871.8425804,859.8425804,,,bh_6,outside_grid,outside_grid
2884713.064_-241752.372,1,Clay,,2884713.064,-241752.3722,969.3965476,789.3965476,,,bh_7,outside_grid,outside_grid
2884713.064_-241752.372,2,Aquifer,,2884713.064,-241752.3722,789.3965476,769.3965476,,,bh_7,outside_grid,outside_grid
2885899.434_-160356.246,1,Clay,,2885899.434,-160356.246,944.6765851,728.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,2,Aquifer,,2885899.434,-160356.246,728.6765851,727.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,3,Clay,,2885899.434,-160356.246,727.6765851,725.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,4,Aquifer,,2885899.434,-160356.246,725.6765851,724.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,5,Clay,,2885899.434,-160356.246,724.6765851,723.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,6,Aquifer,,2885899.434,-160356.246,723.6765851,722.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,7,Clay,,2885899.434,-160356.246,722.6765851,597.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,8,Aquifer,,2885899.434,-160356.246,597.6765851,592.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,9,Clay,,2885899.434,-160356.246,592.6765851,590.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,10,Aquifer,,2885899.434,-160356.246,590.6765851,588.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,11,Clay,,2885899.434,-160356.246,588.6765851,574.6765851,,,bh_8,outside_grid,outside_grid
2885899.434_-160356.246,12,Bedrock,,2885899.434,-160356.246,574.6765851,547.6765851,,,bh_8,outside_grid,outside_grid
2886786.314_-244781.168,1,Clay,,2886786.314,-244781.1679,968.5968202,845.5968202,,,bh_9,outside_grid,outside_grid
2886786.314_-244781.168,2,Aquifer,,2886786.314,-244781.1679,845.5968202,830.5968202,,,bh_9,outside_grid,outside_grid
2886786.314_-244781.168,3,Clay,,2886786.314,-244781.1679,830.5968202,823.5968202,,,bh_9,outside_grid,outside_grid
2886786.314_-244781.168,4,Aquifer,,2886786.314,-244781.1679,823.5968202,815.5968202,,,bh_9,outside_grid,outside_grid
2886786.314_-244781.168,5,Clay,,2886786.314,-244781.1679,815.5968202,813.5968202,,,bh_9,outside_grid,outside_grid
2886786.314_-244781.168,6,Aquifer,,2886786.314,-244781.1679,813.5968202,806.5968202,,,bh_9,outside_grid,outside_grid
2886786.314_-244781.168,7,Clay,,2886786.314,-244781.1679,806.5968202,791.5968202,,,bh_9,outside_grid,outside_grid
2886786.314_-244781.168,8,Aquifer,,2886786.314,-244781.1679,791.5968202,768.5968202,,,bh_9,outside_grid,outside_grid
2889853.053_-155457.939,1,Clay,,2889853.053,-155457.9391,937.0920446,759.0920446,,,bh_10,outside_grid,outside_grid
2889853.053_-155457.939,2,Aquifer,,2889853.053,-155457.9391,759.0920446,663.0920446,,,bh_10,outside_grid,outside_grid
2889853.053_-155457.939,3,Clay,,2889853.053,-155457.9391,663.0920446,645.0920446,,,bh_10,outside_grid,outside_grid
2889853.053_-155457.939,4,Bedrock,,2889853.053,-155457.9391,645.0920446,617.0920446,,,bh_10,outside_grid,outside_grid
2890205.756_-163403.501,1,Clay,,2890205.756,-163403.5008,944.5845134,937.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,2,Aquifer,,2890205.756,-163403.5008,941.5845134,937.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,3,Clay,,2890205.756,-163403.5008,937.5845134,859.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,4,Bedrock,,2890205.756,-163403.5008,878.5845134,876.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,5,Clay,,2890205.756,-163403.5008,876.5845134,733.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,6,Aquifer,,2890205.756,-163403.5008,734.5845134,731.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,7,Clay,,2890205.756,-163403.5008,733.5845134,720.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,8,Aquifer,,2890205.756,-163403.5008,728.5845134,726.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,9,Clay,,2890205.756,-163403.5008,726.5845134,702.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,10,Aquifer,,2890205.756,-163403.5008,720.5845134,719.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,11,Clay,,2890205.756,-163403.5008,719.5845134,709.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,12,Aquifer,,2890205.756,-163403.5008,709.5845134,708.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,13,Clay,,2890205.756,-163403.5008,708.5845134,699.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,14,Bedrock,,2890205.756,-163403.5008,702.5845134,701.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,15,Clay,,2890205.756,-163403.5008,701.5845134,697.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,16,Aquifer,,2890205.756,-163403.5008,697.5845134,692.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,17,Clay,,2890205.756,-163403.5008,697.5845134,660.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,18,Aquifer,,2890205.756,-163403.5008,660.5845134,659.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,19,Clay,,2890205.756,-163403.5008,659.5845134,652.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,20,Aquifer,,2890205.756,-163403.5008,652.5845134,651.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,21,Clay,,2890205.756,-163403.5008,651.5845134,649.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,22,Aquifer,,2890205.756,-163403.5008,649.5845134,642.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,23,Clay,,2890205.756,-163403.5008,642.5845134,585.5845134,,,bh_11,outside_grid,outside_grid
2890205.756_-163403.501,24,Bedrock,,2890205.756,-163403.5008,585.5845134,579.5845134,,,bh_11,outside_grid,outside_grid
2890437.43_-239618.821,1,Clay,,2890437.43,-239618.8211,967.0055326,814.0055326,,,bh_12,outside_grid,outside_grid
2890437.43_-239618.821,2,Aquifer,,2890437.43,-239618.8211,814.0055326,805.0055326,,,bh_12,outside_grid,outside_grid
2890437.43_-239618.821,3,Clay,,2890437.43,-239618.8211,805.0055326,744.0055326,,,bh_12,outside_grid,outside_grid
2890437.43_-239618.821,4,Aquifer,,2890437.43,-239618.8211,744.0055326,720.0055326,,,bh_12,outside_grid,outside_grid
2890437.43_-239618.821,5,Clay,,2890437.43,-239618.8211,720.0055326,707.0055326,,,bh_12,outside_grid,outside_grid
2890437.43_-239618.821,6,Bedrock,,2890437.43,-239618.8211,707.0055326,687.0055326,,,bh_12,outside_grid,outside_grid
2891497.878_-153480.812,1,Clay,,2891497.878,-153480.8124,933.5875326,903.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,2,Bedrock,,2891497.878,-153480.8124,903.5875326,882.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,3,Clay,,2891497.878,-153480.8124,882.5875326,872.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,4,Aquifer,,2891497.878,-153480.8124,872.5875326,871.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,5,Clay,,2891497.878,-153480.8124,871.5875326,850.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,6,Aquifer,,2891497.878,-153480.8124,850.5875326,849.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,7,Clay,,2891497.878,-153480.8124,849.5875326,845.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,8,Aquifer,,2891497.878,-153480.8124,845.5875326,844.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,9,Clay,,2891497.878,-153480.8124,844.5875326,831.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,10,Aquifer,,2891497.878,-153480.8124,831.5875326,830.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,11,Clay,,2891497.878,-153480.8124,830.5875326,803.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,12,Bedrock,,2891497.878,-153480.8124,803.5875326,802.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,13,Clay,,2891497.878,-153480.8124,802.5875326,576.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,14,Aquifer,,2891497.878,-153480.8124,576.5875326,575.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,15,Clay,,2891497.878,-153480.8124,575.5875326,561.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,16,Aquifer,,2891497.878,-153480.8124,561.5875326,556.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,17,Clay,,2891497.878,-153480.8124,556.5875326,552.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,18,Bedrock,,2891497.878,-153480.8124,552.5875326,550.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,19,Aquifer,,2891497.878,-153480.8124,550.5875326,546.5875326,,,bh_13,outside_grid,outside_grid
2891497.878_-153480.812,20,Clay,,2891497.878,-153480.8124,546.5875326,541.5875326,,,bh_13,outside_grid,outside_grid
2891499.343_-150850.739,1,Clay,,2891499.343,-150850.7387,933.8993108,894.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,2,Bedrock,,2891499.343,-150850.7387,894.8993108,880.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,3,Clay,,2891499.343,-150850.7387,880.8993108,868.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,4,Aquifer,,2891499.343,-150850.7387,868.8993108,866.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,5,Clay,,2891499.343,-150850.7387,866.8993108,862.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,6,Bedrock,,2891499.343,-150850.7387,862.8993108,861.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,7,Clay,,2891499.343,-150850.7387,861.8993108,851.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,8,Aquifer,,2891499.343,-150850.7387,851.8993108,845.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,9,Clay,,2891499.343,-150850.7387,845.8993108,817.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,10,Bedrock,,2891499.343,-150850.7387,817.8993108,816.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,11,Clay,,2891499.343,-150850.7387,816.8993108,706.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,12,Aquifer,,2891499.343,-150850.7387,706.8993108,673.8993108,,,bh_14,outside_grid,outside_grid
2891499.343_-150850.739,13,Clay,,2891499.343,-150850.7387,673.8993108,671.8993108,,,bh_14,outside_grid,outside_grid
2891632.206_-143471.214,1,Clay,,2891632.206,-143471.2136,929.8482765,872.8482765,,,bh_15,outside_grid,outside_grid
2891632.206_-143471.214,2,Aquifer,,2891632.206,-143471.2136,872.8482765,871.8482765,,,bh_15,outside_grid,outside_grid
2891632.206_-143471.214,3,Clay,,2891632.206,-143471.2136,871.8482765,863.8482765,,,bh_15,outside_grid,outside_grid
2891632.206_-143471.214,4,Aquifer,,2891632.206,-143471.2136,863.8482765,832.8482765,,,bh_15,outside_grid,outside_grid
2897176.083_-196782.733,1,Clay,,2897176.083,-196782.7332,948.4037131,781.4037131,,,bh_16,WSS,WSS
2897176.083_-196782.733,2,Aquifer,,2897176.083,-196782.7332,781.4037131,630.4037131,,,bh_16,DC,DC
2897176.083_-196782.733,3,Bedrock,,2897176.083,-196782.7332,630.4037131,608.4037131,,,bh_16,DC,DC
2897894.319_-179673.251,1,Clay,,2897894.319,-179673.2514,939.4537364,770.4537364,,,bh_17,WSS,WSS
2897894.319_-179673.251,2,Aquifer,,2897894.319,-179673.2514,770.4537364,767.4537364,,,bh_17,DC,DC
2897894.319_-179673.251,3,Clay,,2897894.319,-179673.2514,767.4537364,735.4537364,,,bh_17,DC,DC
2897894.319_-179673.251,4,Aquifer,,2897894.319,-179673.2514,735.4537364,716.4537364,,,bh_17,DC,DC
2898660.466_-247409.592,1,Clay,,2898660.466,-247409.5922,963.3442987,832.3442987,,,bh_18,outside_grid,outside_grid
2898660.466_-247409.592,2,Aquifer,,2898660.466,-247409.5922,832.3442987,824.3442987,,,bh_18,outside_grid,outside_grid
2898660.466_-247409.592,3,Clay,,2898660.466,-247409.5922,824.3442987,785.3442987,,,bh_18,outside_grid,outside_grid
2898660.466_-247409.592,4,Bedrock,,2898660.466,-247409.5922,785.3442987,766.3442987,,,bh_18,outside_grid,outside_grid
2900629.645_-246730.594,1,Clay,,2900629.645,-246730.5941,963.6381956,787.6381956,,,bh_19,outside_grid,outside_grid
2900629.645_-246730.594,2,Aquifer,,2900629.645,-246730.5941,787.6381956,782.6381956,,,bh_19,outside_grid,outside_grid
2900629.645_-246730.594,3,Clay,,2900629.645,-246730.5941,782.6381956,723.6381956,,,bh_19,outside_grid,outside_grid
2901375.169_-181642.814,1,Clay,,2901375.169,-181642.814,934.4657954,888.4657954,,,bh_20,WSS,WSS
2901375.169_-181642.814,2,Aquifer,,2901375.169,-181642.814,888.4657954,886.4657954,,,bh_20,WSS,WSS
2901375.169_-181642.814,3,Clay,,2901375.169,-181642.814,886.4657954,742.4657954,,,bh_20,WSS,WSS
2901375.169_-181642.814,4,Aquifer,,2901375.169,-181642.814,742.4657954,737.4657954,,,bh_20,DC,DC
2901375.169_-181642.814,5,Clay,,2901375.169,-181642.814,737.4657954,705.4657954,,,bh_20,DC,DC
2901375.169_-181642.814,6,Aquifer,,2901375.169,-181642.814,705.4657954,698.4657954,,,bh_20,DC,DC
2901375.169_-181642.814,7,Clay,,2901375.169,-181642.814,698.4657954,612.4657954,,,bh_20,DC,DC
2901375.169_-181642.814,8,Bedrock,,2901375.169,-181642.814,612.4657954,577.4657954,,,bh_20,DC,DC
2901723.187_-149045.539,1,Clay,,2901723.187,-149045.5394,929.59945,857.59945,,,bh_21,outside_grid,outside_grid
2901723.187_-149045.539,2,Aquifer,,2901723.187,-149045.5394,857.59945,839.59945,,,bh_21,outside_grid,outside_grid
2901723.187_-149045.539,3,Clay,,2901723.187,-149045.5394,839.59945,726.59945,,,bh_21,outside_grid,outside_grid
2901723.187_-149045.539,4,Bedrock,,2901723.187,-149045.5394,726.59945,673.59945,,,bh_21,outside_grid,outside_grid
2901723.187_-149045.539,5,Clay,,2901723.187,-149045.5394,673.59945,649.59945,,,bh_21,outside_grid,outside_grid
2903062.342_-169507.442,1,Clay,,2903062.342,-169507.4417,913.6189812,834.6189812,,,bh_22,WSS,WSS
2903062.342_-169507.442,2,Aquifer,,2903062.342,-169507.4417,849.6189812,845.6189812,,,bh_22,WSS,WSS
2903062.342_-169507.442,3,Clay,,2903062.342,-169507.4417,845.6189812,817.6189812,,,bh_22,WSS,WSS
2903062.342_-169507.442,4,Aquifer,,2903062.342,-169507.4417,834.6189812,833.6189812,,,bh_22,WSS,WSS
2903062.342_-169507.442,5,Clay,,2903062.342,-169507.4417,833.6189812,831.6189812,,,bh_22,WSS,WSS
2903062.342_-169507.442,6,Aquifer,,2903062.342,-169507.4417,831.6189812,827.6189812,,,bh_22,WSS,WSS
2903062.342_-169507.442,7,Clay,,2903062.342,-169507.4417,827.6189812,825.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,8,Aquifer,,2903062.342,-169507.4417,825.6189812,823.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,9,Clay,,2903062.342,-169507.4417,823.6189812,806.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,10,Aquifer,,2903062.342,-169507.4417,817.6189812,815.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,11,Clay,,2903062.342,-169507.4417,815.6189812,806.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,12,Aquifer,,2903062.342,-169507.4417,806.6189812,799.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,13,Clay,,2903062.342,-169507.4417,800.6189812,795.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,14,Aquifer,,2903062.342,-169507.4417,797.6189812,795.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,15,Clay,,2903062.342,-169507.4417,795.6189812,794.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,16,Aquifer,,2903062.342,-169507.4417,794.6189812,793.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,17,Clay,,2903062.342,-169507.4417,793.6189812,776.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,18,Aquifer,,2903062.342,-169507.4417,792.6189812,791.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,19,Clay,,2903062.342,-169507.4417,791.6189812,719.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,20,Aquifer,,2903062.342,-169507.4417,719.6189812,716.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,21,Clay,,2903062.342,-169507.4417,716.6189812,701.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,22,Aquifer,,2903062.342,-169507.4417,701.6189812,700.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,23,Clay,,2903062.342,-169507.4417,700.6189812,586.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,24,Aquifer,,2903062.342,-169507.4417,586.6189812,578.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,25,Clay,,2903062.342,-169507.4417,578.6189812,575.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,26,Aquifer,,2903062.342,-169507.4417,575.6189812,572.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,27,Clay,,2903062.342,-169507.4417,572.6189812,566.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,28,Aquifer,,2903062.342,-169507.4417,566.6189812,546.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,29,Clay,,2903062.342,-169507.4417,546.6189812,545.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,30,Aquifer,,2903062.342,-169507.4417,545.6189812,542.6189812,,,bh_22,DC,DC
2903062.342_-169507.442,31,Clay,,2903062.342,-169507.4417,542.6189812,371.6189812,,,bh_22,DC,DC
2903438.339_-217703.354,1,Clay,,2903438.339,-217703.3545,952.2783159,849.2783159,,,bh_23,outside_grid,outside_grid
2903438.339_-217703.354,2,Aquifer,,2903438.339,-217703.3545,849.2783159,842.2783159,,,bh_23,outside_grid,outside_grid
2903438.339_-217703.354,3,Clay,,2903438.339,-217703.3545,842.2783159,796.2783159,,,bh_23,outside_grid,outside_grid
2903438.339_-217703.354,4,Aquifer,,2903438.339,-217703.3545,796.2783159,787.2783159,,,bh_23,outside_grid,outside_grid
2903438.339_-217703.354,5,Clay,,2903438.339,-217703.3545,787.2783159,750.2783159,,,bh_23,outside_grid,outside_grid
2903438.339_-217703.354,6,Bedrock,,2903438.339,-217703.3545,750.2783159,732.2783159,,,bh_23,outside_grid,outside_grid
2904347.868_-144426.441,1,Clay,,2904347.868,-144426.4411,928.9405465,868.9405465,,,bh_24,outside_grid,outside_grid
2904347.868_-144426.441,2,Aquifer,,2904347.868,-144426.4411,868.9405465,867.9405465,,,bh_24,outside_grid,outside_grid
2904347.868_-144426.441,3,Clay,,2904347.868,-144426.4411,867.9405465,864.9405465,,,bh_24,outside_grid,outside_grid
2904347.868_-144426.441,4,Bedrock,,2904347.868,-144426.4411,864.9405465,863.9405465,,,bh_24,outside_grid,outside_grid
2904347.868_-144426.441,5,Clay,,2904347.868,-144426.4411,863.9405465,814.9405465,,,bh_24,outside_grid,outside_grid
2904347.868_-144426.441,6,Aquifer,,2904347.868,-144426.4411,814.9405465,810.9405465,,,bh_24,outside_grid,outside_grid
2904347.868_-144426.441,7,Clay,,2904347.868,-144426.4411,810.9405465,728.9405465,,,bh_24,outside_grid,outside_grid
2906014.788_-160636.634,1,Clay,,2906014.788,-160636.6342,935.0410385,882.0410385,,,bh_25,WSS,WSS
2906014.788_-160636.634,2,Aquifer,,2906014.788,-160636.6342,882.0410385,880.0410385,,,bh_25,WSS,WSS
2906014.788_-160636.634,3,Clay,,2906014.788,-160636.6342,880.0410385,814.0410385,,,bh_25,WSS,WSS
2906014.788_-160636.634,4,Aquifer,,2906014.788,-160636.6342,814.0410385,812.0410385,,,bh_25,WSS,WSS
2906014.788_-160636.634,5,Clay,,2906014.788,-160636.6342,812.0410385,737.0410385,,,bh_25,DC,DC
2906014.788_-160636.634,6,Aquifer,,2906014.788,-160636.6342,737.0410385,735.0410385,,,bh_25,DC,DC
2906014.788_-160636.634,7,Clay,,2906014.788,-160636.6342,735.0410385,695.0410385,,,bh_25,DC,DC
2906287.444_-177786.708,1,,Wahpeton Sand Plain,2906287.444,-177786.708,,,804.42,799.42,bh_26,outside_grid,outside_grid
2906289.349_-177789.522,1,Clay,,2906289.349,-177789.522,938.4329904,831.4329904,,,bh_27,WSS,WSS
2906289.349_-177789.522,2,Aquifer,,2906289.349,-177789.522,832.4329904,826.4329904,,,bh_27,WSS,WSS
2906289.349_-177789.522,3,Clay,,2906289.349,-177789.522,831.4329904,828.4329904,,,bh_27,WSS,WSS
2906289.349_-177789.522,4,Aquifer,,2906289.349,-177789.522,828.4329904,792.4329904,,,bh_27,WSP,WSS
2906289.349_-177789.522,5,Clay,,2906289.349,-177789.522,798.4329904,638.4329904,,,bh_27,UC,WSS
2906596.059_-180477.161,1,Clay,,2906596.059,-180477.1611,938.2603955,834.2603955,,,bh_28,WSS,WSS
2906596.059_-180477.161,2,Aquifer,,2906596.059,-180477.1611,840.2603955,838.2603955,,,bh_28,WSS,WSS
2906596.059_-180477.161,3,Clay,,2906596.059,-180477.1611,838.2603955,823.2603955,,,bh_28,WSS,WSS
2906596.059_-180477.161,4,Aquifer,,2906596.059,-180477.1611,826.2603955,798.2603955,,,bh_28,WSS,WSS
2906596.059_-180477.161,5,Bedrock,,2906596.059,-180477.1611,802.2603955,798.2603955,,,bh_28,WSS,WSS
2906596.059_-180477.161,6,Aquifer,,2906596.059,-180477.1611,798.2603955,752.2603955,,,bh_28,WSS,WSS
2906596.059_-180477.161,7,Clay,,2906596.059,-180477.1611,752.2603955,555.2603955,,,bh_28,DC,DC
2906596.059_-180477.161,8,Aquifer,,2906596.059,-180477.1611,555.2603955,533.2603955,,,bh_28,DC,DC
2906596.059_-180477.161,9,Clay,,2906596.059,-180477.1611,533.2603955,530.2603955,,,bh_28,DC,DC
2906825.755_-173745.485,1,Clay,,2906825.755,-173745.4849,920.4828558,862.4828558,,,bh_29,WSS,WSS
