Hole ID,TOP,BOTTOM,LITH,Description,Lith_2,Grouped,Aquifer_Units,aquifer,start_x,start_y,start_z,end_z,xy_id,Top_Screen_Elev,Bottom_Screen_Elev,Site_Index,Land_Surface_Elev_NVGD29
935.0,13.0,14.0,CLAY,"very sandy with pebbles, olive gray, soft to moderately soft, slightly cohesive to crumbly (till)",Clay,Clay,,Clay,2951343.793,-220891.9531,951.2843018,950.2843018,2951343.793_-220891.953,,,,
935.0,14.0,22.0,SAND,"medium to coarse, brown, well-sorted, subangular and subrounded, predominantly quartz with limestone-dolomite and black shale",Sand,Aquifer,,Sand,2951343.793,-220891.9531,950.2843018,942.2843018,2951343.793_-220891.953,,,,
935.0,22.0,35.0,SAND,"medium to very coarse with fine gravel and thin silt and silty clay lenses, interbedded, gray",Sand,Aquifer,,Sand,2951343.793,-220891.9531,942.2843018,929.2843018,2951343.793_-220891.953,,,,
935.0,35.0,56.0,CLAY,"silty and sandy with pebbles and cobbles, olive gray, moderately soft, cohesive (till) rough rocky drilling",Clay,Clay,,Clay,2951343.793,-220891.9531,929.2843018,908.2843018,2951343.793_-220891.953,,,,
935.0,56.0,79.0,SAND,"fine to medium, gray, loose, interbedded with light gray to olive gray silt and silty clay, occasional gravelly streak",Sand,Aquifer,,Sand,2951343.793,-220891.9531,908.2843018,885.2843018,2951343.793_-220891.953,,,,
935.0,79.0,114.0,CLAY,"silty to very sandy with pebbles, cobbles and thin streaks of sand and fine gravel, olive gray, moderately soft, moderately cohesive, slightly plastic, drills sporadically (till)",Clay,Clay,,Clay,2951343.793,-220891.9531,885.2843018,850.2843018,2951343.793_-220891.953,,,,
935.0,114.0,135.0,SAND,"fine, light olive gray, appears uniform but may contain clayey streaks, predominantly quartz but calcareous, generally subangular to subrounded.",Sand,Aquifer,,Sand,2951343.793,-220891.9531,850.2843018,829.2843018,2951343.793_-220891.953,,,,
935.0,135.0,156.0,CLAY,"dark brownish gray, smooth with occasional sand grains, slightly hard, moderately brittle, tight, calcareous (till?)",Clay,Clay,,Clay,2951343.793,-220891.9531,829.2843018,808.2843018,2951343.793_-220891.953,,,,
935.0,156.0,165.0,SAND,"fine, light olive gray, clayey?, drills tight",Sand,Aquifer,Wahpeton,Wahpeton,2951343.793,-220891.9531,808.2843018,799.2843018,2951343.793_-220891.953,,,,
935.0,165.0,174.0,SAND,"fine, silty to clayey, light to medium gray, predominantly quartz, calcareous",Sand,Aquifer,Wahpeton,Wahpeton,2951343.793,-220891.9531,799.2843018,790.2843018,2951343.793_-220891.953,,,,
935.0,174.0,176.0,CLAY,"dark gray, smooth, moderately soft, cohesive, sticky, calcareous",Clay,Clay,,Clay,2951343.793,-220891.9531,790.2843018,788.2843018,2951343.793_-220891.953,,,,
935.0,176.0,190.0,SHALE,"black, smooth, hard, tight, massive, fossiliferous, noncalcareous",Shale,Bedrock,,Shale,2951343.793,-220891.9531,788.2843018,774.2843018,2951343.793_-220891.953,,,,
938.0,0.0,1.0,TOPSOIL,"sandy loam, dark brownish gray",Soil,Clay,,Soil,2953564.253,-219753.7657,952.1271854,951.1271854,2953564.253_-219753.766,,,,
938.0,1.0,14.0,SAND,"medium to coarse, yellowish reddish brown, well-sorted, subangular and subrounded, predominantly granitics and limestone-dolomite, uniform, oxidized, contains numerous thumbnail-sized clam shells",Sand,Aquifer,,Sand,2953564.253,-219753.7657,951.1271854,938.1271854,2953564.253_-219753.766,,,,
938.0,14.0,40.0,SAND,"coarse to very coarse with fine to medium gravel and occasional cobbles, mixed and interlensed, clean, subangular, mostly granitics, limestone-dolomite and indurated shale pebbles, also clam shells, medium rough drilling, taking water",Sand,Aquifer,,Sand,2953564.253,-219753.7657,938.1271854,912.1271854,2953564.253_-219753.766,,,,
938.0,40.0,70.0,CLAY,"silty and sandy with pebbles and occasional cobbles, olive gray, soft to moderately soft, moderately cohesive, slightly plastic (till) contains lenses of sand and gravel",Clay,Clay,,Clay,2953564.253,-219753.7657,912.1271854,882.1271854,2953564.253_-219753.766,,,,
938.0,70.0,91.0,SAND,"medium to very coarse with fine gravel, interbedded, sorted in lenses, generally subangular to subrounded, granitics and limestone-dolomite mainly drills fairly good",Sand,Aquifer,,Sand,2953564.253,-219753.7657,882.1271854,861.1271854,2953564.253_-219753.766,,,,
938.0,91.0,134.0,SAND AND FINE GRAVEL,"as above, interbedded with very sandy, olive gray clayey till with pebbles and occasional cobbles, gravel caving in from above, mixed mud, samples return not too hot",Sand and gravel,Aquifer,,Sand and gravel,2953564.253,-219753.7657,861.1271854,818.1271854,2953564.253_-219753.766,,,,
938.0,134.0,153.0,CLAY,"silty to sandy with pebbles, olive gray, moderately soft, cohesive, tough (till), contains lenses or blocks of clay, silt, sand and fine gravel in various combinations occasional rocks, sporadic drilling",Clay,Clay,,Clay,2953564.253,-219753.7657,818.1271854,799.1271854,2953564.253_-219753.766,,,,
938.0,153.0,160.0,SAND,"fine, light gray (white when dry) well sorted and uniform, subangular to subrounded, predominantly quartz, calcareous",Sand,Aquifer,,Sand,2953564.253,-219753.7657,799.1271854,792.1271854,2953564.253_-219753.766,,,,
938.0,160.0,165.0,TILL,"as above, sandy with pebbles",Till,Clay,,Till,2953564.253,-219753.7657,792.1271854,787.1271854,2953564.253_-219753.766,,,,
938.0,165.0,169.0,CLAY,"silty, olive gray, moderately soft, cohesive, plastic, sticky",Clay,Clay,,Clay,2953564.253,-219753.7657,787.1271854,783.1271854,2953564.253_-219753.766,,,,
938.0,169.0,190.0,SHALE,"black, slightly hard, smooth, waxy, very tight, noncalcareous, lensed with calcareous medium-grained sand in lower portion",Shale,Bedrock,,Shale,2953564.253,-219753.7657,783.1271854,762.1271854,2953564.253_-219753.766,,,,
939.0,0.0,2.0,TOPSOIL,"pebbly sandy clay loam, black",Soil,Clay,,Soil,2952544.559,-220046.1576,958.0471588,956.0471588,2952544.559_-220046.158,,,,
939.0,2.0,8.0,CLAY,"silty and sandy with pebbles and cobbles, yellowish gray, soft, crumbly, chunky (till)",Clay,Clay,,Clay,2952544.559,-220046.1576,956.0471588,950.0471588,2952544.559_-220046.158,,,,
939.0,8.0,19.0,CLAY,"silty and sandy with pebbles and cobbles, moderately olive brown, soft to moderately soft, moderately cohesive, slightly to moderately plastic, oxidized (till)",Clay,Clay,,Clay,2952544.559,-220046.1576,950.0471588,939.0471588,2952544.559_-220046.158,,,,
939.0,19.0,23.0,SAND,"medium, light olive gray, well-sorted, subangular to subrounded, mostly quartz, indurated shale and limestone, loose, uniform",Sand,Aquifer,,Sand,2952544.559,-220046.1576,939.0471588,935.0471588,2952544.559_-220046.158,,,,
939.0,23.0,31.0,CLAY,"silty and sandy with pebbles, olive gray, moderately soft, moderately cohesive, slightly plastic (till)",Clay,Clay,,Clay,2952544.559,-220046.1576,935.0471588,927.0471588,2952544.559_-220046.158,,,,
939.0,31.0,56.0,TILL,"as above, interbedded with medium to coarse sand with some fine gravel",Till,Clay,,Till,2952544.559,-220046.1576,927.0471588,902.0471588,2952544.559_-220046.158,,,,
939.0,56.0,60.0,GRAVEL,"fine with medium, moderately well-sorted, subangular and subrounded, predominantly limestone-dolomite and granitics, some indurated black shale",Gravel,Aquifer,,Gravel,2952544.559,-220046.1576,902.0471588,898.0471588,2952544.559_-220046.158,,,,
939.0,60.0,68.0,TILL,"as above, interbedded with predominantly fine to medium sand, some coarse sand and fine gravel, occasional cobbles, till mainly soft, slightly to moderately cohesive, very sandy clay with sand grains and pebbles, smooth dark clay (60-62)",Till,Clay,,Till,2952544.559,-220046.1576,898.0471588,890.0471588,2952544.559_-220046.158,,,,
939.0,68.0,78.0,CLAY,"silty and sandy with pebbles, moderately soft, cohesive, tight, rocky (till)",Clay,Clay,,Clay,2952544.559,-220046.1576,890.0471588,880.0471588,2952544.559_-220046.158,,,,
939.0,78.0,98.0,CLAY,"silty and sandy with pebbles (till), olive gray, moderately soft to slightly hard, moderately cohesive to slightly crumbly, thin fine sandy lenses",Clay,Clay,,Clay,2952544.559,-220046.1576,880.0471588,860.0471588,2952544.559_-220046.158,,,,
939.0,98.0,105.0,SAND,"fine and medium, light olive gray, subangular and subrounded, predominantly quartz, limestone and shale, appears clean and uniform",Sand,Aquifer,,Sand,2952544.559,-220046.1576,860.0471588,853.0471588,2952544.559_-220046.158,,,,
939.0,105.0,113.0,CLAY,"sandy, olive gray, moderately soft (till)",Clay,Clay,,Clay,2952544.559,-220046.1576,853.0471588,845.0471588,2952544.559_-220046.158,,,,
939.0,113.0,115.0,CLAY,"dark gray, moderately soft, smooth, tight",Clay,Clay,,Clay,2952544.559,-220046.1576,845.0471588,843.0471588,2952544.559_-220046.158,,,,
939.0,115.0,126.0,TILL,"as above, sandy clay with pebbles",Till,Clay,,Till,2952544.559,-220046.1576,843.0471588,832.0471588,2952544.559_-220046.158,,,,
939.0,126.0,133.0,CLAY,"as above, dark gray, smooth, waxy",Clay,Clay,,Clay,2952544.559,-220046.1576,832.0471588,825.0471588,2952544.559_-220046.158,,,,
939.0,133.0,140.0,TILL,"as above, very sandy clay with pebbles",Till,Clay,,Till,2952544.559,-220046.1576,825.0471588,818.0471588,2952544.559_-220046.158,,,,
939.0,140.0,167.0,SAND,"fine with medium, light gray, well-sorted, uniform, subangular and subrounded, clean, calcareous, predominantly quartz",Sand,Aquifer,,Sand,2952544.559,-220046.1576,818.0471588,791.0471588,2952544.559_-220046.158,,,,
939.0,167.0,182.0,TILL,"as above, with interbedded smooth, waxy tight clay and loose, light gray, fine and medium sand",Till,Clay,,Till,2952544.559,-220046.1576,791.0471588,776.0471588,2952544.559_-220046.158,,,,
939.0,182.0,190.0,SHALE,"black, hard, very tight, smooth, waxy, noncalareous",Shale,Bedrock,,Shale,2952544.559,-220046.1576,776.0471588,768.0471588,2952544.559_-220046.158,,,,
941.0,0.0,2.0,TOPSOIL,"clayey loam, black",Soil,Clay,,Soil,2950784.705,-218382.4659,957.8385437,955.8385437,2950784.705_-218382.466,,,,
941.0,2.0,10.0,CLAY,"silty, yellowish gray and dusky yellow, moderately soft, cohesive, moderately plastic, oxidized, laminated with light gray thin calcareous streaks",Clay,Clay,,Clay,2950784.705,-218382.4659,955.8385437,947.8385437,2950784.705_-218382.466,,,,
941.0,10.0,19.0,CLAY,"as above, with interbedded poorly-sorted, heavily iron-stained beds of sand to fine gravel, oxidized",Clay,Clay,,Clay,2950784.705,-218382.4659,947.8385437,938.8385437,2950784.705_-218382.466,,,,
941.0,19.0,36.0,CLAY,"silty and sandy with pebbles and occasional cobbles and sand lenses, olive gray, heterogeneous (till)",Clay,Clay,,Clay,2950784.705,-218382.4659,938.8385437,921.8385437,2950784.705_-218382.466,,,,
941.0,36.0,42.0,SAND,"coarse and very coarse with some fine gravel, subangular, moderately sorted, mainly quartz and limestone",Sand,Aquifer,,Sand,2950784.705,-218382.4659,921.8385437,915.8385437,2950784.705_-218382.466,,,,
941.0,42.0,56.0,SAND,"and fine gravel, as above, mixed with silty to sandy clay (till?)",Sand,Aquifer,,Sand,2950784.705,-218382.4659,915.8385437,901.8385437,2950784.705_-218382.466,,,,
941.0,56.0,60.0,CLAY,"dark olive gray, slightly hard, smooth, tight, waxy",Clay,Clay,,Clay,2950784.705,-218382.4659,901.8385437,897.8385437,2950784.705_-218382.466,,,,
941.0,60.0,74.0,CLAY,"silty with sand grains and pebbles intermixed, olive gray, moderately soft, cohesive, slightly plastic (till)",Clay,Clay,,Clay,2950784.705,-218382.4659,897.8385437,883.8385437,2950784.705_-218382.466,,,,
941.0,74.0,90.0,CLAY,"and silty clay, olive gray to dark olive gray, moderately soft to slightly hard, brittle and crumbly under pressure, smooth, interbedded",Clay,Clay,,Clay,2950784.705,-218382.4659,883.8385437,867.8385437,2950784.705_-218382.466,,,,
941.0,90.0,106.0,CLAY,"as above with interbedded friable organic clayey sand, very fine to fine gray sand and occasional fine gravel, thinly interbedded",Clay,Clay,,Clay,2950784.705,-218382.4659,867.8385437,851.8385437,2950784.705_-218382.466,,,,
941.0,106.0,112.0,SAND,"coarse and very coarse with fine gravel, subangular, moderately sorted, predominantly granitic derivatives and limestone, slightly rough drilling, no mud needed",Sand,Aquifer,Wahpeton,Wahpeton,2950784.705,-218382.4659,851.8385437,845.8385437,2950784.705_-218382.466,,,,
941.0,112.0,146.0,SAND,"and fine gravel, as above, mixed and interbedded with soft to moderately soft, slightly to moderately cohesive sandy till, samples all mixed up, drilling sporadic",Sand,Aquifer,Wahpeton,Wahpeton,2950784.705,-218382.4659,845.8385437,811.8385437,2950784.705_-218382.466,,,,
941.0,146.0,172.0,SAND,"fine, light gray, subangular, very well-sorted and uniform, 90 percent plus quartz, highly calcareous for same reason, drills tight  not as tight as a bedrock sand",Sand,Aquifer,Wahpeton,Wahpeton,2950784.705,-218382.4659,811.8385437,785.8385437,2950784.705_-218382.466,,,,
941.0,172.0,182.0,SAND,"as above, clayey, tighter",Sand,Aquifer,Wahpeton,Wahpeton,2950784.705,-218382.4659,785.8385437,775.8385437,2950784.705_-218382.466,,,,
941.0,182.0,190.0,CLAY,"(shale?), very dark gray - nearly black, slightly hard, cohesive, very stiff and tough",Clay,Clay,,Clay,2950784.705,-218382.4659,775.8385437,767.8385437,2950784.705_-218382.466,,,,
942.0,0.0,2.0,TOPSOIL,"silty pebbly loam, black",Soil,Clay,,,2945683.421,-221067.4075,960.3812696,958.3812696,2945683.421_-221067.408,,,,
942.0,2.0,4.0,CLAY,"yellow, soft, cohesive, plastic",Clay,Clay,,,2945683.421,-221067.4075,958.3812696,956.3812696,2945683.421_-221067.408,,,,
942.0,4.0,10.0,SILT,"clayey, yellowish gray, sand grains and pebbles (washed till), soft, moderately cohesive, oxidized",Silt,Clay,,,2945683.421,-221067.4075,956.3812696,950.3812696,2945683.421_-221067.408,,,,
942.0,10.0,17.0,CLAY,"reddish brown, soft to moderately soft, cohesive, moderately plastic, tight, oxidized",Clay,Clay,,,2945683.421,-221067.4075,950.3812696,943.3812696,2945683.421_-221067.408,,,,
942.0,17.0,34.0,CLAY,"silty to sandy with pebbles, olive gray, moderately soft, cohesive, slightly plastic to slightly brittle, tight (till), interbedded with sand and gravel stringers",Clay,Clay,,,2945683.421,-221067.4075,943.3812696,926.3812696,2945683.421_-221067.408,,,,
942.0,34.0,53.0,SAND,"very fine, clayey and silty, variegated grays to brownish black, soft, slightly cohesive, nonplastic, organic material included, oily",Sand,Aquifer,,,2945683.421,-221067.4075,926.3812696,907.3812696,2945683.421_-221067.408,,,,
942.0,53.0,65.0,CLAY,"very sandy, olive gray, moderately soft to slightly hard, cohesive, tightly compacted, occasional pebbles (till)",Clay,Clay,,,2945683.421,-221067.4075,907.3812696,895.3812696,2945683.421_-221067.408,,,,
942.0,65.0,80.0,SAND,"very fine to fine, silty, gray, loose, well-sorted, generally subrounded, predominantly quartz with shale and some carbonates",Sand,Aquifer,Wahpeton,Wahpeton,2945683.421,-221067.4075,895.3812696,880.3812696,2945683.421_-221067.408,,,,
942.0,80.0,124.0,SAND,"fine to medium, well-sorted, subangular to subrounded, clean, predominantly quartz and granitic derivatives with some shale and carbonates; taking water, mixed 1 bag of mud",Sand,Aquifer,Wahpeton,Wahpeton,2945683.421,-221067.4075,880.3812696,836.3812696,2945683.421_-221067.408,,,,
942.0,124.0,310.0,SAND,"medium to coarse, well-sorted in layers, contains very coarse sand and some gravel, also some fine sand, subangular to subrounded, mostly granitics with shale and carbonates; drills good, taking water, mixed another bag of mud",Sand,Aquifer,Wahpeton,Wahpeton,2945683.421,-221067.4075,836.3812696,650.3812696,2945683.421_-221067.408,,,,
942.0,310.0,315.0,COBBLES,"and boulders, mostly granitics, very rough drilling",Boulders,Bedrock,,Boulders,2945683.421,-221067.4075,650.3812696,645.3812696,2945683.421_-221067.408,,,,
942.0,315.0,320.0,SILT,"and very fine sand, clayey, brownish black, soft to moderately soft, micaceous, noncalcareous, oily; tight drilling",Silt,Clay,,Silt,2945683.421,-221067.4075,645.3812696,640.3812696,2945683.421_-221067.408,,,,
943.0,0.0,16.0,CLAY,"silty, sandy, pebbly; dark yellowish-brown, iron-stained, soft, plastic; sand and gravel lenses; oxidized (till)",Clay,Clay,,,2945683.421,-221067.4075,960.3812696,944.3812696,2945683.421_-221067.408,,,,
943.0,16.0,60.0,CLAY,"silty, very sandy, pebbly, dark-gray; dense, moderately plastic, sand and gravel lenses (till), occasional grayish-green silt lens",Clay,Clay,,,2945683.421,-221067.4075,944.3812696,900.3812696,2945683.421_-221067.408,,,,
944.0,0.0,1.0,TOPSOIL,black,Soil,Clay,,Soil,2950541.593,-221042.8235,964.54127,963.54127,2950541.593_-221042.824,,,,
944.0,1.0,15.0,TILL,"dusky yellowish brown, grayish orange and light brown.  It is mostly grayish orange, shale, quartz, limestone-dolomite, gypsum(?), highly calcareous, oxidized, angular to subrounded, grain size varies greatly",Till,Clay,,Till,2950541.593,-221042.8235,963.54127,949.54127,2950541.593_-221042.824,,,,
944.0,15.0,18.0,TILL,"dark greenish-gray to olive gray, silty with pockets of white fine sand, shale, quartz, dolomite-limestone, grains about 1 mm, angular to rounded, unoxidized",Till,Clay,,Till,2950541.593,-221042.8235,949.54127,946.54127,2950541.593_-221042.824,,,,
944.0,18.0,30.0,SAND,"unoxidized, well sorted, subangular to subrounded, quartz, shale, dolomite, limestsone, igneous, pyrite gypsum, seams with high concentration of shale, predominant grain size slightly less than 1 mm",Sand,Aquifer,,Sand,2950541.593,-221042.8235,946.54127,934.54127,2950541.593_-221042.824,,,,
944.0,30.0,60.0,SAND,"well sorted, predominantly grain size 1/2 mm angular to subrounded, quartz, shale, dolomite, limestone, lignite, igneous crystallines, gypsum, grades into a less well sorted sand, with an average grain size of 1 mm ranging between 1/2 to 2 mm, angular to well rounded same composition as shore sand",Sand,Aquifer,,Sand,2950541.593,-221042.8235,934.54127,904.54127,2950541.593_-221042.824,,,,
944.0,60.0,62.0,CLAY,"dark greenish gray, soft, cohesive, highly calcareous",Clay,Clay,,Clay,2950541.593,-221042.8235,904.54127,902.54127,2950541.593_-221042.824,,,,
944.0,62.0,82.0,SAND,"well sorted (better than above) predominant size 1 mm, dolomite, limestone, quartz, shale, igneous crystallines, gypsum, lignite, angular to rounded, pyrite present",Sand,Aquifer,,Sand,2950541.593,-221042.8235,902.54127,882.54127,2950541.593_-221042.824,,,,
944.0,82.0,86.0,GRAVEL,"fairly poorly sorted, average size 2 mm angular to rounded, composition as above",Gravel,Aquifer,,Gravel,2950541.593,-221042.8235,882.54127,878.54127,2950541.593_-221042.824,,,,
944.0,86.0,105.0,TILL,"olive gray with shade of dark greenish gray highly calcareous, cohesive, hard, quartz, dolomite, limestone, lignite, igneous crystalline, predominant size 1/2 to 1/4 mm, angular to subrounded",Till,Clay,,Till,2950541.593,-221042.8235,878.54127,859.54127,2950541.593_-221042.824,,,,
946.0,0.0,2.0,TOPSOIL,"pebbly clay loam, black",Soil,Clay,,Soil,2951126.965,-222615.0904,969.5756541,967.5756541,2951126.965_-222615.09,,,,
946.0,2.0,16.0,CLAY,"silty to sandy with pebbles and cobbles, yellowish gray to moderately olive brown with reddish iron stains, soft to moderately soft, cohesive, moderately plastic, oxidized (till)",Clay,Clay,,Clay,2951126.965,-222615.0904,967.5756541,953.5756541,2951126.965_-222615.09,,,,
946.0,16.0,24.0,CLAY,"silty to sandy with pebbles and gravel, olive gray, soft to moderately soft, cohesive, moderately plastic (till)",Clay,Clay,,Clay,2951126.965,-222615.0904,953.5756541,945.5756541,2951126.965_-222615.09,,,,
946.0,24.0,44.0,SILT,"and very fine to fine sand, gray, slightly cohesive to loose, permeable, predominantly quartz",Silt,Clay,,Silt,2951126.965,-222615.0904,945.5756541,925.5756541,2951126.965_-222615.09,,,,
946.0,44.0,56.0,GRAVEL,"fine to medium, moderately well sorted, subangular to subrounded, clean - not stained, mostly limestone-dolomite and granitics with shale, nice",Gravel,Aquifer,,Gravel,2951126.965,-222615.0904,925.5756541,913.5756541,2951126.965_-222615.09,,,,
946.0,56.0,107.0,CLAY,"silty, and very sandy with pebbles and occasional cobbles, olive gray, moderately soft to slightly hard, moderately brittle, tough; contains beds or blocks of smooth tight  dark clay, light gray friable silt, and gray, loose, fine to medium sand, occasional streak of fine gravel (till)",Clay,Clay,,Clay,2951126.965,-222615.0904,913.5756541,862.5756541,2951126.965_-222615.09,,,,
946.0,107.0,116.0,SILT,"and very fine sand, slightly clayey, light gray to light olive gray, moderately soft, friable to crumbly, chunky, calcareous",Silt,Clay,,Silt,2951126.965,-222615.0904,862.5756541,853.5756541,2951126.965_-222615.09,,,,
946.0,116.0,200.0,SAND,"medium to coarse, very well sorted and uniform, generally between subangular and subrounded, clean, drills fairly tight like a bedrock sand, stands up in hole very good.  Very permeable, predominantly quartz and limestone-dolomite",Sand,Aquifer,Wahpeton,Wahpeton,2951126.965,-222615.0904,853.5756541,769.5756541,2951126.965_-222615.09,,,,
946.0,200.0,207.0,GRAVEL,"fine and medium with a couple of cobbles and possible streak of very light gray limey clay, drills fairly rough",Gravel,Aquifer,,Gravel,2951126.965,-222615.0904,769.5756541,762.5756541,2951126.965_-222615.09,,,,
946.0,207.0,209.0,SILT,"clayey, brownish gray, moderately soft, slightly cohesive, noncalcareous",Silt,Clay,,Silt,2951126.965,-222615.0904,762.5756541,760.5756541,2951126.965_-222615.09,,,,
946.0,209.0,211.0,SAND,"medium, white, limey clay matrix, nearly pure quartz, highly calcareous",Sand,Aquifer,,Sand,2951126.965,-222615.0904,760.5756541,758.5756541,2951126.965_-222615.09,,,,
946.0,211.0,220.0,SHALE,"black, hard, tight, smooth, waxy, noncalcareous",Shale,Bedrock,,Shale,2951126.965,-222615.0904,758.5756541,749.5756541,2951126.965_-222615.09,,,,
947.0,0.0,2.0,TOPSOIL,"pebbly loam, dry, black",Soil,Clay,,Soil,2952045.421,-224315.5225,965.3437431,963.3437431,2952045.421_-224315.522,,,,
947.0,2.0,5.0,CLAY,"silty to sandy with pebbles and cobbles, yellowish gray, soft, slightly cohesive, jointed, sloppy (till)",Clay,Clay,,Clay,2952045.421,-224315.5225,963.3437431,960.3437431,2952045.421_-224315.522,,,,
947.0,5.0,26.0,CLAY,"silty with sand grains and pebbles, moderately olive brown, moderately soft, cohesive, tough (till), oxidized",Clay,Clay,,Clay,2952045.421,-224315.5225,960.3437431,939.3437431,2952045.421_-224315.522,,,,
947.0,26.0,36.0,CLAY,"silty with sand grains, pebbles and cobbles, olive gray, moderately soft to slightly hard, cohesive, tough, stiff (till)",Clay,Clay,,Clay,2952045.421,-224315.5225,939.3437431,929.3437431,2952045.421_-224315.522,,,,
947.0,36.0,39.0,SAND,"medium to coarse, moderately sorted, generally subangular, prodominantly quartz",Sand,Aquifer,,Sand,2952045.421,-224315.5225,929.3437431,926.3437431,2952045.421_-224315.522,,,,
947.0,39.0,53.0,SILT,"clayey with very fine sand, greenish gray, soft, slightly cohesive, interbedded",Silt,Clay,,Silt,2952045.421,-224315.5225,926.3437431,912.3437431,2952045.421_-224315.522,,,,
947.0,53.0,59.0,SAND,"medium to very coarse with fine gravel, moderately sorted, subangular to subrounded, sand mostly quartz and granitics, gravel mainly limestone-dolomite and shale",Sand,Aquifer,,Sand,2952045.421,-224315.5225,912.3437431,906.3437431,2952045.421_-224315.522,,,,
947.0,59.0,90.0,CLAY,"silty with sand grains, numerous pebbles and occasional cobbles, olive gray, moderately soft, cohesive, stiff, tough, interbedded with smooth, tight, stiff, dark brownish gray clay (till)",Clay,Clay,,Clay,2952045.421,-224315.5225,906.3437431,875.3437431,2952045.421_-224315.522,,,,
947.0,90.0,110.0,CLAY,"silty and sandy with pebbles and cobbles, dark olive gray, slightly hard, slightly brittle, tight (till)",Clay,Clay,,Clay,2952045.421,-224315.5225,875.3437431,855.3437431,2952045.421_-224315.522,,,,
947.0,110.0,124.0,SAND,"very fine and fine, silty, light olive gray, loose to slightly cohesive, sugary, calcareous",Sand,Aquifer,,Sand,2952045.421,-224315.5225,855.3437431,841.3437431,2952045.421_-224315.522,,,,
947.0,124.0,128.0,CLAY,"olive gray, soft, cohesive, plastic, smooth, sticky",Clay,Clay,,Clay,2952045.421,-224315.5225,841.3437431,837.3437431,2952045.421_-224315.522,,,,
947.0,128.0,230.0,SAND,"fine and medium, tan, well-sorted, fairly uniform, clean, subangular to subrounded, mostly quartz and other granitic derivatives with limestone and dolomite, some shale",Sand,Aquifer,Wahpeton,Wahpeton,2952045.421,-224315.5225,837.3437431,735.3437431,2952045.421_-224315.522,,,,
947.0,230.0,262.0,SAND,"as above, medium to coarse",Sand,Aquifer,Wahpeton,Wahpeton,2952045.421,-224315.5225,735.3437431,703.3437431,2952045.421_-224315.522,,,,
948.0,0.0,2.0,TOPSOIL,"pebbly cobbly loam, dry, black",Soil,Clay,,Soil,2951226.759,-223903.2188,968.5041592,966.5041592,2951226.759_-223903.219,,,,
948.0,2.0,5.0,CLAY,"sandy, yellowish gray, rocky, soft, slightly cohesive, fractured and jointed, oxidized (till)",Clay,Clay,,Clay,2951226.759,-223903.2188,966.5041592,963.5041592,2951226.759_-223903.219,,,,
948.0,5.0,17.0,CLAY,"silty and sandy with pebbles and cobbles, moderately olive brown, moderately soft, cohesive, moderately plastic, oxidized (till)",Clay,Clay,,Clay,2951226.759,-223903.2188,963.5041592,951.5041592,2951226.759_-223903.219,,,,
948.0,17.0,42.0,CLAY,"silty to sandy with pebbles and cobbles, olive gray, moderately soft, cohesive, moderately plastic, tough (till)",Clay,Clay,,Clay,2951226.759,-223903.2188,951.5041592,926.5041592,2951226.759_-223903.219,,,,
948.0,42.0,47.0,SILT,"and very fine sand, clayey, greenish gray, soft, slightly cohesive, calcareous",Silt,Clay,,Silt,2951226.759,-223903.2188,926.5041592,921.5041592,2951226.759_-223903.219,,,,
948.0,47.0,51.0,SAND,"medium, well-sorted, subangular, predominantly quartz with limestone-dolomite and shale, clean",Sand,Aquifer,,Sand,2951226.759,-223903.2188,921.5041592,917.5041592,2951226.759_-223903.219,,,,
948.0,51.0,53.0,SILT,"clayey with very fine sand, brownish gray, soft, slightly cohesive, organic",Silt,Clay,,Silt,2951226.759,-223903.2188,917.5041592,915.5041592,2951226.759_-223903.219,,,,
948.0,53.0,57.0,SAND,"fine, gray, moderately sorted, subangular to subrounded, predominantly quartz",Sand,Aquifer,,Sand,2951226.759,-223903.2188,915.5041592,911.5041592,2951226.759_-223903.219,,,,
948.0,57.0,104.0,CLAY,"silty with sand grains, pebbles and cobbles, olive gray to dark olive gray, moderately soft to slightly hard, stiff, tough, includes lenses or blocks of dark gray, smooth, laminated, very stiff, tight clay (till)",Clay,Clay,,Clay,2951226.759,-223903.2188,911.5041592,864.5041592,2951226.759_-223903.219,,,,
948.0,104.0,113.0,SAND,"very fine, clayey and silty, light olive gray, soft, slightly cohesive, calcareous",Sand,Aquifer,,Sand,2951226.759,-223903.2188,864.5041592,855.5041592,2951226.759_-223903.219,,,,
948.0,113.0,126.0,SAND,"medium with some coarse, tan, well-sorted and uniform, clean, subangular to subrounded, predominantly quartz and granitic derivatives with limestone-dolomite and some indurated dark gray shale",Sand,Aquifer,,Sand,2951226.759,-223903.2188,855.5041592,842.5041592,2951226.759_-223903.219,,,,
948.0,126.0,129.0,CLAY,"sandy, olive gray, soft, cohesive, moderately plastic, sticky",Clay,Clay,,Clay,2951226.759,-223903.2188,842.5041592,839.5041592,2951226.759_-223903.219,,,,
948.0,129.0,310.0,SAND,"as above, predominantly medium to about 160 feet, predominantly coarse to about 220 feet, predominantly very coarse to about 270 feet, predominantly fine gravel to T.D. of 310 feet, very clean, well-sorted, and uniform, taking water",Sand,Aquifer,Wahpeton,Wahpeton,2951226.759,-223903.2188,839.5041592,658.5041592,2951226.759_-223903.219,,,,
