Hole ID,TOP,BOTTOM,LITH,Description,Lith_2,Grouped,Aquifer_Units,aquifer,start_x,start_y,start_z,end_z,xy_id,Top_Screen_Elev,Bottom_Screen_Elev,Site_Index,Land_Surface_Elev_NVGD29
105.0,0.0,1.0,TOPSOIL,no description,Soil,Clay,,Soil,2906014.788,-160636.6342,935.0410385,934.0410385,2906014.788_-160636.634,,,,
105.0,1.0,24.0,CLAY,"yellow brown, slightly silty, iron stained, oxidized, (lake clays)",Clay,Clay,,Clay,2906014.788,-160636.6342,934.0410385,911.0410385,2906014.788_-160636.634,,,,
105.0,24.0,44.0,CLAY,"olive gray, slighlty silty, plastic, sticky, cohesive, (lake clays)",Clay,Clay,,Clay,2906014.788,-160636.6342,911.0410385,891.0410385,2906014.788_-160636.634,,,,
105.0,44.0,53.0,CLAY,"olive gray, silty sandy with pebbles, rocky, poorly sorted, occasional lens of sand and gravel (till)",Clay,Clay,,Clay,2906014.788,-160636.6342,891.0410385,882.0410385,2906014.788_-160636.634,,,,
105.0,53.0,55.0,GRAVEL,"with medium to coarse sand, predominantly shale and igneous, well rounded to angular, poorly sorted",Gravel,Aquifer,,Gravel,2906014.788,-160636.6342,882.0410385,880.0410385,2906014.788_-160636.634,,,,
105.0,55.0,102.0,TILL,"as above, rocky",Till,Clay,,Till,2906014.788,-160636.6342,880.0410385,833.0410385,2906014.788_-160636.634,,,,
105.0,102.0,105.0,CLAY,"olive gray, silty, drills smooth",Clay,Clay,,Clay,2906014.788,-160636.6342,833.0410385,830.0410385,2906014.788_-160636.634,,,,
105.0,105.0,113.0,TILL,as above,Till,Clay,,Till,2906014.788,-160636.6342,830.0410385,822.0410385,2906014.788_-160636.634,,,,
105.0,113.0,121.0,CLAY,"olive gray, silty, drills smooth",Clay,Clay,,Clay,2906014.788,-160636.6342,822.0410385,814.0410385,2906014.788_-160636.634,,,,
105.0,121.0,123.0,SAND,"medium to very coarse, with gravel, well rounded to subrounded, poorly sorted till, as above",Sand,Aquifer,,Sand,2906014.788,-160636.6342,814.0410385,812.0410385,2906014.788_-160636.634,,,,
105.0,123.0,154.0,TILL,as above,Till,Clay,,Till,2906014.788,-160636.6342,812.0410385,781.0410385,2906014.788_-160636.634,,,,
105.0,154.0,198.0,CLAY,"black, greasy, carbonaceous, drills smooth and slow, occasional choppy drilling, shale or sandstone lenses?  flakes of bentonite in clays, occasional shale and sandstone chunk",Clay,Clay,,Clay,2906014.788,-160636.6342,781.0410385,737.0410385,2906014.788_-160636.634,,,,
105.0,198.0,200.0,SAND,"fine to coarse, washing badly, rain of returns, well rounded, good sorting",Sand,Aquifer,,Sand,2906014.788,-160636.6342,737.0410385,735.0410385,2906014.788_-160636.634,,,,
105.0,200.0,221.0,CLAY,"black, very poor returns, mostly washing sand from above, layer of fine sand",Clay,Clay,,Clay,2906014.788,-160636.6342,735.0410385,714.0410385,2906014.788_-160636.634,,,,
105.0,221.0,240.0,CLAY,"black, very poor returns, drills slow and smooth",Clay,Clay,,Clay,2906014.788,-160636.6342,714.0410385,695.0410385,2906014.788_-160636.634,,,,
408.0,0.0,2.0,TOPSOIL,"pebbly loam, black",Soil,Clay,,Soil,2951115.184,-229378.5588,968.1571833,966.1571833,2951115.184_-229378.559,,,,
408.0,2.0,6.0,CLAY,"silty with sand grains and pebbles, yellowish gray, moderately soft, cohesive, moderately plastic, oxidized (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,966.1571833,962.1571833,2951115.184_-229378.559,,,,
408.0,6.0,16.0,CLAY,"silty and sandy with pebbles and thin lenses of sand and fine gravel, yellowish gray to moderately olive brown, iron-stained, soft, moderately cohesive, slightly plastic, oxidized (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,962.1571833,952.1571833,2951115.184_-229378.559,,,,
408.0,16.0,38.0,CLAY,"silty and sandy with pebbles, olive gray, soft, cohesive, moderately plastic (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,952.1571833,930.1571833,2951115.184_-229378.559,,,,
408.0,38.0,54.0,GRAVEL,"fine and medium with a few cobbles, moderately well-sorted, generally subrounded, predominantly limestone-dolomite with granitics and shale, clean",Gravel,Aquifer,,Gravel,2951115.184,-229378.5588,930.1571833,914.1571833,2951115.184_-229378.559,,,,
408.0,54.0,64.0,SILT,"and very fine sand, light gray, soft, slightly cohesive, nonplastic, calcareous, predominantly quartz",Silt,Clay,,Silt,2951115.184,-229378.5588,914.1571833,904.1571833,2951115.184_-229378.559,,,,
408.0,64.0,78.0,SAND,"fine and medium, sorted, subrounded, loose, predominantly quartz with limestone-dolomite and shale",Sand,Aquifer,,Sand,2951115.184,-229378.5588,904.1571833,890.1571833,2951115.184_-229378.559,,,,
408.0,78.0,82.0,CLAY,"olive gray, soft, smooth, cohesive, plastic, sticky",Clay,Clay,,Clay,2951115.184,-229378.5588,890.1571833,886.1571833,2951115.184_-229378.559,,,,
408.0,82.0,93.0,SILT,"clayey, light gray to olive gray, laminated, soft, moderately cohesive, slightly to moderately plastic, calcareous",Silt,Clay,,Silt,2951115.184,-229378.5588,886.1571833,875.1571833,2951115.184_-229378.559,,,,
408.0,93.0,125.0,CLAY,"silty to sandy with pebbles, olive gray, soft to moderately soft, cohesive, slightly plastic to slightly brittle, occasional cobbles (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,875.1571833,843.1571833,2951115.184_-229378.559,,,,
408.0,125.0,127.0,BOULDERS,granite,Boulders,Bedrock,,Boulders,2951115.184,-229378.5588,843.1571833,841.1571833,2951115.184_-229378.559,,,,
408.0,127.0,133.0,CLAY,"olive gray, soft, smooth, cohesive, plastic, sticky",Clay,Clay,,Clay,2951115.184,-229378.5588,841.1571833,835.1571833,2951115.184_-229378.559,,,,
408.0,133.0,140.0,SAND,"medium, light olive gray, well sorted, subrounded, clean",Sand,Aquifer,,Sand,2951115.184,-229378.5588,835.1571833,828.1571833,2951115.184_-229378.559,,,,
408.0,140.0,143.0,CLAY,"silty, light olive gray, soft, moderately cohesive, moderately plastic",Clay,Clay,,Clay,2951115.184,-229378.5588,828.1571833,825.1571833,2951115.184_-229378.559,,,,
408.0,143.0,156.0,SAND,"fine and medium with some coarse, interbedded, light gray, subrounded, predominantly quartz with limestone-dolomite and shale, drills easy, taking a little water",Sand,Aquifer,,Sand,2951115.184,-229378.5588,825.1571833,812.1571833,2951115.184_-229378.559,,,,
408.0,156.0,195.0,CLAY,"silty to sandy with pebbles and occasional cobbles, moderately soft to slightly hard, tightly compacted, moderately brittle (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,812.1571833,773.1571833,2951115.184_-229378.559,,,,
408.0,195.0,216.0,CLAY,"as above, interbedded with lenses or blocks of dark gray and brownish black, tight, waxy, smooth clay (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,773.1571833,752.1571833,2951115.184_-229378.559,,,,
408.0,216.0,241.0,CLAY,"as above, without clay lenses (till)",Clay,Clay,,Clay,2951115.184,-229378.5588,752.1571833,727.1571833,2951115.184_-229378.559,,,,
408.0,241.0,250.0,SHALE,"black, slightly hard, smooth, tight, waxy, noncalareous",Shale,Bedrock,,Shale,2951115.184,-229378.5588,727.1571833,718.1571833,2951115.184_-229378.559,,,,
434.0,0.0,2.0,TOPSOIL,"silty clay, black",Soil,Clay,,Soil,2930137.712,-245477.5183,957.93204,955.93204,2930137.712_-245477.518,,,,
434.0,2.0,13.0,CLAY,"moderate olive-brown, soft, plastic, cohesive, calcareous, oxidized; boulder at 12 feet",Clay,Clay,,Clay,2930137.712,-245477.5183,955.93204,944.93204,2930137.712_-245477.518,,,,
434.0,13.0,25.0,TILL,"clay, silty to pebbly, moderate olive-brown, soft, plastic, cohesive, calcareous, oxidized; contains cobbles and boulders",Till,Clay,,Till,2930137.712,-245477.5183,944.93204,932.93204,2930137.712_-245477.518,,,,
434.0,25.0,47.0,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive; contains cobbles and boulders",Till,Clay,,Till,2930137.712,-245477.5183,932.93204,910.93204,2930137.712_-245477.518,,,,
434.0,47.0,74.0,TILL,"clay, sandy, olive-gray, soft, slightly plastic, cohesive; interbedded sand and gravel",Till,Clay,,Till,2930137.712,-245477.5183,910.93204,883.93204,2930137.712_-245477.518,,,,
434.0,74.0,100.0,SAND,"fine to coarse, pebbly, medium sorted, subrounded; contains wood fragements",Sand,Aquifer,,Sand,2930137.712,-245477.5183,883.93204,857.93204,2930137.712_-245477.518,,,,
434.0,100.0,118.0,TILL,"clay, silty to pebbly, olive-black, firm, cohesive; contains cobbles",Till,Clay,,Till,2930137.712,-245477.5183,857.93204,839.93204,2930137.712_-245477.518,,,,
434.0,118.0,134.0,TILL,"clay, sandy, pebbly, olive-gray, soft, slightly plastic, cohesive, calcareous; contains cobbles and boulders",Till,Clay,,Till,2930137.712,-245477.5183,839.93204,823.93204,2930137.712_-245477.518,,,,
434.0,134.0,197.0,SHALE,"olive-black, firm, plastic; massive",Shale,Bedrock,,Shale,2930137.712,-245477.5183,823.93204,760.93204,2930137.712_-245477.518,,,,
434.0,197.0,219.0,SHALE,as above; interbedded light greenish-gray bentonite,Shale,Bedrock,,Shale,2930137.712,-245477.5183,760.93204,738.93204,2930137.712_-245477.518,,,,
434.0,219.0,238.0,SHALE,as above; interbedded limestone and sandstone,Shale,Bedrock,,Shale,2930137.712,-245477.5183,738.93204,719.93204,2930137.712_-245477.518,,,,
434.0,238.0,242.0,CLAY,"clay, white, soft (weathered granite)",Clay,Clay,,Clay,2930137.712,-245477.5183,719.93204,715.93204,2930137.712_-245477.518,,,,
439.0,0.0,2.0,TOPSOIL,"silty clay, black",Soil,Clay,,Soil,2913883.685,-246821.8146,962.639978,960.639978,2913883.685_-246821.815,,,,
439.0,2.0,18.0,CLAY,"yellowish-gray, soft, plastic, cohesive, calcareous",Clay,Clay,,Clay,2913883.685,-246821.8146,960.639978,944.639978,2913883.685_-246821.815,,,,
439.0,18.0,31.0,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive",Till,Clay,,Till,2913883.685,-246821.8146,944.639978,931.639978,2913883.685_-246821.815,,,,
439.0,31.0,61.0,GRAVEL,"fine to coarse, sandy, medium sorted, subrounded, igneous, limestone and shale",Gravel,Aquifer,,Gravel,2913883.685,-246821.8146,931.639978,901.639978,2913883.685_-246821.815,,,,
439.0,61.0,91.0,SAND & GRAVEL,"medium to very coarse, pebbly, medium sorted, subangular and subrounded, igneous, limestone and shale; interbedded",Sand and gravel,Aquifer,,Sand and gravel,2913883.685,-246821.8146,901.639978,871.639978,2913883.685_-246821.815,,,,
439.0,91.0,95.0,BOULDER,no description,Boulders,Bedrock,,Boulders,2913883.685,-246821.8146,871.639978,867.639978,2913883.685_-246821.815,,,,
439.0,95.0,110.0,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive; contains cobbles; interbedded silt and sand",Till,Clay,,Till,2913883.685,-246821.8146,867.639978,852.639978,2913883.685_-246821.815,,,,
439.0,110.0,123.0,SAND,no description,Sand,Aquifer,,Sand,2913883.685,-246821.8146,852.639978,839.639978,2913883.685_-246821.815,,,,
439.0,123.0,134.0,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive; contains cobbles and boulders; interbeded silt and sand",Till,Clay,,Till,2913883.685,-246821.8146,839.639978,828.639978,2913883.685_-246821.815,,,,
439.0,134.0,145.0,SAND,no description,Sand,Aquifer,,Sand,2913883.685,-246821.8146,828.639978,817.639978,2913883.685_-246821.815,,,,
439.0,145.0,163.0,TILL,"clay, silty to pebbly, olive-gray, soft, plastic, cohesive; contains cobbles and boulders; interbedded silt and sand",Till,Clay,,Till,2913883.685,-246821.8146,817.639978,799.639978,2913883.685_-246821.815,,,,
439.0,163.0,202.0,TILL,"sandy, fine and medium, clayey to pebbly, light olive-gray, soft, nonplastic, cohesive, highly calcareous; contains cobbles and boulders",Till,Clay,,Till,2913883.685,-246821.8146,799.639978,760.639978,2913883.685_-246821.815,,,,
439.0,202.0,206.0,CLAY,"olive-black, firm, cohesive, slightly calcareous (shale)",Clay,Clay,,Clay,2913883.685,-246821.8146,760.639978,756.639978,2913883.685_-246821.815,,,,
439.0,206.0,248.0,SAND,"fine and medium, white, well sorted, subrounded and rounded, quartz, shale, igneous and lignite, calcareous",Sand,Aquifer,,Sand,2913883.685,-246821.8146,756.639978,714.639978,2913883.685_-246821.815,,,,
439.0,248.0,254.0,SANDSTONE,"fine, light gray, well sorted, subrounded and rounded; carbonate cementation",Sandstone,Bedrock,,Sandstone,2913883.685,-246821.8146,714.639978,708.639978,2913883.685_-246821.815,,,,
439.0,254.0,272.0,CLAY,"white, soft, slightly plastic, cohesive (weathered granite)",Clay,Clay,,Clay,2913883.685,-246821.8146,708.639978,690.639978,2913883.685_-246821.815,,,,
454.0,0.0,3.0,TOPSOIL,no description,Soil,Clay,,Soil,2943084.626,-217180.3862,956.1541199,953.1541199,2943084.626_-217180.386,,,,
454.0,3.0,60.0,CLAY,"silty, blue",Clay,Clay,,Clay,2943084.626,-217180.3862,953.1541199,896.1541199,2943084.626_-217180.386,,,,
454.0,60.0,62.0,SAND,"fine, blue",Sand,Aquifer,,Sand,2943084.626,-217180.3862,896.1541199,894.1541199,2943084.626_-217180.386,,,,
454.0,62.0,85.0,CLAY,blue,Clay,Clay,,Clay,2943084.626,-217180.3862,894.1541199,871.1541199,2943084.626_-217180.386,,,,
454.0,85.0,112.0,SAND,"fine, brown",Sand,Aquifer,Wahpeton,Wahpeton,2943084.626,-217180.3862,871.1541199,844.1541199,2943084.626_-217180.386,,,,
454.0,112.0,114.0,SAND,with boulders,Sand,Aquifer,Wahpeton,Wahpeton,2943084.626,-217180.3862,844.1541199,842.1541199,2943084.626_-217180.386,,,,
454.0,114.0,140.0,SAND,medium,Sand,Aquifer,Wahpeton,Wahpeton,2943084.626,-217180.3862,842.1541199,816.1541199,2943084.626_-217180.386,,,,
454.0,140.0,205.0,SAND,medium coarse,Sand,Aquifer,Wahpeton,Wahpeton,2943084.626,-217180.3862,816.1541199,751.1541199,2943084.626_-217180.386,,,,
454.0,205.0,235.0,GRAVEL,"fine, with sand",Gravel,Aquifer,,Gravel,2943084.626,-217180.3862,751.1541199,721.1541199,2943084.626_-217180.386,,,,
454.0,235.0,243.0,SAND,medium,Sand,Aquifer,,Sand,2943084.626,-217180.3862,721.1541199,713.1541199,2943084.626_-217180.386,,,,
454.0,243.0,245.0,LIMESTONE,weathered,Limestone,Bedrock,,Limestone,2943084.626,-217180.3862,713.1541199,711.1541199,2943084.626_-217180.386,,,,
455.0,0.0,2.0,TOPSOIL,"sandy clay loam, black",Soil,Clay,,Soil,2945333.482,-217806.0972,960.64175,958.64175,2945333.482_-217806.097,,,,
455.0,2.0,4.0,CLAY,"silty and sandy with pebbles, soft, non- to slightly cohesive, yellowish gray, fractured and jointed, oxidized (till)",Clay,Clay,,Clay,2945333.482,-217806.0972,958.64175,956.64175,2945333.482_-217806.097,,,,
455.0,4.0,17.0,CLAY,"silty to sandy with pebbles, moderately olive brown, soft to moderately soft, cohesive, moderately plastic, oxidized (tll)",Clay,Clay,,Clay,2945333.482,-217806.0972,956.64175,943.64175,2945333.482_-217806.097,,,,
455.0,17.0,22.0,CLAY,"silty to sandy with pebbles, olive gray, moderately soft, cohesive, moderately to slightly plastic (till)",Clay,Clay,,Clay,2945333.482,-217806.0972,943.64175,938.64175,2945333.482_-217806.097,,,,
455.0,22.0,25.0,SAND,"medium, well-sorted, subrounded, gray, clean",Sand,Aquifer,,Sand,2945333.482,-217806.0972,938.64175,935.64175,2945333.482_-217806.097,,,,
455.0,25.0,37.0,CLAY,"silty and sandy with pebbles, olive gray, moderately soft, cohesive, moderately plastic (till)",Clay,Clay,,Clay,2945333.482,-217806.0972,935.64175,923.64175,2945333.482_-217806.097,,,,
455.0,37.0,47.0,SILT,"clayey, greenish gray to light olive gray, soft, slightly cohesive, nonplastic, slightly sticky",Silt,Clay,,Silt,2945333.482,-217806.0972,923.64175,913.64175,2945333.482_-217806.097,,,,
455.0,47.0,49.0,CLAY,"dark gray, smooth, soft, cohesive, plastic, sticky",Clay,Clay,,Clay,2945333.482,-217806.0972,913.64175,911.64175,2945333.482_-217806.097,,,,
455.0,49.0,64.0,SAND,"medium to coarse, moderately well-sorted and uniform, generally subrounded, clean, nice, predominantly quartz with limestone-dolomite, some shale, etc.",Sand,Aquifer,,Sand,2945333.482,-217806.0972,911.64175,896.64175,2945333.482_-217806.097,,,,
455.0,64.0,87.0,CLAY,"generally dark brownish gray, slightly hard, slightly brittle to slightly plastic, cohesive, smooth, tight, interbedded with lighter soft silty clay, laminated, calcareous, organic",Clay,Clay,,Clay,2945333.482,-217806.0972,896.64175,873.64175,2945333.482_-217806.097,,,,
455.0,87.0,114.0,SILT,"and very fine sand, clayey, light olive gray, soft, slightly to moderately cohesive, non- to slightly plastic, soft, interbedded, easy drilling, drills like sand, calcareous",Silt,Clay,,Silt,2945333.482,-217806.0972,873.64175,846.64175,2945333.482_-217806.097,,,,
455.0,114.0,130.0,SAND,"fine and medium, moderately sorted, subangular and subrounded, no clay, clean, loose",Sand,Aquifer,,Sand,2945333.482,-217806.0972,846.64175,830.64175,2945333.482_-217806.097,,,,
455.0,130.0,141.0,CLAY,"and silt, interbedded, variegated medium to dark grays with brownish stains, moderately soft to slightly hard, cohesive, slightly brittle to moderately plastic, smooth, tight, calcareous",Clay,Clay,,Clay,2945333.482,-217806.0972,830.64175,819.64175,2945333.482_-217806.097,,,,
455.0,141.0,155.0,SILT,"and very fine sand, slightly clayey, light olive gray, soft, very slightly cohesive, highly calcareous, predominantly quartz, sugary",Silt,Clay,,Silt,2945333.482,-217806.0972,819.64175,805.64175,2945333.482_-217806.097,,,,
455.0,155.0,198.0,SAND,"fine to medium, tannish gray, generally well-sorted and uniform except for clay streak at 165 feet, predominantly quartz with limestone-dolomite, drills easy taking water",Sand,Aquifer,Wahpeton,Wahpeton,2945333.482,-217806.0972,805.64175,762.64175,2945333.482_-217806.097,,,,
455.0,198.0,234.0,SAND,"medium and coarse, well-sorted and uniform, subangular to subrounded, clean, very nice; easy drilling, taking water",Sand,Aquifer,Wahpeton,Wahpeton,2945333.482,-217806.0972,762.64175,726.64175,2945333.482_-217806.097,,,,
455.0,234.0,237.0,GRAVEL,"coarse, rough drilling",Gravel,Aquifer,,Gravel,2945333.482,-217806.0972,726.64175,723.64175,2945333.482_-217806.097,,,,
455.0,237.0,240.0,SANDSTONE,"dark gray, indurated with CaC03 cement, highly calcareous",Sandstone,Bedrock,,Sandstone,2945333.482,-217806.0972,723.64175,720.64175,2945333.482_-217806.097,,,,
456.0,0.0,2.0,TOPSOIL,"sandy clay loam, black",Soil,Clay,,Soil,2945728.963,-224158.0941,959.9388831,957.9388831,2945728.963_-224158.094,,,,
456.0,2.0,6.0,CLAY,"sandy, yellowish gray to dusky yellow, occasional pebble and cobble (washed till?), soft, non- to slightly cohesive, jointed (?)",Clay,Clay,,Clay,2945728.963,-224158.0941,957.9388831,953.9388831,2945728.963_-224158.094,,,,
456.0,6.0,51.0,SAND,"medium to coarse, interbedded but well-sorted, subangular and subrounded, clean, predominantly granitics and limestone-dolomite with some shale, occasional lignite fragment, loose, taking water, iron-stained and oxidized to approximately 10 or 11 feet",Sand,Aquifer,,Sand,2945728.963,-224158.0941,953.9388831,908.9388831,2945728.963_-224158.094,,,,
456.0,51.0,60.0,GRAVEL,"fine and medium, subrounded, clean, mostly limestone-dolomite with granitics and shale, taking water",Gravel,Aquifer,,Gravel,2945728.963,-224158.0941,908.9388831,899.9388831,2945728.963_-224158.094,,,,
456.0,60.0,120.0,CLAY,"silty and sandy with pebbles and cobbles, olive gray to dark olive gray, moderately soft and cohesive to slightly hard and slightly brittle, tight, interbedded with lenses or blocks or boulders of tight, crumbly brownish black, smooth, waxy, clay; soft, light olive gray, highly calcareous silt with brown organic stains, and clayey to silty very fine and fine sand, occasional large rock (till)",Clay,Clay,,Clay,2945728.963,-224158.0941,899.9388831,839.9388831,2945728.963_-224158.094,,,,
456.0,120.0,124.0,ROCK,"granitics and limestone, put on rock bit to get through, rough drilling",Boulders,Bedrock,,Boulders,2945728.963,-224158.0941,839.9388831,835.9388831,2945728.963_-224158.094,,,,
456.0,124.0,199.0,CLAY,"and very fine to fine sand, light olive gray, contains pebbles, cobbles and boulders, slightly hard, brittle to crumbly (under pressure) tightly compacted (till), toss-up whether it's clayey sand or sandy clay, it's highly calcareous and appears to have some degree of permeability",Clay,Clay,,Clay,2945728.963,-224158.0941,835.9388831,760.9388831,2945728.963_-224158.094,,,,
456.0,199.0,240.0,SHALE,"brownish black, hard, tight, noncalcareous interbedded with silt, brownish black, soft, slightly calcareous; sand, dark brownish green, clayey, calcareous, carbonaceous, sandstone (219 to 223), dark gray, indurated, CaC03 cement, highly calcareous; also shell fragments and pyrite crystals turned drilling mud brown (Cretaceous shale)",Shale,Bedrock,,Shale,2945728.963,-224158.0941,760.9388831,719.9388831,2945728.963_-224158.094,,,,
457.0,0.0,1.0,TOPSOIL,no description,Soil,Clay,,Soil,2949691.426,-222253.9945,971.9633015,970.9633015,2949691.426_-222253.994,,,,
457.0,1.0,16.0,CLAY,"sandy, silty, yellow-brown, oxidized (till)",Clay,Clay,,Clay,2949691.426,-222253.9945,970.9633015,955.9633015,2949691.426_-222253.994,,,,
457.0,16.0,36.0,CLAY,"sandy, silty, gray (till)",Clay,Clay,,Clay,2949691.426,-222253.9945,955.9633015,935.9633015,2949691.426_-222253.994,,,,
457.0,36.0,42.0,CLAY,"silty, gray (lacustrine)",Clay,Clay,,Clay,2949691.426,-222253.9945,935.9633015,929.9633015,2949691.426_-222253.994,,,,
457.0,42.0,43.0,SAND,"fine to coarse, silty",Sand,Aquifer,,Sand,2949691.426,-222253.9945,929.9633015,928.9633015,2949691.426_-222253.994,,,,
457.0,43.0,61.0,CLAY,"silty, gray (lacustrine)",Clay,Clay,,Clay,2949691.426,-222253.9945,928.9633015,910.9633015,2949691.426_-222253.994,,,,
457.0,61.0,69.0,CLAY,"sandy, silty with some pebbles, gray, stiff (till)",Clay,Clay,,Clay,2949691.426,-222253.9945,910.9633015,902.9633015,2949691.426_-222253.994,,,,
457.0,69.0,90.0,CLAY,"silty, soft, gray (lacustrine)",Clay,Clay,,Clay,2949691.426,-222253.9945,902.9633015,881.9633015,2949691.426_-222253.994,,,,
457.0,90.0,109.0,CLAY,"sandy, silty, gray (till)",Clay,Clay,,Clay,2949691.426,-222253.9945,881.9633015,862.9633015,2949691.426_-222253.994,,,,
457.0,109.0,125.0,SAND,"fine to coarse, dirty",Sand,Aquifer,,Sand,2949691.426,-222253.9945,862.9633015,846.9633015,2949691.426_-222253.994,,,,
457.0,125.0,126.0,CLAY,silty,Clay,Clay,,Clay,2949691.426,-222253.9945,846.9633015,845.9633015,2949691.426_-222253.994,,,,
457.0,126.0,161.0,SAND,"fine to coarse, becoming coarser with depth",Sand,Aquifer,Wahpeton,Wahpeton,2949691.426,-222253.9945,845.9633015,810.9633015,2949691.426_-222253.994,,,,
457.0,161.0,208.0,SAND,"medium to coarse, some gravel",Sand,Aquifer,Wahpeton,Wahpeton,2949691.426,-222253.9945,810.9633015,763.9633015,2949691.426_-222253.994,,,,
457.0,208.0,236.0,SAND,coarse with gravel,Sand,Aquifer,Wahpeton,Wahpeton,2949691.426,-222253.9945,763.9633015,735.9633015,2949691.426_-222253.994,,,,
457.0,236.0,280.0,SAND,and gravel,Sand,Aquifer,Wahpeton,Wahpeton,2949691.426,-222253.9945,735.9633015,691.9633015,2949691.426_-222253.994,,,,
458.0,0.0,1.0,TOPSOIL,no description,Soil,Clay,,Soil,2949666.416,-222254.8917,972.2046979,971.2046979,2949666.416_-222254.892,,,,
458.0,1.0,20.0,CLAY,"sandy, silty, yellow oxidized (till)",Clay,Clay,,,2949666.416,-222254.8917,971.2046979,952.2046979,2949666.416_-222254.892,,,,
458.0,20.0,38.0,CLAY,"sandy, silty, gray",Clay,Clay,,,2949666.416,-222254.8917,952.2046979,934.2046979,2949666.416_-222254.892,,,,
458.0,38.0,56.0,CLAY,no description,Clay,Clay,,,2949666.416,-222254.8917,934.2046979,916.2046979,2949666.416_-222254.892,,,,
458.0,56.0,87.0,CLAY,"silty, varying softness, varying grays (lacustrine)",Clay,Clay,,,2949666.416,-222254.8917,916.2046979,885.2046979,2949666.416_-222254.892,,,,
458.0,87.0,109.0,CLAY,"sandy, silty, gray, stiff (till)",Clay,Clay,,Clay,2949666.416,-222254.8917,885.2046979,863.2046979,2949666.416_-222254.892,,,,
458.0,109.0,120.0,SAND,"fine to coarse, dirty",Sand,Aquifer,,Sand,2949666.416,-222254.8917,863.2046979,852.2046979,2949666.416_-222254.892,,,,
459.0,0.0,1.0,TOPSOIL,no description,Soil,Clay,,Soil,2949666.416,-222254.8917,972.2046979,971.2046979,2949666.416_-222254.892,,,,
459.0,1.0,15.0,CLAY,"sandy, silty, yellow brown, oxidized (till)",Clay,Clay,,,2949666.416,-222254.8917,971.2046979,957.2046979,2949666.416_-222254.892,,,,
459.0,15.0,22.0,CLAY,"sandy, silty, gray (till)",Clay,Clay,,,2949666.416,-222254.8917,957.2046979,950.2046979,2949666.416_-222254.892,,,,
459.0,22.0,36.0,CLAY,"silty, slightly plastic, soft (lacustrine)",Clay,Clay,,,2949666.416,-222254.8917,950.2046979,936.2046979,2949666.416_-222254.892,,,,
459.0,36.0,37.0,SAND,"fine to medium, dirty",Sand,Aquifer,,,2949666.416,-222254.8917,936.2046979,935.2046979,2949666.416_-222254.892,,,,
459.0,37.0,42.0,CLAY,"silty, slightly plastic, stiff",Clay,Clay,,,2949666.416,-222254.8917,935.2046979,930.2046979,2949666.416_-222254.892,,,,
459.0,42.0,46.0,SAND,"fine to coarse, dirty",Sand,Aquifer,,,2949666.416,-222254.8917,930.2046979,926.2046979,2949666.416_-222254.892,,,,
459.0,46.0,47.0,CLAY,silty (lacustrine),Clay,Clay,,,2949666.416,-222254.8917,926.2046979,925.2046979,2949666.416_-222254.892,,,,
459.0,47.0,48.0,SAND,"fine to coarse, dirty",Sand,Aquifer,,,2949666.416,-222254.8917,925.2046979,924.2046979,2949666.416_-222254.892,,,,
459.0,48.0,54.0,CLAY,"silty, stiff (lacustrine)",Clay,Clay,,,2949666.416,-222254.8917,924.2046979,918.2046979,2949666.416_-222254.892,,,,
459.0,54.0,55.0,SAND,"fine to coarse, dirty",Sand,Aquifer,,,2949666.416,-222254.8917,918.2046979,917.2046979,2949666.416_-222254.892,,,,
459.0,55.0,60.0,CLAY,"gray, silty, stiff",Clay,Clay,,,2949666.416,-222254.8917,917.2046979,912.2046979,2949666.416_-222254.892,,,,
460.0,0.0,1.0,TOPSOIL,no description,Soil,Clay,,Soil,2950852.93,-222195.6927,969.6780886,968.6780886,2950852.93_-222195.693,,,,
460.0,1.0,17.0,CLAY,"sandy, silty, yellow-brown, oxidized (till)",Clay,Clay,,Clay,2950852.93,-222195.6927,968.6780886,952.6780886,2950852.93_-222195.693,,,,
460.0,17.0,23.0,CLAY,"sandy, silty, gray (till)",Clay,Clay,,Clay,2950852.93,-222195.6927,952.6780886,946.6780886,2950852.93_-222195.693,,,,
460.0,23.0,31.0,CLAY,"very silty, gray, little plasticity, no sand",Clay,Clay,,Clay,2950852.93,-222195.6927,946.6780886,938.6780886,2950852.93_-222195.693,,,,
460.0,31.0,46.0,SAND,"fine to medium, moderately sorted, fairly clean",Sand,Aquifer,,Sand,2950852.93,-222195.6927,938.6780886,923.6780886,2950852.93_-222195.693,,,,
460.0,46.0,66.0,SAND,"fine to coarse, predominantly medium clean, lignitic in places",Sand,Aquifer,,Sand,2950852.93,-222195.6927,923.6780886,903.6780886,2950852.93_-222195.693,,,,
