Site_Index,Location,group_number,group,index_well_flag,Aquifer,drop_flag,drop_note,Purpose,Count,First Date,Last Date,Top Screen,Bot Screen,lat,lon,x_2265,y_2265,x_2266,y_2266,wl_avg_1965,wl_avg_2023
12065,15405522ADD,132,132A,FALSE,Inkster,TRUE,,Observation Well,263,9/19/1989,10/14/2025,48,53,48.144094,-97.687385,2655011.15,429868.1283,2655197.039,915893.8638,,1096.50375
130374,15405522BAA3,133,133A,FALSE,Inkster,TRUE,,Observation Well - Plugged,258,12/16/1986,7/20/2021,45,50,48.151125,-97.698258,2652265.119,432334.466,2652452.069,918362.8356,,
130375,15405522BAA4,133,133B,FALSE,Inkster,TRUE,,Observation Well,204,10/14/1987,10/14/2025,30,35,48.151137,-97.698298,2652255.203,432338.4853,2652442.152,918366.8631,,1099.59875
131315,15405522BAA5,133,133C,FALSE,Inkster,TRUE,,Observation Well,28,8/17/2021,10/14/2025,45,50,48.151035,-97.698283,2652260.215,432301.4352,2652447.139,918329.7995,,1099.6
127026,15405522DCC,134,134A,FALSE,Inkster,TRUE,,Observation Well,103,11/1/2010,10/14/2025,28,32,48.136894,-97.698095,2652493.749,427148.1166,2652677.015,913174.9637,,1109.066667
12071,15405523ABC,135,135A,FALSE,Inkster,TRUE,,Observation Well,254,9/19/1989,7/9/2025,10,25,48.148052,-97.676315,2657658.986,431409.8679,2657846.689,917434.0866,,1085.59
6135,15405523BAA,136,136A,FALSE,Inkster,TRUE,,Observation Well - Plugged,271,4/10/1985,7/20/2021,42,57,48.150829,-97.676525,2657570.617,432420.3121,2657759.032,918444.8616,,
131313,15405523BAA5,136,136B,FALSE,Inkster,TRUE,,Observation Well,29,8/17/2021,10/14/2025,45,50,48.150895,-97.676636,2657542.657,432443.3783,2657731.081,918467.9542,,1085.97
6136,15405523DAA,137,137A,FALSE,Inkster,TRUE,,Observation Well - Plugged,264,9/26/1985,7/20/2021,27,33,48.143953,-97.665712,2660300.64,430010.7144,2660488.017,916032.6413,,
131324,15405523DAA2,137,137B,FALSE,Inkster,TRUE,,Observation Well - PRESENS,19439,8/17/2021,10/27/2025,27,33,48.143954,-97.665724,2660297.699,430010.9711,2660485.075,916032.9002,,1066.300956
127027,15405523DBA,138,138A,FALSE,Inkster,TRUE,,Observation Well,103,11/1/2010,10/14/2025,30,35,48.143955,-97.670653,2659095.151,429967.0876,2659282.18,915989.8822,,1084.218333
6137,15405523DBB1,139,139A,FALSE,Inkster,TRUE,,Observation Well,278,10/14/1987,10/14/2025,50,55,48.143914,-97.676339,2657708.475,429901.1935,2657895.094,915924.9801,,1085.725
6138,15405523DBB2,139,139B,FALSE,Inkster,TRUE,,Observation Well,278,10/14/1987,10/14/2025,33,38,48.143914,-97.676339,2657708.475,429901.1935,2657895.094,915924.9801,,1085.801667
6139,15405523DBB3,139,139C,FALSE,Inkster,TRUE,,Observation Well,168,10/14/1987,10/14/2025,12,17,48.143941,-97.676338,2657708.358,429911.0449,2657894.984,915934.8342,,1085.71
6141,15405526BBB,140,140A,FALSE,Inkster,TRUE,,Observation Well - Plugged,266,9/26/1985,7/20/2021,38,42,48.136766,-97.686556,2655311.057,427204.1738,2655495.094,913228.9984,,
131325,15405526BBB2,140,140B,FALSE,Inkster,TRUE,,Observation Well - PRESENS,19463,8/17/2021,10/27/2025,37,42,48.136773,-97.686535,2655316.088,427206.9129,2655500.128,913231.7346,,1098.165719
127025,15405527ADD,141,141A,FALSE,Inkster,TRUE,,Observation Well,104,11/1/2010,10/14/2025,48,53,48.129714,-97.687425,2655192.961,424625.6917,2655375.1,910649.9376,,1096.43
127024,15405527DCD1,142,142A,FALSE,Inkster,TRUE,,Observation Well,102,11/1/2010,10/14/2025,29,34,48.122386,-97.691446,2654309.156,421918.5095,2654489.11,907942.7052,,1107.25
129240,15405535ABA3,143,143A,FALSE,Inkster,TRUE,,Observation Well - Plugged,22,6/9/2015,11/18/2020,3,8,48.122246,-97.670081,2659525.692,422058.4988,2659707.07,908078.9428,,
