use_year	permit_number	permit_holder_name	pod_index	use_type	reported_acft	reported_acres	reported_rate	kwhrs	kwh_demand	begin_meter	end_meter	meter_units	comments	crop_type1	crop_type2	reported_inches	use_january	use_february	use_march	use_april	use_may	use_june	use_july	use_august	use_september	use_october	use_november	use_december	total_use
2001	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						5764000.0	5167000.0	6651000.0	4996000.0	6889000.0	7694000.0	8926000.0	9186000.0	5840000.0	6397000.0	0.0	0.0	67510000.0
2002	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						5779000.0	5272000.0	7436000.0	16221000.0	10871000.0	7323000.0	8633000.0	0.0	0.0	0.0	0.0	0.0	61535000.0
2003	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						6860000.0	6240000.0	7260000.0	10120000.0	15540000.0	7370000.0	7780000.0	8920000.0	0.0	0.0	0.0	0.0	70090000.0
2004	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						6710000.0	6510000.0	6660000.0	8230000.0	19620000.0	8300000.0	8240000.0	0.0	0.0	0.0	0.0	0.0	64270000.0
2005	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						7380000.0	6300000.0	6860000.0	10850000.0	16030000.0	9600000.0	10090000.0	2990000.0	0.0	0.0	0.0	0.0	70100000.0
2006	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						8370000.0	7420000.0	8250000.0	10900000.0	17990000.0	12020000.0	5120000.0	0.0	0.0	0.0	0.0	0.0	70070000.0
2007	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	10970000.0	12770000.0	9430000.0	9160000.0	10010000.0	52340000.0
2008	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						9150000.0	8500000.0	9150000.0	8160000.0	10750000.0	10030000.0	9730000.0	0.0	0.0	0.0	0.0	0.0	65470000.0
2009	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						6930000.0	6960000.0	7780000.0	9470000.0	8410000.0	11300000.0	7910000.0	8810000.0	0.0	0.0	0.0	0.0	67570000.0
2010	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						9130000.0	8070000.0	9460000.0	9530000.0	10950000.0	9330000.0	7490000.0	0.0	0.0	0.0	0.0	0.0	63960000.0
2011	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	9470000.0	10240000.0	11450000.0	10960000.0	11170000.0	53290000.0
2012	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	12850000.0	13150000.0	10140000.0	8560000.0	8650000.0	53350000.0
2013	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	17047000.0	8655000.0	8286000.0	8983000.0	9043000.0	52014000.0
2014	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	8501000.0	9042000.0	9886000.0	9378000.0	9167000.0	8122000.0	54096000.0
2015	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						9258000.0	7217000.0	9773000.0	7526000.0	14420000.0	22123000.0	0.0	0.0	0.0	0.0	0.0	0.0	70317000.0
2016	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	16000000.0	18439000.0	12062000.0	11872000.0	10965000.0	10672000.0	80010000.0
2017	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	20514000.0	14465000.0	10239000.0	10574000.0	8834000.0	66600000.0
2018	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	14174000.0	9758000.0	12607000.0	10707000.0	8737000.0	6817000.0	62800000.0
2019	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	11403000.0	19776000.0	10015000.0	9983000.0	8969000.0	9155000.0	69301000.0
2020	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	12883600.0	20120800.0	11731100.0	12235500.0	9942200.0	8367600.0	75280800.0
2021	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	3.7441	24.8683	21.093	14.6749	13.58	7.998	85.76
2022	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0242	17.339	13.8757	10.4625	8.3339	8.1513	58.1876
2023	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	4255800.0	9890700.0	8776900.0	8553700.0	7336100.0	38813200.0
2024	3898	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.009	20.064	20.531	15.985	13.141	85730000.0
1989	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1990	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2440000.0	9540000.0	9130000.0	21110000.0
1991	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	20300000.0	27340000.0	22760000.0	21020000.0	23480000.0	9280000.0	8700000.0	132880000.0
1992	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	2580000.0	12380000.0	6330000.0	5410000.0	5280000.0	31980000.0
1993	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						5650000.0	6040000.0	6150000.0	6090000.0	5980000.0	5840000.0	6240000.0	6880000.0	5970000.0	5490000.0	5690000.0	5590000.0	71610000.0
1994	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						5170000.0	5040000.0	5850000.0	5430000.0	5890000.0	6600000.0	6430000.0	6700000.0	5880000.0	5810000.0	5330000.0	5750000.0	69880000.0
1995	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8370000.0	8370000.0
1996	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6850000.0	5290000.0	6380000.0	18520000.0
1997	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2880000.0	2880000.0
1998	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5120000.0	8580000.0	7730000.0	6680000.0	28110000.0
1999	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6580000.0	5970000.0	12550000.0
2000	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13752000.0	6339000.0	6603000.0	6723000.0	33417000.0
2001	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5691000.0	5751000.0	11442000.0
2002	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	10159000.0	9160000.0	6822000.0	5635000.0	6348000.0	38124000.0
2003	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	2470000.0	9270000.0	8520000.0	7150000.0	6400000.0	33810000.0
2004	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	7500000.0	8870000.0	7000000.0	7090000.0	7170000.0	37630000.0
2005	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	5800000.0	11460000.0	11870000.0	8380000.0	7640000.0	45150000.0
2006	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	8420000.0	14120000.0	10630000.0	9450000.0	8800000.0	8760000.0	60180000.0
2007	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						8590000.0	8240000.0	9360000.0	10130000.0	11760000.0	11730000.0	10360000.0	0.0	0.0	0.0	0.0	0.0	70170000.0
2008	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	9720000.0	10690000.0	10780000.0	8980000.0	9240000.0	49410000.0
2009	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000000.0	8000000.0	8940000.0	8460000.0	35400000.0
2010	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	13550000.0	9150000.0	9700000.0	9080000.0	8570000.0	50050000.0
2011	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						8800000.0	8730000.0	8370000.0	8310000.0	10330000.0	12560000.0	13450000.0	0.0	0.0	0.0	0.0	0.0	70550000.0
2012	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						10060000.0	7680000.0	9130000.0	9410000.0	15920000.0	9980000.0	9560000.0	0.0	0.0	0.0	0.0	0.0	71740000.0
2013	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						7924000.0	7218000.0	8352000.0	9274000.0	8572000.0	17389000.0	8510000.0	0.0	0.0	0.0	0.0	0.0	67239000.0
2014	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						8857000.0	8139000.0	12870000.0	11437000.0	13660000.0	13705000.0	0.0	0.0	0.0	0.0	0.0	0.0	68668000.0
2015	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	15857000.0	15992000.0	9363000.0	9764000.0	10554000.0	11123000.0	72653000.0
2016	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						10400000.0	9496000.0	11133000.0	9438000.0	13768000.0	18792000.0	10000000.0	0.0	0.0	0.0	0.0	0.0	0.0
2017	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						10005000.0	8617000.0	9143000.0	9054000.0	9484000.0	13474000.0	11971000.0	0.0	0.0	0.0	0.0	0.0	71700000.0
2018	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						10253000.0	8201000.0	14665000.0	10271000.0	11824000.0	13604000.0	2880000.0	0.0	0.0	0.0	0.0	0.0	71698000.0
2019	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						9631000.0	10458000.0	11442000.0	10559000.0	10707000.0	12627000.0	627600.0	0.0	0.0	0.0	0.0	0.0	71700000.0
2020	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						10931600.0	7861900.0	9119400.0	8526200.0	13252600.0	14257600.0	7750700.0	0.0	0.0	0.0	0.0	0.0	71700000.0
2021	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						7.4404	6.1852	7.4236	7.6258	12.2707	11.9815	18.7728	0.0	0.0	0.0	0.0	0.0	71.7
2022	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						9.6175	10.7726	8.3093	7.2638	9.8982	14.9446	10.894	0.0	0.0	0.0	0.0	0.0	71.7
2023	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						9307200.0	8077900.0	7547500.0	9644300.0	12213800.0	6318200.0	11417200.0	7173900.0	0.0	0.0	0.0	0.0	71700000.0
2024	4121	MINN-DAK FARMERS COOPERATIVE	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						8.0125	8.7077	5.2732	6.0983	6.6095	7.7714	17.4464	11.781	0.0	0.0	0.0	0.0	71700000.0
1999	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	378000.0	0.0	0.0	0.0	0.0	0.0	378000.0
2006	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	148000.0	0.0	0.0	0.0	0.0	148000.0
2007	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	912000.0	0.0	0.0	0.0	0.0	0.0	0.0	912000.0
2009	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365000.0	0.0	1651000.0	0.0	2016000.0
2011	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	528000.0	0.0	0.0	0.0	0.0	267000.0	0.0	0.0	795000.0
2012	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	1119000.0	0.0	0.0	0.0	0.0	725000.0	0.0	0.0	1844000.0
2013	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	215000.0	0.0	0.0	0.0	0.0	0.0	564000.0	0.0	0.0	779000.0
2014	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	555000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	555000.0
2016	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2018	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2022	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2023	4862	CARGILL INCORPORATED	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2005	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						125230.0	510780.0	550590.0	540580.0	555640.0	523760.0	516000.0	520370.0	380850.0	460760.0	495110.0	415770.0	5595440.0
2006	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						492000.0	444000.0	433000.0	460000.0	435000.0	470000.0	327000.0	334000.0	174000.0	255000.0	178000.0	366000.0	4368000.0
2010	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						632000.0	333000.0	607000.0	645000.0	498000.0	624000.0	462000.0	552000.0	554000.0	177000.0	590000.0	541000.0	6215000.0
2011	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						510000.0	556000.0	525000.0	502000.0	548000.0	542000.0	525000.0	505000.0	414000.0	563000.0	553000.0	486000.0	6229000.0
2012	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						466000.0	554000.0	595000.0	536000.0	575000.0	597000.0	440000.0	391000.0	412000.0	113000.0	9000.0	11000.0	4699000.0
2013	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						32000.0	6000.0	3000.0	18000.0	204000.0	460000.0	430000.0	395000.0	497000.0	134000.0	14000.0	4000.0	2197000.0
2014	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						12000.0	69000.0	262000.0	421000.0	569000.0	556000.0	635000.0	736000.0	422000.0	402000.0	246000.0	139000.0	4469000.0
2015	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						118000.0	250000.0	262000.0	525000.0	545000.0	515000.0	609000.0	384000.0	498000.0	320000.0	259000.0	0.0	4285000.0
2016	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	18000.0	39000.0	100000.0	349000.0	327000.0	478000.0	424000.0	68000.0	26000.0	0.0	1829000.0
2017	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						7000.0	0.0	28000.0	103000.0	583000.0	433000.0	157000.0	0.0	1000.0	0.0	0.0	0.0	1312000.0
2018	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						7000.0	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	8000.0
2019	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021	5721	WAHPETON, CITY OF	-1	Industrial	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
