use_year	pod_index	permit_number	pod	aquifer	permit_holder_name	use_type	reported_acft	reported_acres	reported_rate	kwhrs	kwh_demand	begin_meter	end_meter	meter_units	crop_type1	crop_type2	reported_inches	total_use	comments
1983	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1984	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1984	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1984	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1985	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1985	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1985	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1986	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1986	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1986	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1987	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	246.4	0.0	0.0	0	0	0.0	0.0					0.0	
1987	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1987	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1988	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1988	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1988	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	85.1	0.0	700.0	0	0	0.0	0.0					0.0	
1989	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1989	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	74.0	0.0	700.0	0	0	0.0	0.0					0.0	
1989	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1990	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1990	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	40.5	0.0	700.0	0	0	0.0	0.0					0.0	
1990	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1991	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1991	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1991	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	83.5	0.0	700.0	0	0	0.0	0.0					0.0	
1992	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1992	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	17.7	0.0	700.0	0	0	0.0	0.0					0.0	
1992	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1993	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1993	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	9.6	0.0	700.0	0	0	0.0	0.0					0.0	
1993	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1994	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	191.5	0.0	700.0	0	0	0.0	0.0					0.0	
1994	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1994	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1995	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1995	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1995	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	112.6	0.0	700.0	0	0	0.0	0.0					0.0	
1996	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1996	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	142.7	0.0	700.0	0	0	0.0	0.0					0.0	
1996	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1997	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1997	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1997	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	229.7	0.0	700.0	0	0	0.0	0.0					0.0	
1998	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	229.7	0.0	700.0	0	0	0.0	0.0					0.0	
1998	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1998	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1999	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1999	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1999	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	336.8	0.0	700.0	0	0	0.0	0.0					0.0	
2000	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2000	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2000	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	299.3	0.0	700.0	0	0	0.0	0.0					0.0	
2001	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	93.2	0.0	550.0	0	0	0.0	0.0					0.0	
2001	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2001	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2002	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2002	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2002	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	358.6	0.0	700.0	0	0	0.0	0.0					0.0	
2003	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2003	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	424.9	0.0	700.0	0	0	0.0	0.0					0.0	Well #2 data from Annual Use.
2003	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2004	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2004	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2004	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	434.9	0.0	665.0	0	0	0.0	0.0					0.0	
2005	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2005	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	247.1	0.0	665.0	0	0	0.0	0.0					0.0	
2005	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2006	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2006	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	164.0	0.0	650.0	0	0	0.0	0.0					0.0	
2006	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2007	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	261.7	0.0	460.0	0	0	0.0	0.0					0.0	
2007	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2007	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2008	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	200.7	0.0	450.0	0	0	0.0	0.0					0.0	
2008	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2008	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2009	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2009	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2009	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	248.0	0.0	491.0	0	0	0.0	0.0					0.0	
2010	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	323.7	0.0	595.0	0	0	0.0	0.0					0.0	
2010	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2010	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2011	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2011	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.2	0.0	729.0	0	0	0.0	0.0					0.0	
2011	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	812.4	0.0	1458.0	0	0	0.0	0.0					0.0	
2012	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2012	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	374.6	0.0	1094.0	0	0	0.0	0.0					0.0	
2012	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	409.2	0.0	1452.0	0	0	0.0	0.0					0.0	
2013	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	402.24	0.0	1400.0	0	0	0.0	0.0					0.0	
2013	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2013	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	293.2	0.0	1262.0	0	0	0.0	0.0					0.0	population: 7766, connections: 2363
2014	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	497.3	0.0	1073.0	0	0	0.0	0.0					0.0	pop 7766; connections 2363
2014	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2014	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	182.8	0.0	1406.0	0	0	0.0	0.0					0.0	pop 7766; connections 2363
2015	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2015	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	378.51	0.0	1073.0	0	0	0.0	0.0					0.0	
2015	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	287.62	0.0	1406.0	0	0	0.0	0.0					0.0	
2016	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2016	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	276.2	0.0	1200.0	0	0	0.0	0.0					0.0	
2016	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	374.2	0.0	1406.0	0	0	0.0	0.0					0.0	
2017	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2017	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	314.64	0.0	1151.0	0	0	0.0	0.0					0.0	
2017	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	352.08	0.0	1133.0	0	0	0.0	0.0					0.0	
2018	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	523.62	0.0	1300.0	0	0	0.0	0.0					0.0	
2018	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	90.8	0.0	1300.0	0	0	0.0	0.0					0.0	
2018	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2019	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	237.8	0.0	1300.0	0	0	0.0	0.0					0.0	
2019	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2019	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	353.02	0.0	1300.0	0	0	0.0	0.0					0.0	
2020	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	247.49	0.0	1300.0	0	0	0.0	0.0					0.0	Well 1
2020	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2020	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	356.74	0.0	1300.0	0	0	0.0	0.0					0.0	Well 3
2021	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	326.21	0.0	1300.0	0	0	0.0	0.0					0.0	
2021	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2021	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	407.37	0.0	1300.0	0	0	0.0	0.0					0.0	
2022	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	273.13	0.0	1300.0	0	0	0.0	0.0					0.0	
2022	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2022	92935	1898	13304802D	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2022	92934	1898	13304802C	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2022	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	387.47	0.0	1300.0	0	0	0.0	0.0					0.0	
2023	92934	1898	13304802C	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2023	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	498.9	0.0	1007.0	0	0	0.0	0.0					0.0	Overlaps with 1822
2023	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	397.1	0.0	961.0	0	0	0.0	0.0					0.0	Overlaps with 1822
2023	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2023	92935	1898	13304802D	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
2024	92934	1898	13304802C	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0	' / '				0.0	
2024	2709	1898	13304720ABD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	116.37	0.0	1300.0	0	0	0.0	0.0	Gallons / Minute				0.0	Well #1
2024	92935	1898	13304802D	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0	' / '				0.0	
2024	2711	1898	13304720ADD	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	533.06	0.0	1300.0	0	0	0.0	0.0	Gallons / Minute				0.0	Well #3
2024	2710	1898	13304720BBA	Wahpeton Buried Valley	WAHPETON, CITY OF	Municipal	0.0	0.0	0.0	0	0	0.0	0.0	' / '				0.0	
1976	3171	2115	13304718ACB	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1977	3170	2115	13304718AA	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1978	3171	2115	13304718ACB	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1978	3170	2115	13304718AA	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1979	3171	2115	13304718ACB	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1979	3170	2115	13304718AA	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1980	3170	2115	13304718AA	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1980	3171	2115	13304718ACB	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1981	3171	2115	13304718ACB	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.2	0.0	0.0	0	0	0.0	0.0					0.0	
1981	3170	2115	13304718AA	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1982	3171	2115	13304718ACB	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.3	0.0	1500.0	0	0	0.0	0.0					0.0	
1982	3170	2115	13304718AA	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1983	3170	2115	13304718AA	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1983	3171	2115	13304718ACB	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.3	0.0	1500.0	0	0	0.0	0.0					0.0	
1984	3171	2115	13304718ACB	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.3	0.0	0.0	0	0	0.0	0.0					0.0	
1984	3170	2115	13304718AA	Wahpeton Buried Valley	FROEDTERT MALT CORP	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1987	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	1536.5	0.0	2190.0	0	0	0.0	0.0					0.0	
1988	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	216.8	0.0	400.0	0	0	0.0	0.0					0.0	
1989	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	115.4	0.0	723.0	0	0	0.0	0.0					0.0	
1990	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	112.3	0.0	1533.0	0	0	0.0	0.0					0.0	
1991	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	215.1	0.0	325.0	0	0	0.0	0.0					0.0	
1992	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	215.6	0.0	650.0	0	0	0.0	0.0					0.0	
1993	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1994	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	0.0	0.0	0.0	0	0	0.0	0.0					0.0	
1995	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	213.5	0.0	1200.0	0	0	0.0	0.0					0.0	
1996	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	214.5	0.0	1200.0	0	0	0.0	0.0					0.0	
1997	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	214.8	0.0	800.0	0	0	0.0	0.0					0.0	
1998	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	215.1	0.0	800.0	0	0	0.0	0.0					0.0	
1999	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	213.1	0.0	800.0	0	0	0.0	0.0					0.0	
2000	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	190.2	0.0	800.0	0	0	0.0	0.0					0.0	
2001	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	208.2	0.0	800.0	0	0	0.0	0.0					0.0	
2002	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	188.9	0.0	800.0	0	0	0.0	0.0					0.0	
2003	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	215.1	0.0	800.0	0	0	0.0	0.0					0.0	
2004	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	197.2	0.0	800.0	0	0	0.0	0.0					0.0	
2005	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	215.1	0.0	800.0	0	0	0.0	0.0					0.0	
2006	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	215.0	0.0	800.0	0	0	0.0	0.0					0.0	
2007	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	160.6	0.0	800.0	0	0	0.0	0.0					0.0	
2008	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	200.9	0.0	700.0	0	0	0.0	0.0					0.0	
2009	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	207.4	0.0	700.0	0	0	0.0	0.0					0.0	
2010	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	196.3	0.0	700.0	0	0	0.0	0.0					0.0	
2011	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	163.6	0.0	700.0	0	0	0.0	0.0					0.0	
2012	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	163.7	0.0	700.0	0	0	0.0	0.0					0.0	
2013	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	159.61	0.0	700.0	0	0	0.0	0.0					0.0	
2014	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	166.0	0.0	700.0	0	0	0.0	0.0					0.0	
2015	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	215.8	0.0	500.0	0	0	0.0	0.0					0.0	
2016	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	245.5	0.0	0.0	0	0	0.0	0.0					0.0	
2017	6546	3898	13304720ABD	Wahpeton Buried Valley	MINN-DAK FARMERS COOPERATIVE	Industrial	204.38	0.0	500.0	0	0	0.0	0.0					0.0	
