Site_Index	Unit	Begin_Interval	End_Interval	Description
31744	SAND & GRAVEL	136	303	Fine sand to coarse gravel, poorly sorted, predominantly very coarse sand to 5m gravel, subangular to roundd, predominantly subrounded, overall 40% silicates, 20% to 30% shale and some lignite, 10% to 20% carbonates, 20% rock fragments (granitic), clay/silt parting from 141' to 146', fairly uniform drilling from 161' to 303'
31744	SHALE	303	320	Dark gray, firm slow drilling, (Bedrock shale - Pierre Formation)
31745	TOPSOIL	0	1	Black
31745	SAND & GRAVEL	1	19	Oxidized reddish brown becomes unoxidized gray at 11', poorly sorted, medium size is coarse sand
31745	CLAY	19	122	Silty, sandy, pebbly inclusions, medium gray, firm, (till) rocks at 31' to 32', shale gravel at 86' to 89', shale gravel 98' to 99', sand at 110' to 111'
31745	SAND	122	128	Little return
31745	CLAY	128	143	(till) as above
31745	CLAY & SILT	143	147	Smooth, varied, very silty, slightly firm
31745	SAND & GRAVEL	147	307	Very fine sand to very coarse gravel, poorly sorted, median size is very coarse sand to fine gravel, overall about 20% to 30% shale, 40% silicates, 30% to 40% granitic rock fragments, carbonates, also lignites floating up, samples collected in 5' intervals from 200' to 310'
31745	SHALE	307	315	Black, very indurated, Bedrock Pierre Formation
31746	TOPSOIL	0	1	No description
31746	SAND	1	11	Oxidized
31746	SAND & GRAVEL	11	13	Coarse
31746	TILL	13	22	Gray
31746	ROCK	22	23	No description
31746	TILL	23	118	Gray
31746	SAND	118	119	No description
31746	TILL	119	144	Gray
31746	SAND	144	146	Layers of till
31746	TILL	146	159	Gray
31746	SAND & GRAVEL	159	260	Coarse and layers of coal and shale gravel
31747		0	0	See log for DDDA1
31748	TOPSOIL	0	1	No description
31748	SAND & GRAVEL	1	4	Oxidized, poorly sorted
31748	CLAY	4	12	Silty, sandy, pebbly, oxidized (till)
31748	CLAY	12	36	(Till) as above, unoxidized, medium gray, firm, sandy
31748	CLAY & SILT	36	46	Medium gray, slightly to moderately firm, no inclusions, massive, (Lacustrine/Glacio-fluvial)
31748	SILT & CLAY	46	56	Slightly firm, very silty but slightly cohesive, massive, (Lacustrine) (Glacio-fluvial)
31748	CLAY & SILT	56	113	As above
31748	CLAY	113	144	Silty, sandy, pebbly inclusions, moderately firm, medium gray, sandy (till)
31748	SAND	144	169	Very fine to very coarse, some gravel, poorly sorted, predominantly very sandy, 40% igneous and silicate sand, 40% shale and lignitic detrital sand, 10% carbonates, 10% rock fragments (The Spiritwood)
31748	SAND & GRAVEL	169	317	Fine sand to very coarse gravel, poorly sorted, occur in varying coarseness in layers, generally very coarse sand, proportions similar to those described above (144' to 169'), very coarse gravel to cobbles 310' to 317'
31748	SHALE	317	320	Black, very indurated, Bedrock Pierre Formation
31749		0	0	See Log for DCBB1
31750		0	0	See Log for DCBB1
31751		0	0	See Log for DCBB1 and Driller's log for DCBB4
31752		0	0	See Log for DCBB1
31753		0	0	See Log for DCBB1
31754	TOPSOIL	0	1	No description
31754	SAND & GRAVEL	1	17	Oxidized to 13', reddish brown then becomes grayish unoxidized, poorly sorted, fine sand to very coarse sand and some 2 to 5mm gravels, 40% quartzose sand, 30% shale, 20% granitics rock fragments, 10% carbonates nd some lignites
31754	CLAY	17	124	Silty, sandy, pebbly inclusions in silty clay matrix, medium gray, moderately firm (till) rocks at 24' to 25', and at 44' to 45', and 77' to 78'
31754	CLAY & SILT	124	128	Massive, no inclusions
31754	CLAY	128	143	(till) as a above, matrix is very black shale derived clay
31754	SHALE	143	156	In place Pierre shale, dark gray to black, massive, slightly brittle, indurated
31754	CLAY	156	162	(till), shaley matrix
31754	CLAY	162	192	Silty, medium gray, moderately firm
31754	SAND & GRAVEL	192	298	Fine sand to coarse gravel, poorly sorted, somewhat stratified in layers of varying coarseness, fine sand up to 25 to 50mm gravel, cobbles toward bottom of section, very tough drilling from 290' to 298', 30% shale, 40% quartzose, 202% rock fragments, 10% carbonates
31754	SHALE	298	300	Black, brittle, indurated, Bedrock Pierre Formation
31755	TOPSOIL	0	1	No description
31755	SAND & GRAVEL	1	11	Oxidized to 7'
31755	CLAY	11	101	(Till) silty, sandy, pebbly inclusions, in clay/silt matrix
31755	CLAY	101	112	Very silty, massive medium gray, slightly cohesive, firm, no inclusions
31755	CLAY	112	130	(Till) as above, rocks at 112' to 113'
31755	SAND	130	163	Very fine to very coarse, moderate sorting, predominantly medium sand
31755	SAND & GRAVEL	163	315	Fine sand to very coarse gravel, poorly sorted, becomes slightly coarse with depth, very coarse near bottom, predominantly very coarse sand to fine gravel, 10% shale, 50% granitic type rock grays, 30% quartzose sand, 10% carbonates, some lignite (The Spiritwood)
31755	SHALE	315	320	Very firm, black, Pierre Formation (Bedrock)
32106	TOPSOIL	0	2	Black
32106	TILL	2	4	Dark brown, non-calcareous
32106	SAND	4	10	Fine to very coarse, brown
32106	TILL	10	15	Brownish gray
32106	TILL	15	25	Light gray
32106	TILL	25	29	Light gray, non-calcareous
32106	SHALE	29	40	Bluish gray, non-calcareous, limestone pebbles (Pierre Shale)
32107	TOPSOIL	0	1	Black
32107	TILL	1	4	Buff
32107	SAND	4	7	Medium to coarse, fine gravel and shale pebbles
32107	TILL	7	12	Yellowish brown
32107	TILL	12	26	Grayish brown
32107	GRAVEL	26	30	No description
32107	SAND	30	35	Coarse to very coarse
32107	GRAVEL	35	40	No description
32107	SAND	40	46	Coarse to very coarse
32107	SHALE	46	50	Light gray, non-calcareous, angular chips, limestone pebbles (Pierre Shale)
32108	TOPSOIL	0	1	Black
32108	TILL	1	14	Yellow
32108	TILL	14	38	Gray
32108	SHALE	38	45	Gray (Pierre Shale)
32110	TOPSOIL	0	1	Black
32110	TILL	1	4	Grayish-tan
32110	SAND	4	6	Fine to coarse, fine gravel
32110	TILL	6	8	Grayish-tan
32110	TILL	8	18	Gray, shale pebbles
32111	TOPSOIL	0	2	Black
32111	SAND	2	10	Very coarse, medium gravel
32111	SAND	10	16	Very coarse,  clayey, gray
32111	TILL	16	22	Gray
32111	TILL	22	24	Gray, shale pebbles
32111	SHALE	24	35	Gray (Pierre Shale)
32113	TILL	0	16	Buff
32113	TILL	16	28	Gray
32113	GRAVEL	28	30	Gray, shale pebbles
32113	TILL	30	35	Grayish-tan
32113	SAND	35	37	Very coarse, fine gravel
32114	TOPSOIL	0	1	Black
32114	TILL	1	4	Grayish-tan
32114	SAND	4	5	Fine to coarse, gravel and shale pebbles
32114	TILL	5	9	Yellowish-brown
32114	TILL	9	25	Gray
32114	SAND	25	27	Medium to coarse, gravel and shale pebbles
32114	TILL	27	30	Gray
32114	TILL	30	37	Greenish-gray
32114	SHALE	37	58	Bluish gray (Pierre Shale)
32115	TOPSOIL	0	1	Black
32115	TILL	1	9	Yellowish-brown
32115	TILL	9	16	Gray
32115	GRAVEL	16	18	Fine to medium, shale pebbles
32115	TILL	18	21	Gray
32115	SAND	21	27	Medium to very coarse
32115	TILL	27	36	Gray
32116	TOPSOIL	0	1	Black, coarse gravel
32116	SAND & GRAVEL	1	5	No description
32116	GRAVEL	5	19	No description
32116	TILL	19	21	Yellow
32116	TILL	21	47	Gray, rock from 46 to 47 feet
32116	TILL	47	67	Greenish-gray, lignite fragments
32116	TILL	67	76	Gray
32116	GRAVEL	76	77	Boulders
32116	SHALE	77	85	Bluish-gray (Pierre Shale)
32117	TOPSOIL	0	1	Black
32117	TILL	1	3	Tan, highly calcareous
32117	TILL	3	13	Yellowish-brown, highly calcareous
32117	SAND	13	18	Gray
32117	TILL	18	30	Gray
32117	SAND	30	40	Gray, lignite fragments
32117	TILL	40	55	Bluish-gray, shale pebbles
32117	TILL	55	75	Bluish-gray
32117	SAND	75	85	Gray
32117	GRAVEL	85	120	No description
32118	TOPSOIL	0	1	Black
32118	TILL	1	10	Tan
32118	TILL	10	15	Yellowish-brown
32118	TILL	15	20	Brownish-gray
32118	TILL	20	30	Light-gray
32118	GRAVEL	30	70	No description
32118	SHALE	70	75	Gray, angular chips, clayey, sandy, slightly calcareous, sand and fine gravel (Pierre Shale)
32119	TOPSOIL	0	1	Black
32119	TILL	1	13	Buff
32119	TILL	13	22	Gray
32119	SAND	22	23	Coarse, fine to medium gravel
32119	TILL	23	33	Gray
32119	GRAVEL	33	35	Fine to medium, shale pebbles
32119	TILL	35	72	Gray
32119	SHALE	72	130	Bluish-gray, non-calcareous (Pierre Shale)
32119	SHALE	130	140	Gray, calcareous, fine gravel and whitish clay (Pierre Shale)
32119	SHALE	140	145	Bluish-gray, non-calcareous (Pierre Shale)
32120	TOPSOIL	0	1	Black
32120	TILL	1	13	Yellowish-brown
32120	TILL	13	40	Gray, lignite fragments from 30 to 40 feet
32120	TILL	40	70	Gravel, lignite fragments
32120	TILL	70	105	Light-gray
32120	TILL	105	145	Bluish-gray, shale pebbles
32120	SHALE	145	149	Bluish-gray (Pierre Shale)
32121	TOPSOIL	0	1	Black
32121	TILL	1	13	Yellowish-brown
32121	TILL	13	23	Gray
32121	SAND	23	24	Coarse, fine gravel and shale pebbles
32121	TILL	24	32	Gray
32121	SAND	32	34	Coarse, fine to medium gravel and shale pebbles
32121	TILL	34	40	Gray, lignite fragments
32121	SAND & GRAVEL	40	45	No description
32121	TILL	45	125	Gray, lignite fragments
32121	TILL	125	162	Gray
32121	SHALE	162	165	Gray (Pierre Shale)
32122	TOPSOIL	0	1	Black
32122	TILLt	1	29	Yellowish-brown
32122	TILL	29	46	Gray
32122	GRAVEL	46	49	Fine to medium, shale pebbles
32122	TILL	49	110	Gray
32122	GRAVEL	110	115	No description
32122	TILL	115	145	Gray, slightly calcareous
32122	TILL	145	149	Bluish-gray
32122	SHALE	149	155	Bluish-gray, non-calcareous (Pierre Shale)
32123	TOPSOIL	0	1	Black
32123	SAND & GRAVEL	1	3	No description
32123	TILL	3	24	Tannish-brown
32123	TILL	24	45	Brownish-gray
32123	TILL	45	70	Gray
32123	SAND & GRAVEL	70	80	Shale pebbles
32123	SHALE	80	108	Bluish-gray, non-calcareous (Pierre Shale)
32124	TOPSOIL	0	1	Black
32124	TILL	1	22	Yellowish-brown
32124	TILL	22	120	Gray
32124	SAND & GRAVEL	120	130	Shale pebbles
32124	TILL	130	145	Gray
32124	SHALE	145	155	Gray, non-calcareous (Pierre Shale)
32125	TOPSOIL	0	1	Black
32125	TILL	1	25	Yellowish-brown
32125	TILL	25	34	Gray
32125	SHALE	34	40	Bluish-gray, non-calcareous (Pierre Shale)
32126	TOPSOIL	0	1	Black
32126	TILL	1	2	Whitish-gray
32126	TILL	2	14	Yellowish-brown
32126	TILL	14	19	Gray
32126	SAND	19	20	Medium to coarse, fine gravel and shale pebbles
32126	TILL	20	30	Gray
32126	SAND	30	32	Gray
32126	TILL	32	51	Gray, shale pebbles
32126	SHALE	51	60	Light gray to bluish-gray, angular chips, non-calcareous (Pierre Shale)
32127	TOPSOIL	0	1	Black
32127	TILL	1	16	Yellowish-brown
32127	TILL	16	33	Gray
32127	SAND	33	40	Medium to very coarse
32127	GRAVEL	40	85	No description
32127	SHALE	85	87	Gray, calcareous, sand and gravel (Pierre Shale)
32128	TOPSOIL	0	1	Black
32128	TILL	1	5	Tannish-brown
32128	TILL	5	15	Yellowish-brown
32128	TILL	15	30	Gray
32128	SAND	30	35	Medium to very coarse
32128	GRAVEL	35	50	No description
32128	GRAVEL	50	90	Silt
32128	SAND	90	92	Coarse to very coarse
32128	SHALE	92	97	Gray, calcareous, sand and gravel (Pierre Shale)
32130	TOPSOIL	0	1	Black
32130	TILL	1	5	Tannish-brown
32130	TILL	5	15	Yellowish-brown
32130	TILL	15	32	Light gray to bluish-gray, shale pebbles
32130	GRAVEL	32	38	Shale pebbles
32130	SAND	38	45	Medium to very coarse
32130	GRAVEL	45	50	No description
32130	SAND	50	55	Coarse to very coarse
32130	GRAVEL	55	59	No description
32130	SAND	59	70	No description
32130	SAND	70	85	Coarse to very coarse
32130	GRAVEL	85	90	No description
32130	SAND	90	95	Coarse to very coarse
32130	GRAVEL	95	100	No description
32130	SAND	100	114	Coarse to very coarse
32130	SHALE	114	120	Gray, calcareous, limestone pebbles (Pierre Shale)
32131	TOPSOIL	0	1	Black
32131	TILL	1	4	Tannish brown
32131	TILL	4	9	Yellowish brown
32131	SAND	9	10	Medium to coarse, fine to medium gravel and shale pebbles
32131	TILL	10	16	Yellowish-brown
32131	TILL	16	22	Grayish-brown
32131	SAND	22	25	Medium to very coarse
32131	TILL	25	31	Gray
32131	SHALE	31	40	Bluish-gray, non-calcareous, limestone pebbles (Pierre Shale)
32133	TOPSOIL	0	1	Black
32133	TILL	1	17	Buff
32133	TILL	17	20	Gray
32133	SAND	20	30	Medium to coarse, shale pebbles
32133	TILL	30	156	Gray
32133	SHALE	156	160	Gray (Pierre Shale)
32134	TOPSOIL	0	1	Black
32134	TILL	1	19	Light-tan
32134	TILL	19	38	Gray
32134	SAND	38	45	Very coarse, fine gravel
32134	GRAVEL	45	70	Fine, coarse sand
32134	GRAVEL	70	85	Medium to coarse
32134	GRAVEL	85	90	Coarse
32134	GRAVEL	90	94	Coarse; coarse sand
32134	SHALE	94	100	Gray (Pierre Shale)
32135	TILL	0	8	Buff
32135	SAND	8	20	Very coarse, fine gravel
32135	SAND & GRAVEL	20	25	Clayey
32135	GRAVEL	25	33	Fine to coarse
32135	SHALE	33	38	Gray (Pierre Shale)
32136	TOPSOIL	0	1	Black
32136	TILL	1	5	Whitish-gray
32136	SAND	5	15	Yellowish-brown
32136	SAND	15	20	Medium to very coarse
32136	GRAVEL	20	35	No description
32136	TILL	35	40	Tannish-gray
32136	GRAVEL	40	45	Gray
32136	SAND	45	50	Gray
32136	GRAVEL	50	60	Gray
32136	SAND	60	65	Coarse to very coarse
32136	GRAVEL	65	80	Gray
32136	GRAVEL	80	90	Gray
32136	SAND	90	100	Gray
32136	TILL	100	115	Gray, shale pebbles
32136	TILL	115	124	Gray, shale pebbles, non-calcareous
32136	SHALE	124	130	Bluish-gray, non-calcareous, limestone pebbles (Pierre Shale)
32137	TOPSOIL	0	1	Black
32137	TILL	1	7	Tan to yellowish-brown
32137	SAND	7	8	Coarse, fine gravel and shale pebbles
32137	TILL	8	13	Yellowish-brown
32137	SAND	13	16	Medium to very coarse
32137	TILL	16	28	Gray, shale pebbles
32137	SHALE	28	40	Bluish-gray, non-calcareous, limestone pebbles (Pierre Shale)
32139	TILL	0	3	Bluish-gray, highly calcareous
32139	TILL	3	16	Tan
32139	SAND	16	18	Medium to very coarse, fine gravel and shale pebbles
32139	TILL	18	21	Light-gray
32139	SAND	21	25	Medium to coarse, fine to medium gravel and shale pebbles
32139	SAND	25	30	Coarse, fine gravel
32139	SAND	30	45	Fine to medium
32139	SAND	45	55	Coarse
32139	GRAVEL	55	77	Fine to coarse, coarse sand
32140	SAND	0	22	Fine to coarse
32140	GRAVEL	22	38	Fine to medium, coarse sand
32140	SHALE	38	40	Gray, coarse sand (Pierre Shale)
32417	TOPSOIL	0	1	black
32417	TILL	1	4	yellow
32417	SAND	4	9	f. and med., oxidized
32417	SAND	9	16	fi. and med., gray, unoxidized
32417	SAND	16	20	fi. and co., gray 
32417	SILT	20	35	abundant clay, light gray, increasing brittleness and clay with depth, possible silt stone
32418	TOPSOIL	0	3	black
32418	SAND	3	4	co. and fi. with gravel 
32418	CLAY	4	14	est. 40% with silt, stiff, grayish brown with mottles
32418	CLAY	14	21	est. 40%, silty,  brown, mottled, very stiff
32418	CLAY	21	25	et. 40%, dark gray, very stiff
32418	SHALE	25	40	bedrock, dark gray, very stiff, somewhat brittle, @40% clay
32419	LOAM	0	2	silt loam, black, some vf sand, < 10% clay (est.)
32419	LOAM	2	2.5	same, gray, some gravel
32419	SAND	2.5	3.5	fi., some silt, < 5% clay (est.)
32419	SAND	3.5	4.5	silty, fi., gray, with detrital shale
32419	SAND	4.5	5.5	silty, fi., gray
32419	SAND	5.5	7.5	vf., gravelly, gray, with dark green peat
32419	SAND	7.5	8.5	silty, fi., gray, < 10 % clay (est.)
32419	SAND	8.5	12	fi., silty, dark gray, < 10% clay
32419	SILT	12	21	black, 15-20% clay (est.), + fine sand (gritty) and peat layers.
32420	SAND	0	1	brown, some fine gravel
32420	SAND	1	1.5	gray, with gravel
32420	SILT	1.5	3	with abundant organic matter, black
32420	SILT	3	5	w/ abundant organic matter, black 
32420	SILT	5.5	8	gray, 15% clay (ests.)
32420	SILT	8	10	gray, @ 10%  clay (est.) 
32420	SILT	10	12	15-20% clay (ests.), some co. sand
32420	SILT	12	16	gray, 10% clay (est.)
32420	SILT	16	17	brown, 10% clayh (est.) some sand
32420	SILT	17	20	10 % clay, est., some sand, gray, appr. 30% peat
32420	SILT	20	22	gray, with peat and fine gravel
32421	LOAM	0	1.5	black, @15-25% clay, abrasive, some co. sand, pre silt, abundant organic matter
32421	LOAM	1.5	3	@15% clay, pred. silt, some sand, gray, unoxidized
32421	SAND	3	12	silty, gray
32421	CLAY	12	17	dense, silty, gray, est. >40% clay
32422	CLAY	0	4	siltyh, light greenish gray, est. 30% clay
32422	CLAY	4	16	est. 30% clay, silty, same as above, many mottles
34234	TOPSOIL	0	1	
34234	CLAY	1	4	gray
34234	SAND & GRAVEL	4	16	
34234	TILL	16	118	
34234	SAND	118	170	coarse
34235	TOPSOIL	0	1	
34235	CLAY	1	9	
34235	SAND	9	16	
34235	TILL	16	78	
34235	SAND	78	84	
34235	TILL	84	87	
