date,gross_precipitation,net_infiltration,runoff,runoff_outside,actual_et,reference_ET0,interception,rejected_net_infiltration,soil_storage,snowfall
1/1/1995,0,0,0,0,0.010265484,0.015885911,0,0,1.668209848,0
1/2/1995,0.009789379,0,0,0,0.002829816,0.004380007,0,0,1.66660978,0.009789379
1/3/1995,0.044817973,0,0,0,0.002470227,0.003838361,0,0,1.665256172,0.044817973
1/4/1995,6.39E-05,0,0,0,0,0,0,0,1.665256172,6.39E-05
1/5/1995,0.014510836,0,0,0,0.000308559,0.000511524,0,0,1.665055609,0.014510836
1/6/1995,0,0,0,0,0.006412993,0.009968237,0,0,1.661550571,0
1/7/1995,1.33E-06,0,0,0,0.001648918,0.002604254,0,0,1.660611623,1.33E-06
1/8/1995,0,0,0,0,0.010775124,0.01671349,0,0,1.654801122,0
1/9/1995,0,0,0,0,0.01075756,0.016708328,0,0,1.649023745,0
1/10/1995,0.010784103,0,0,0,0.01136874,0.01768593,0,0,1.642939545,0.010784103
1/11/1995,0.09145815,0,0,0,0.005071824,0.007912141,0,0,1.640220227,0.09145815
1/12/1995,0.002851865,0,0,0,0,0,0,0,1.640220227,0.002851865
1/13/1995,0.017462569,0,0,0,0,0,0,0,1.640220227,0.017462569
1/14/1995,0,0,0,0,0.001375025,0.002231952,0,0,1.639401982,0
1/15/1995,0,0,0,0,0.003297649,0.005129611,0,0,1.637655339,0
1/16/1995,0,0,0,0,0,0,0,0,1.637655339,0
1/17/1995,0,0,0,0,0,0,0,0,1.637655339,0
1/18/1995,0,0,0,0,0.012098747,0.018830252,0,0,1.631272239,0
1/19/1995,0,0,0,0,0.003881501,0.006120924,0,0,1.629160894,0
1/20/1995,0,0,0,0,0.000234093,0.00039219,0,0,1.629012247,0
1/21/1995,0,0,0,0,0,0,0,0,1.629012247,0
1/22/1995,0.004040587,0,0,0,0.001664916,0.002643047,0,0,1.628092149,0.004040587
1/23/1995,0,0,0,0,0.0029785,0.004711888,0,0,1.626464325,0
1/24/1995,0,0,0,0,0.004132647,0.006475396,0,0,1.624269912,0
1/25/1995,0,0,0,0,0.006087931,0.009504603,0,0,1.62108085,0
1/26/1995,0,0,0,0,0.005405534,0.008438435,0,0,1.618262073,0
1/27/1995,0,0,0,0,0.005277357,0.008235961,0,0,1.615522758,0
1/28/1995,0,0,0,0,0.007733095,0.012120702,0,0,1.611478477,0
1/29/1995,0,0,0,0,0.010386106,0.016314546,0,0,1.606048482,0
1/30/1995,0,0,0,0,0.006544042,0.010290192,0,0,1.602637416,0
1/31/1995,0,0,0,0,0.008424427,0.013274148,0,0,1.598244934,0
2/1/1995,0,0,0,0,0.00839279,0.013251836,0,0,1.593869887,0
2/2/1995,0,0,0,0,0.010502867,0.016586141,0,0,1.588429334,0
2/3/1995,0,0,0.06164249,0.000173161,0.030882596,0.030883774,0,0,1.69769369,0
2/4/1995,0.019661658,0,0,0,0.008450147,0.012879889,0,0,1.693131031,0.019661658
2/5/1995,2.08E-07,0,0,0,0.011749916,0.017924462,0,0,1.686818117,2.08E-07
2/6/1995,0,0,0,0,0.01262357,0.019295108,0,0,1.680058015,0
2/7/1995,0,0,0,0,0.016131661,0.024775523,0,0,1.671389033,0
2/8/1995,0,0,0,0,0.011239163,0.01734238,0,0,1.665326984,0
2/9/1995,0.005517828,0,1.33E-06,0,0.027871948,0.042886289,0,0,1.66851648,0.005517828
2/10/1995,0.024795086,0,0,0,0.005504029,0.008488619,0,0,1.665556514,0.024795086
2/11/1995,0.034046623,0,0,0,2.25E-06,3.05E-06,0,0,1.665555767,0.034046623
2/12/1995,0.01935491,0,0,0,0,0,0,0,1.665555767,0.01935491
2/13/1995,0,0,0,0,0.003539363,0.005364957,0,0,1.663756285,0
2/14/1995,0.02224192,0,0,0,2.44E-05,4.21E-05,0,0,1.663738345,0.02224192
2/15/1995,0.12266357,0,0,0,0.004147064,0.006416403,0,0,1.661503144,0.12266357
2/16/1995,0.006460734,0,0,0,0.005704466,0.008715151,0,0,1.658551388,0.006460734
2/17/1995,0,0,0,0,0.005547698,0.008552383,0,0,1.655614748,0
2/18/1995,0,0,0,0,0.008594719,0.01332341,0,0,1.651013757,0
2/19/1995,0,0,0,0,0.007624108,0.011649932,0,0,1.647129428,0
2/20/1995,0,0,0,0,0.011037898,0.017057179,0,0,1.641351144,0
2/21/1995,0,0,0,0,0.024494222,0.037827392,0,0,1.628717038,0
2/22/1995,0,0,0.065746846,0.000157731,0.050269367,0.05074263,0,0,1.741276705,0
2/23/1995,0,0,0.002347419,9.45E-07,0.044108284,0.065155802,0,0,1.722582331,0
2/24/1995,0,0,0,0,0.037960597,0.057362244,0,0,1.702163386,0
2/25/1995,0.119332558,0,0.035051786,0.000114065,0.024593637,0.02459452,0,0,1.765261041,0
2/26/1995,0.859926391,0.000399143,0.510599942,0.001027691,0.029503221,0.02950432,0,2.11E-05,2.136718714,0
2/27/1995,1.98E-05,0,1.73E-05,2.50E-06,0.02732763,0.035908203,0,0,2.120457677,1.98E-05
2/28/1995,0,0,0,0,0.032992964,0.043725895,0,0,2.100619316,0
3/1/1995,0,0,0,0,0.023215813,0.030954104,0,0,2.086681889,0
3/2/1995,0,0,0,0,0.027347932,0.036639255,0,0,2.070310491,0
3/3/1995,0,0,0,0,0.034733003,0.046685948,0,0,2.04986182,0
3/4/1995,0,0,0,0,0.045829885,0.062244094,0,0,2.0227313,0
3/5/1995,0,0,0,0,0.053114919,0.072791051,0,0,1.991571907,0
3/6/1995,0,0,0,0,0.063058829,0.0873638,0,0,1.9549421,0
3/7/1995,0.002145172,0,0,0,0.049111407,0.068716328,0,0,1.927728685,0
3/8/1995,0.154421745,0,0.026749039,4.87E-05,0.070543741,0.070911779,0,0,1.987516762,0
3/9/1995,0.043641636,0,0,0,0.023276972,0.032267176,0,0,1.973831669,0.043641636
3/10/1995,0,0,0,0,0.013919877,0.019303201,0,0,1.965790963,0
3/11/1995,0,0,0,0,0.024016212,0.033400107,0,0,1.952004211,0
3/12/1995,0,0,0,0,0.019860401,0.027857202,0,0,1.940423066,0
3/13/1995,0,0,0,0,0.021238227,0.029786018,0,0,1.928296496,0
3/14/1995,0.025632891,0,0,0,0.021689103,0.030655876,0,0,1.915754098,0.025632891
3/15/1995,0.060235555,0,0,0,0.016222975,0.022988276,0,0,1.906444137,0.060235555
3/16/1995,0,0,0,0,0.013855838,0.01958962,0,0,1.898684074,0
3/17/1995,0,0,0,0,0.020275054,0.028748674,0,0,1.88737034,0
3/18/1995,0.000858023,0,0,0,0.026744029,0.038279365,0,0,1.872188326,0.000858023
3/19/1995,0,0,0.017363651,4.15E-05,0.074388775,0.074717127,0,0,1.912541031,0
3/20/1995,0,0,0,0,0.048845145,0.069272509,0,0,1.885065213,0
3/21/1995,0.001869755,0,0,0,0.020270316,0.028960164,0,0,1.875200033,0.001869755
3/22/1995,0,0,0,0,0.045778953,0.06581746,0,0,1.849566449,0
3/23/1995,0.023658029,0,4.21E-05,1.22E-07,0.069394402,0.100306568,0,0,1.825211815,0
3/24/1995,0.183169296,0,0.041715604,0.000125799,0.084955545,0.084958696,0,0,1.885858819,0
3/25/1995,0.01795816,0,1.08E-07,0,0.045089389,0.064563347,0,0,1.871665301,0
3/26/1995,0,0,0,0,0.050199265,0.072422691,0,0,1.843382207,0
3/27/1995,0,0,0,0,0.049282262,0.071790906,0,0,1.815814961,0
3/28/1995,0,0,0,0,0.030512521,0.044969795,0,0,1.798595515,0
3/29/1995,0,0,0,0,0.051424218,0.075988411,0,0,1.770350953,0
3/30/1995,0.001230782,0,0,0,0.059258801,0.088544367,0,0,1.738616531,0.000345972
3/31/1995,0.017538042,0,0,0,0.068116734,0.102403903,0,0,1.714716521,0
4/1/1995,0.002300038,0,0,0,0.04245044,0.064572433,0,0,1.693742657,0
4/2/1995,0.100481605,0,0.009700591,4.57E-05,0.074478635,0.084080178,0,0,1.712971621,0
4/3/1995,0.063435096,0,0.001943234,1.08E-05,0.052344285,0.061518643,0,0,1.726290152,0.027173477
4/4/1995,0,0,0,0,0.040031491,0.060662245,0,0,1.704680016,0
4/5/1995,0.022741634,0,0,0,0.064062959,0.097533999,0,0,1.685438339,0.022717737
4/6/1995,0.016158867,0,0,0,0.065439463,0.100323645,0,0,1.663543438,0.016158867
4/7/1995,0,0,0,0,0.034368486,0.053280465,0,0,1.64528206,0
4/8/1995,0,0,0,0,0.0404235,0.063093614,0,0,1.623973529,0
4/9/1995,0,0,0,0,0.06946583,0.10966905,0,0,1.587595757,0
4/10/1995,0,0,0,0,0.040260127,0.064227146,0,0,1.56672521,0
4/11/1995,0.039952188,0,0,0,0.021177344,0.034063414,0,0,1.555727983,0.039952188
4/12/1995,3.16E-07,0,0,0,0.033160704,0.053364077,0,0,1.538850125,3.16E-07
4/13/1995,3.52E-09,0,0,0,0.029456889,0.047527648,0,0,1.524105702,3.52E-09
4/14/1995,0.074678031,0,0.003394924,2.73E-05,0.055373588,0.083647964,0,0,1.519573835,0.074678031
4/15/1995,0.049892611,0,0,0,0.017359218,0.028236656,0,0,1.510920884,0.049892611
4/16/1995,0,0,0,0,0.031709758,0.051797895,0,0,1.495199863,0
4/17/1995,0,0,0.020365596,3.93E-05,0.064428567,0.074698507,0,0,1.550592312,0
4/18/1995,0,0,0,0,0.064338781,0.103846601,0,0,1.518912807,0
4/19/1995,0.00053096,0,0,0,0.069810721,0.114245456,0,0,1.484380247,0
4/20/1995,0,0,0,0,0.060827472,0.100640734,0,0,1.454415645,0
4/21/1995,0,0,0,0,0.077038272,0.129218734,0,0,1.416871822,0
4/22/1995,0,0,0,0,0.101993078,0.173762217,0,0,1.368222087,0
4/23/1995,0,0,0,0,0.090305381,0.157093479,0,0,1.325596191,0
4/24/1995,0,0,0,0,0.08763393,0.154955234,0,0,1.285025088,0
4/25/1995,0,0,0,0,0.088050365,0.157976212,0,0,1.245215228,0
4/26/1995,2.27E-05,0,0,0,0.078987055,0.144181835,0,0,1.209971899,0
4/27/1995,0.137802991,0,0.001998994,1.37E-05,0.116533038,0.146279019,0,0,1.24095064,0
4/28/1995,0.014981989,0,0,0,0.073423806,0.133135435,0,0,1.220221662,0
4/29/1995,6.75E-05,0,0,0,0.071296429,0.131050958,0,0,1.188921251,0
4/30/1995,0.175273753,0,0.00816103,2.65E-05,0.143386216,0.146592722,0,0,1.213575766,0
5/1/1995,4.58E-05,0,0,0,0.087401142,0.160863288,4.07E-05,0,1.175548924,0
5/2/1995,0,0,0,0,0.081477821,0.152657242,0,0,1.140558578,0
5/3/1995,0,0,0,0,0.109944826,0.209063345,0,0,1.094716082,0
5/4/1995,0,0,0,0,0.097538887,0.189626295,0,0,1.05465173,0
5/5/1995,5.13E-05,0,0,0,0.102730846,0.202791087,3.93E-05,0,1.013759294,0
5/6/1995,0.074873333,0,6.56E-05,4.61E-07,0.139154022,0.217309117,0.030201311,0,0.992866202,0
5/7/1995,0.001022768,0,0,0,0.076275534,0.153655338,0.000396969,0,0.963725792,0
5/8/1995,0.141202639,0,0.001439702,5.61E-06,0.114654037,0.150603619,0.033590165,0,0.99772844,0
5/9/1995,0.000160119,0,0,0,0.071152767,0.142646182,0.000109397,0,0.970339872,0
5/10/1995,0.031205534,0,0,0,0.0994158,0.154790979,0.023242276,0,0.943633249,0
5/11/1995,0.063435354,0,0.001836255,1.45E-05,0.100869581,0.143320431,0.026259117,0,0.932499386,0
5/12/1995,0.065672555,0,0.001417786,1.79E-05,0.077121224,0.097346788,0.029135728,0,0.931392932,0
5/13/1995,0.079840664,0,0.001285555,1.35E-06,0.076427276,0.085421194,0.033464691,0,0.942270208,0
5/14/1995,0.001156998,0,0,0,0.052052667,0.106129424,0.000447808,0,0.922957183,0
5/15/1995,0.016594185,0,0.000177203,0,0.083305927,0.157030018,0.006673261,0,0.901974014,0
5/16/1995,0.135326321,0,0.002153907,1.57E-05,0.123925654,0.148514488,0.033582054,0,0.929892075,0
5/17/1995,0,0,0,0,0.07202124,0.148613953,0,0,0.903304373,0
5/18/1995,0,0,0,0,0.063447308,0.133144512,0,0,0.880063796,0
5/19/1995,0.00060743,0,0,0,0.067707168,0.141992251,0.000516266,0,0.856127348,0
5/20/1995,0.027835806,0,0,0,0.107002156,0.188263569,0.018807211,0,0.826812341,0
5/21/1995,0.037321799,0,0,0,0.094962926,0.15791846,0.021517552,0,0.808478451,0
5/22/1995,0,0,0,0,0.083733149,0.18406393,0,0,0.780202528,0
5/23/1995,0.013332981,0,0,0,0.099248733,0.197530254,0.010081183,0,0.75178468,0
5/24/1995,1.03E-05,0,0,0,0.084394404,0.189644148,7.72E-06,0,0.725094911,0
5/25/1995,0,0,0,0,0.077411206,0.175669886,0,0,0.70139223,0
5/26/1995,0,0,0,0,0.077141315,0.178134951,0,0,0.678082663,0
5/27/1995,0.153587827,0,0.000963869,5.37E-06,0.115330631,0.179566604,0.033528679,0,0.725924499,0
5/28/1995,0.250841881,0,0.036944153,0.000148027,0.147553412,0.113989723,0.033635805,0,0.795732947,0
5/29/1995,0.000334087,0,0,0,0.085325207,0.185473477,0.00030552,0,0.767493953,0
5/30/1995,0.01155718,0,0,0,0.072842986,0.139625625,0.009619477,0,0.747397623,0
5/31/1995,0.001177213,0,0,0,0.086600396,0.191239851,0.000961904,0,0.720323464,0
6/1/1995,0.093584945,0,2.38E-05,4.24E-07,0.096068533,0.138475408,0.033635805,0,0.735382744,0
6/2/1995,0.081322185,0,0.003562597,2.31E-05,0.086985696,0.127365793,0.026652608,0,0.743967375,0
6/3/1995,0.000407822,0,0,0,0.072144104,0.160534339,0.000283275,0,0.721038402,0
6/4/1995,0.103817921,0,0.001404666,1.66E-05,0.087598491,0.10084704,0.033635805,0,0.744072516,0
6/5/1995,0,0,0,0,0.077411485,0.172375201,0,0,0.719458126,0
6/6/1995,0,0,0,0,0.079859368,0.179937455,0,0,0.694760459,0
6/7/1995,0,0,0,0,0.088093597,0.202157291,0,0,0.668015441,0
6/8/1995,7.32E-05,0,0,0,0.110489141,0.256523761,5.70E-05,0,0.635817001,0
6/9/1995,0.030873238,0,1.92E-08,0,0.102730524,0.215443066,0.012111996,0,0.61578587,0
6/10/1995,1.59E-06,0,0,0,0.104075946,0.251618131,1.25E-06,0,0.586525033,0
6/11/1995,0.000132398,0,0,0,0.064016217,0.156208143,0.000107103,0,0.569170684,0
6/12/1995,0.104085104,0,0.001090064,1.60E-05,0.11797545,0.213390687,0.027223396,0,0.582412102,0
6/13/1995,3.38000666,0.037590689,1.584945557,0.003315088,0.255063884,0.221438316,0.033635805,0.004292165,2.240777229,0
6/14/1995,2.233796975,0.114381082,1.705764074,0.002716651,0.190691593,0.157063613,0.033635805,0.014374361,2.630364734,0
6/15/1995,0.04700561,0.001388973,0.006023427,0.000100414,0.141648653,0.130529159,0.027490191,0.000533303,2.566461368,0
6/16/1995,0.493629756,0.034099689,0.177970773,0.000391851,0.172213061,0.138584119,0.033635805,0.000578925,2.693757066,0
6/17/1995,0.050390363,6.07E-05,0.00013892,1.94E-05,0.129246955,0.111602712,0.030364592,6.03E-06,2.638340768,0
6/18/1995,0.023661144,0,1.47E-06,0,0.137249562,0.137143825,0.017950213,0,2.56153206,0
6/19/1995,0.004282968,0,3.09E-08,0,0.141657056,0.162192142,0.003851853,0,2.473037547,0
6/20/1995,0.415471811,0.008920365,0.070133323,0.000177912,0.174098688,0.140470005,0.033635805,0.000107997,2.641771585,0
6/21/1995,0.176361694,0.000242816,0.015111139,6.33E-05,0.153372565,0.125355548,0.033635805,0,2.651971908,0
6/22/1995,0.037102693,0,0,0,0.160033055,0.153287299,0.026811477,0,2.567698477,0
6/23/1995,0.038340477,0,0,0,0.195505471,0.200820193,0.025440401,0,2.464879251,0
6/24/1995,0.006184206,0,0,0,0.161213334,0.190796232,0.004363606,0,2.366518415,0
6/25/1995,0.148753771,0,0.002411293,1.53E-05,0.190343983,0.186102034,0.033514057,0,2.348200715,0
6/26/1995,0.014611873,0,0,0,0.133800146,0.155330589,0.010068416,0,2.272764801,0
6/27/1995,0.035447401,0,0,0,0.153092243,0.167547854,0.022608031,0,2.198848742,0
6/28/1995,0.03657295,0,0,0,0.149951153,0.162795823,0.026052374,0,2.128003357,0
6/29/1995,0.064865017,0,0,0,0.163645154,0.177181419,0.031123215,0,2.068015962,0
6/30/1995,0.095070368,0,2.19E-08,0,0.183573009,0.203328608,0.033635805,0,2.018792891,0
7/1/1995,0,0,0,0,0.165047899,0.230463793,0,0,1.924411651,0
7/2/1995,0.011715435,0,3.40E-05,6.07E-07,0.174016307,0.243293002,0.005180286,0,1.833643356,0
7/3/1995,0.417621573,0,0.100034382,0.00033377,0.152924304,0.120349405,0.033635805,0,2.008297775,0
7/4/1995,0.194881836,3.19E-05,0.015672639,4.03E-05,0.151485578,0.137395172,0.032698125,0,2.054782638,0
7/5/1995,0.543538978,0.000310257,0.108446172,0.000384773,0.226038049,0.192781977,0.033635805,1.49E-05,2.273594297,0
7/6/1995,0,0,0,0,0.132501777,0.170412487,0,0,2.193327566,0
7/7/1995,0.214483847,6.79E-05,0.024770518,5.25E-05,0.164423437,0.151044265,0.033471932,0,2.226247497,0
7/8/1995,0.064142327,0,1.86E-05,4.49E-07,0.172434047,0.193824027,0.022975452,0,2.15842847,0
7/9/1995,5.28E-07,0,0,0,0.162393051,0.21696965,4.13E-07,0,2.062173807,0
7/10/1995,0.000238509,0,0,0,0.145847165,0.200392556,0.000206764,0,1.977511415,0
7/11/1995,0.036679007,0,0.009783554,0.000111955,0.139571839,0.187297218,0.004733255,0,1.911333186,0
7/12/1995,1.110853666,0.008859365,0.332265568,0.001069058,0.181424093,0.147795632,0.033635805,0.000979104,2.53036782,0
7/13/1995,0.000157929,7.47E-05,0.000267488,4.95E-05,0.187042925,0.225017294,0.000130996,1.23E-05,2.412095004,0
7/14/1995,0,0,0,0,0.164025616,0.204031017,0,0,2.309960869,0
7/15/1995,0.00220991,0,8.19E-05,1.44E-06,0.159190864,0.203165266,0.00063098,0,2.213843476,0
7/16/1995,0.608652275,0.00031727,0.151779235,0.000469415,0.257161627,0.223535908,0.033635805,3.85E-05,2.428164658,0
7/17/1995,0,0,2.94E-07,0,0.15536676,0.191994902,0,0,2.331282007,0
7/18/1995,0.011678895,0,0,0,0.117430785,0.136049324,0.009927304,0,2.265928061,0
7/19/1995,0.007185756,0,0,0,0.093854582,0.113406053,0.005549455,0,2.214304631,0
7/20/1995,0.065966255,0,7.82E-06,0,0.138123008,0.144210229,0.027532834,0,2.168851797,0
7/21/1995,1.09E-06,0,0,0,0.12174097,0.162232519,8.53E-07,0,2.096718154,0
7/22/1995,0,0,0,0,0.130475706,0.178037094,0,0,2.020599362,0
7/23/1995,0,0,0,0,0.128546884,0.179776721,0,0,1.946775825,0
7/24/1995,0,0,0,0,0.143336068,0.205385938,0,0,1.86645213,0
7/25/1995,0.019932748,0,0,0,0.155085751,0.210692893,0.011969748,0,1.78957752,0
7/26/1995,0.304934673,0,0.049022439,0.00017988,0.188530909,0.15687042,0.033635805,0,1.861849911,0
7/27/1995,0,0,0,0,0.140015717,0.206312941,0,0,1.784749749,0
7/28/1995,0,0,0,0,0.135725691,0.205386326,0,0,1.711427836,0
7/29/1995,0,0,0,0,0.130657142,0.202606345,0,0,1.642501808,0
7/30/1995,0,0,0,0,0.119232946,0.189080178,0,0,1.581104028,0
7/31/1995,0.014688817,0,0,0,0.144232145,0.216562227,0.01119618,0,1.513942285,0
8/1/1995,0.062342269,0,0,0,0.16748004,0.221913696,0.033414072,0,1.461122149,0
8/2/1995,0.000963843,0,0,0,0.117716729,0.197983719,0.000877344,0,1.404697068,0
8/3/1995,0.046794477,0,0,0,0.138338792,0.185593058,0.030834666,0,1.359991257,0
8/4/1995,0.001473043,0,0,0,0.101735833,0.176777669,0.001135793,0,1.313484527,0
8/5/1995,0.726588567,3.02E-05,0.203713413,0.000663835,0.229216526,0.195589738,0.033635805,0,1.62710296,0
8/6/1995,0.05921884,0,1.23E-07,0,0.140234674,0.177355028,0.027462919,0,1.580590569,0
8/7/1995,0.001619535,0,0,0,0.10775411,0.171544123,0.001023252,0,1.526422673,0
8/8/1995,0,0,0,0,0.104736779,0.172133617,0,0,1.473834049,0
8/9/1995,0,0,0,0,0.102302816,0.171323611,0,0,1.423580358,0
8/10/1995,0,0,0,0,0.115133931,0.196411028,0,0,1.36837111,0
8/11/1995,0.00030312,0,0,0,0.116163426,0.202294844,0.000206083,0,1.314061032,0
8/12/1995,0.257068223,0,0.036076626,0.00018173,0.193982298,0.22591485,0.033557067,0,1.3530186,0
8/13/1995,0.004837849,0,0,0,0.109261615,0.185501646,0.0034491,0,1.304238552,0
8/14/1995,0.081911857,0,8.60E-05,8.28E-07,0.127756099,0.172599365,0.030066451,0,1.28470801,0
8/15/1995,0.006209056,0,0,0,0.1186655,0.205719694,0.004297675,0,1.232913235,0
8/16/1995,0.036737061,0,0.001665534,0,0.098565831,0.156173285,0.008843963,0,1.207504638,0
8/17/1995,0.504825916,1.14E-05,0.111465768,0.000359012,0.114102293,0.080471309,0.033635805,0,1.49715226,0
8/18/1995,0,0,0,0,0.087598444,0.144241475,0,0,1.453458985,0
8/19/1995,0.005587045,0,0.000183341,3.12E-06,0.084897268,0.136798346,0.003224594,0,1.413814846,0
8/20/1995,0.908490861,0.000644587,0.24828191,0.000748212,0.149835333,0.116205614,0.033635805,0.00015833,1.947037654,0
8/21/1995,0.935091137,0.012007463,0.34067287,0.000979966,0.148172624,0.114830835,0.033635805,0.000846498,2.41418625,0
8/22/1995,0.146040776,0.002886738,0.038313658,5.27E-05,0.140061132,0.148648876,0.012071968,9.01E-05,2.411669827,0
8/23/1995,0.002665359,0,1.02E-05,0,0.143920972,0.174286833,0.002191032,0,2.323168683,0
8/24/1995,0.019886586,0,5.10E-05,3.68E-07,0.150641174,0.173190749,0.013193775,0,2.242708631,0
8/25/1995,3.57E-06,0,0,0,0.146708421,0.189950889,3.03E-06,0,2.15374049,0
8/26/1995,0,0,0,0,0.125930583,0.167346465,0,0,2.078851022,0
8/27/1995,0.063513003,0,0,0,0.158620034,0.169532539,0.033539581,0,2.019188416,0
8/28/1995,0.268062218,1.80E-05,0.05149876,0.000230748,0.167352176,0.150379288,0.033635805,0,2.075451245,0
8/29/1995,0.110771882,8.57E-06,0.004558763,3.88E-05,0.127684071,0.124541227,0.033071041,0,2.063313742,0
8/30/1995,0.000702654,0,0,0,0.108129373,0.147103309,0.000332882,0,2.000268155,0
8/31/1995,0.160362242,0,0.009265589,4.16E-05,0.144435074,0.137410019,0.033635805,0,2.00983132,0
9/1/1995,1.18E-07,0,0,0,0.076216026,0.105541006,9.44E-08,0,1.965679348,0
9/2/1995,0.099428382,1.78E-05,0.010805,3.24E-05,0.091704008,0.073522652,0.031268598,0,1.971554396,0
9/3/1995,0.27245493,0.000229713,0.076374832,0.000320651,0.084030176,0.050397906,0.033635805,4.85E-05,2.090559875,0
9/4/1995,0.084721118,0.000256185,0.011776553,8.25E-05,0.086187927,0.07611745,0.025194331,1.02E-05,2.089129196,0
9/5/1995,0.520619963,0.006842971,0.180386066,0.000652532,0.107666017,0.075417732,0.033589057,0.001605669,2.331482929,0
9/6/1995,0.145569118,0.002675528,0.0122452,3.83E-05,0.12389074,0.106614024,0.033635805,0.00013648,2.342722145,0
9/7/1995,0.082195483,1.81E-05,0.002219428,1.86E-05,0.143579218,0.14040204,0.029913237,0,2.295015427,0
9/8/1995,0,0,0,0,0.089865186,0.114243632,0,0,2.239499438,0
9/9/1995,0.009779844,0,0,0,0.124578619,0.152141398,0.006880204,0,2.168341532,0
9/10/1995,0,0,0,0,0.118779926,0.157411943,0,0,2.097109643,0
9/11/1995,0.004193864,0,0,0,0.098296742,0.129200515,0.002765092,0,2.040658974,0
9/12/1995,0,0,0,0,0.077931059,0.107078872,0,0,1.995125125,0
9/13/1995,6.81E-06,0,0,0,0.095861725,0.13411492,5.43E-06,0,1.939605738,0
9/14/1995,0.003645285,0,0,0,0.091213861,0.125149645,0.002970622,0,1.889665315,0
9/15/1995,0,0,0,0,0.073822492,0.106445631,0,0,1.848201329,0
9/16/1995,0,0,0,0,0.084147933,0.123068672,0,0,1.801572481,0
9/17/1995,0,0,0,0,0.098739574,0.147033807,0,0,1.747526947,0
9/18/1995,0.000474832,0,0,0,0.095799168,0.145012116,0.000248902,0,1.696074011,0
9/19/1995,0.066817708,0,0,0,0.107615839,0.116930539,0.03157625,0,1.67294329,0
9/20/1995,0.119158638,0,0.007745052,5.46E-05,0.099585074,0.085718288,0.033016668,0,1.687980843,0
9/21/1995,0.053698333,0,0.002953255,3.43E-05,0.07728616,0.072870554,0.029283692,0,1.672942589,0
9/22/1995,0.442978093,3.13E-06,0.109308593,0.000353431,0.100039861,0.066408312,0.033635805,0,1.916894661,0
9/23/1995,0.084721763,4.84E-06,0.007164881,4.05E-05,0.074590125,0.049675461,0.030989493,0,1.924602765,0
9/24/1995,0,0,0,0,0.039072358,0.055538085,0,0,1.902293543,0
9/25/1995,0,0,0,0,0.059482333,0.08525611,0,0,1.86865608,0
9/26/1995,0,0,0,0,0.073701994,0.106950944,0,0,1.827443813,0
9/27/1995,9.39E-08,0,0,0,0.046090995,0.068205135,7.33E-08,0,1.801468998,0
9/28/1995,0,0,0,0,0.059503138,0.088283283,0,0,1.768628485,0
9/29/1995,0,0,0,0,0.083961172,0.126287252,0,0,1.722993921,0
9/30/1995,0,0,0,0,0.071441466,0.109255332,0,0,1.684519187,0
10/1/1995,0.002734176,0,0,0,0.069085083,0.106728553,0,0,1.649836054,0
10/2/1995,0.132727553,0,0.026171713,0.000104426,0.064264431,0.064266832,0,0,1.694683564,0
10/3/1995,0,0,0,0,0.05471343,0.084200763,0,0,1.665528935,0
10/4/1995,8.46E-06,0,0,0,0.036367619,0.056495024,0,0,1.646262086,8.46E-06
10/5/1995,0.106610775,0,0.01737686,6.98E-05,0.05801589,0.058018076,0,0,1.679148598,0.105594274
10/6/1995,0,0,0,0,0.020277651,0.031321015,0,0,1.668346936,0
10/7/1995,0,0,0,0,0.016041972,0.024804876,0,0,1.659908811,0
10/8/1995,0,0,0,0,0.026232414,0.040840335,0,0,1.645965295,0
10/9/1995,0,0,0,0,0.039176818,0.061170614,0,0,1.625413742,0
10/10/1995,0,0,0,0,0.052763824,0.083086212,0,0,1.597954457,0
10/11/1995,0,0,0,0,0.05248299,0.083416556,0,0,1.570949764,0
10/12/1995,0.004176551,0,0,0,0.053291899,0.085565317,0,0,1.546596793,0
10/13/1995,0.301464586,4.95E-06,0.073481899,0.000245164,0.076429711,0.076432578,0,0,1.705163755,0
10/14/1995,0.589054544,0.000317906,0.16772891,0.000564667,0.063746081,0.063748468,0,0.000122677,2.078209003,0
10/15/1995,0,0,1.99E-05,3.47E-06,0.026717761,0.03586512,0,0,2.062714997,0
10/16/1995,0,0,0,0,0.036462733,0.049364141,0,0,2.041314792,0
10/17/1995,0,0,0,0,0.05125828,0.069994069,0,0,2.011377553,0
10/18/1995,0,0,0,0,0.051739898,0.071534125,0,0,1.981179387,0
10/19/1995,0,0,0,0,0.06061398,0.084516982,0,0,1.946258865,0
10/20/1995,0,0,0,0,0.056682164,0.079999027,0,0,1.913880545,0
10/21/1995,0,0,0,0,0.039310667,0.056128735,0,0,1.891368535,0
10/22/1995,0,0,0,0,0.04125769,0.05921853,0,0,1.868098128,0
10/23/1995,0,0,0,0,0.039279883,0.056746748,0,0,1.846153816,0
10/24/1995,0,0,0,0,0.041025348,0.05975922,0,0,1.823320587,0
10/25/1995,0.103483662,0,0.01118336,3.55E-05,0.063684124,0.06368652,0,0,1.852997335,0
10/26/1995,0.758545693,0.00220297,0.224139566,0.000684115,0.052021272,0.052023232,0,0.001016797,2.353559838,0
